,Ruhengeri,Kasese
0,5.686382421893085,5.266285508327007
1,5.482212555954618,5.195917505983043
2,5.343785744428647,5.185958910135953
3,5.317259692350922,5.221032879357389
4,5.462798568075496,5.223111132440883
5,5.5898220860739505,5.136295417425962
6,5.64041055206493,5.567012749439217
7,5.723646630114792,5.567228546636379
8,5.633496878688155,5.527192406565706
9,5.647826310704707,5.497373022466234
10,5.442972920479464,5.490471258621478
11,5.637366665183314,5.485513885498625
12,5.828100996868503,5.429794741540402
13,5.818129277922894,5.3589575269467336
14,5.873783954270277,5.397093811872772
15,5.746517346180854,5.4159222635835285
16,5.757736228865874,5.409913386757244
17,5.820826850835738,5.408099538487851
18,5.882635601941433,5.500594215194037
19,5.877459274311107,5.526585482262797
20,5.87745251160922,5.500995865354972
21,5.932549491622618,5.546280461722336
22,5.935301379881539,5.546067412955479
23,5.783709938631334,5.54585440956873
24,5.771307253815568,5.556347597857354
25,5.748888479187723,5.587182265971364
26,5.745864548335489,5.628726455502891
27,5.742168303048542,5.476937271098081
28,5.896988466668348,5.615586711787795
29,5.902075447499354,5.785360236914406
30,5.90847120073121,5.93045064721963
31,5.909609747127564,5.869718158346983
32,5.907674470471145,5.797147848052577
33,5.352890014635128,5.798202139185474
34,5.576571269155546,5.487085169245161
35,5.572610923236017,5.4286507073063754
36,5.657981515716713,5.423792202869158
37,5.8024266553006925,5.523922370018485
38,5.79558037972506,5.61415947966159
39,5.8770732642505985,5.699665123306827
40,5.8797785777764275,5.504657086429095
41,5.888558694303065,5.509969272545783
42,5.902518315739796,5.509835631923639
43,5.571507339385583,5.399951863554027
44,5.570072281113154,4.997954958588023
45,5.5703137274502375,5.364153600868913
46,5.446643050963132,5.398856937986302
47,5.39362695989835,5.340960086732695
48,5.226505346913041,5.2955299611516224
49,5.386743758941939,5.031057255317754
50,5.393635719744837,4.957573358658255
51,5.5153510240897505,4.92706805232435
52,5.404346046175641,4.736172239430261
53,5.212594957636131,4.733992542886342
54,5.141937138118678,4.666220668449808
55,5.1392737720522765,4.4730797295284805
56,5.347775083481243,4.502981105981861
57,5.293802470598628,4.522474967701403
58,5.299020872571068,4.523722180934396
59,5.251980332784065,4.527454514461543
60,5.281033476975662,4.651334710704814
61,5.313842779635041,4.652254040203766
62,5.322465976061956,4.683771759261495
63,5.255925038674372,4.942049894503591
64,5.202292790873619,5.057198924889497
65,5.261626827350946,5.033716055574165
66,5.295327034191545,5.031486781534874
67,5.422927602307355,4.774732600971392
68,5.359956589339543,4.711146870071177
69,5.444418887112604,4.660042381252621
70,5.478250628743873,5.081759205498516
71,5.465165493275693,5.377469152909199
72,5.465558602968684,5.427699702518401
73,5.504621008416834,5.52419544989949
74,5.548958411605434,5.549679171069438
