,Machakos,Meru
0,6.918917142641159,6.618749096401022
1,6.988866158800316,6.616766744535951
2,6.840473727891594,6.253426844787594
3,6.842550882070501,6.2183965729975075
4,6.838570474197825,6.286355275080574
5,6.737567502194116,6.332102394085951
6,6.88777101187092,6.344155565281938
7,6.851544882626548,6.347042671594628
8,6.448058883581744,6.269249420091233
9,6.454081647763497,6.303709170008167
10,6.44111094428759,6.333358082991144
11,6.438242399317682,6.397253054784485
12,6.672984121029003,6.38003055508371
13,6.664216387777751,6.38666894688887
14,6.668310415578933,6.388776086909848
15,6.6603725917598355,6.411225983427125
16,6.585838074161033,6.20224095268945
17,6.2835597947718185,6.0247331791525935
18,6.248752708480322,6.0489719303145995
19,6.210688474142265,6.031705818613825
20,6.139913583328657,6.079904811264352
21,6.152607977393292,6.125748708343024
22,6.199176629037024,6.171964065512139
23,6.280856042868541,6.084279518939052
24,6.28329354413385,6.160490223749327
25,6.360072958526515,6.02445995151566
26,6.359539473654137,6.080902928243835
27,6.35612704163298,6.13262319487261
28,6.411615967657628,6.188812032580339
29,6.339461562014965,6.296332201117933
30,6.342078014909487,6.342078014909487
31,6.474780445172006,6.268066001924324
32,6.591918256902433,6.188135234977254
33,6.59902086264247,6.377540743926958
34,6.649545581237234,6.344612596914546
35,6.644014821801107,6.366383085202827
36,6.634837166223737,6.354133489153418
37,6.573631324193517,6.37629211432237
38,6.718010507218355,6.386036531519875
39,6.769814555291399,6.512519092407855
40,6.76508709974917,6.5081674948299115
41,6.809320131517678,6.566656276212781
42,6.921842013395526,6.661181722696382
43,6.911256544077335,6.575586864175662
44,6.900557822703477,6.481973862166198
45,6.905179650127709,6.56667362328174
46,6.909780214499683,6.644756165940486
47,6.8191653686176,6.71564269559263
48,6.857713115249154,6.781835231128974
49,6.987016774735873,6.779293171834601
50,7.101499171687513,6.734763699625318
