,Kampala,Tororo
0,5.3845506511785395,5.366612950491872
1,5.1937148154921715,5.340941584956898
2,5.307425308138028,5.3145937976166415
3,5.356531574440825,5.295622821353832
4,5.425347422518691,5.291061483717872
5,5.413154735328748,5.348429982859414
6,5.514758004367279,5.549749753989781
7,5.606639793091126,5.610142423642327
8,5.606502980345127,5.602991124233586
9,5.518558680276081,5.576141902958443
10,5.4923782278421704,5.4923782278421704
11,5.457606608016572,5.423705056340891
12,5.4244927860608865,5.360092855457803
13,5.470758335460079,5.454821743197266
14,5.627181973628433,5.5281612144275725
15,5.554465747867358,5.5139818386605155
16,5.605005513884532,5.555958906579959
17,5.694206580903874,5.635625854879024
18,5.758867694182038,5.656488286964094
19,5.823641598941343,5.725621390378153
20,5.769210964269688,5.695102992115967
21,5.587818608667763,5.643596694341668
22,5.7164555007664255,5.687556151203077
23,5.687172586241856,5.72931576756422
24,5.682328731918932,5.722318971851242
25,5.8162156113416374,5.7813879192895
26,5.970263159670798,5.969114394466924
27,5.950101940264485,5.9628779560878975
28,5.959476692203088,5.964084995289282
29,5.967570824954286,5.983435180334269
30,6.011498977321014,6.007103365847976
31,6.04907800364661,6.029826072147289
32,6.40700251050163,5.797147848052577
33,5.343673231661951,5.1801395887336295
34,5.372561740665815,5.372561740665815
35,5.366831366827636,5.366130350325041
36,5.423792202869158,5.423792202869158
37,5.621333221193991,5.527474771622853
38,5.489861762984013,5.471308355088266
39,5.340009551229958,5.342139477487782
40,5.281513535114885,5.342936347741292
41,5.20226833320351,5.154580502417795
42,5.218853721469302,5.154315200331731
43,5.1489231087502825,5.075605806730655
44,5.222295398136079,5.1529607047350146
45,5.209309680112678,5.275061057675458
46,5.112512658376181,5.133677469568224
47,5.117816535418485,5.117816535418485
48,5.272618116662868,5.211709363575876
49,5.15217261741026,5.204488406774421
50,5.059852699520237,5.054234707216013
51,5.1672225983747015,5.094273598728534
52,5.123795709372973,5.123795709372973
53,5.039616508713424,5.039616508713424
54,5.111724038485514,5.073983710502667
55,5.112569262035685,5.044143123349394
56,5.115661861135165,5.072644476051474
57,5.108205107490402,5.064955123696586
58,4.615789814822916,4.53969047128427
59,4.549307094916364,4.526104197836701
60,4.653708297357598,4.526622869038901
61,4.594578261602748,4.507543104770602
62,4.615308879366691,4.468255461410195
63,4.802639924875964,4.641371777279842
64,4.9483758808064,4.8450582667783735
65,5.037327715400159,4.943140500340458
66,5.05496052587285,4.944059829839408
67,5.014513321173723,4.8042179123373625
68,5.096200574330849,5.019239533194721
69,5.15898161919944,5.100216309973188
70,5.10420593332871,5.033716055574165
71,5.326166783174299,5.300741684808489
72,5.311310720839797,5.227376269354647
73,5.1011077916433765,5.223509773156054
74,5.369189903159008,5.367203805187378
75,5.615633954984768,5.550062909233008
76,5.607646730880788,5.563053355337969
77,5.523688078347364,5.520292489346226
78,5.54764711093454,5.500180573695616
79,5.629212324591822,5.579045065873803
