,Soroti,Kasese
0,6.370640577278522,6.279907416560918
1,6.5257701407738695,6.276007303184382
2,6.55629087456297,6.218606555244162
3,6.620651652486489,6.262058753777611
4,6.612455971419808,6.257534701020181
5,6.62002426828871,6.310628435613145
6,6.561597107918934,6.347297581401177
7,6.006536024298302,6.3668608091521115
8,6.227102299052104,6.369282154496541
9,6.066754399627313,6.369988885086579
10,6.062777709467196,6.407006548223583
11,6.116445190189492,6.403286631758883
12,6.02178675077425,6.395805026332744
13,5.971031784621603,6.432204705577433
14,6.033953602043412,6.418592104610791
15,6.070356963259788,6.362657981567863
16,6.040939431857416,6.252072422680107
17,5.976565227858021,6.247963754674888
18,6.039056534663201,6.15000395148156
19,6.027762768991995,6.310346212392294
20,6.036262135538013,6.336602604861716
21,6.03517053161397,6.147625904162566
22,6.056934684361107,6.090058919852007
23,5.871391901387022,5.6507205392182005
24,5.864783674282612,6.328376524008624
25,5.650923325118823,6.299968870908157
26,5.51894727269941,6.3294875493514295
27,5.407377068196114,6.3329991274991535
28,5.463761278983219,6.263107440216855
29,5.444781015087852,6.187961368056826
30,5.433142442021197,6.22296592281651
31,5.427338120575742,6.301859439573603
32,5.529888746837217,6.369328020611899
33,5.554323607888483,6.228904854325893
34,5.5847254629732115,6.057161197187559
35,5.63319648833073,6.405194907341884
36,5.6372070103993535,6.371176185479554
37,5.639283204288931,6.294808393059292
38,5.6565719346482695,6.328344255623482
39,5.6821378554229085,6.287738756600155
40,5.68966295244802,6.204561901601647
41,5.645760982008161,6.205810891938681
42,5.634376297180895,6.143667001228802
43,5.630509800982303,6.235529533008196
44,5.617413138870241,6.357432088559859
45,5.694485193435976,6.308781135544713
46,5.691277529953199,6.341989667879001
47,5.766301865397439,6.382780515227405
48,5.833672182178691,6.344497805944682
