,Kigali,Gitega
0,6.542949571927629,6.555201566713393
1,6.5328452091628675,6.554927815925841
2,6.491584640558865,6.640061667464929
3,6.529926072459026,6.625934183072725
4,6.50209315646616,6.611977484199415
5,6.508785577192905,6.611630181391524
6,6.393959069372675,6.420471500272277
7,6.428558123083476,6.338539633279884
8,6.434658363440602,6.389106889888386
9,6.40616155682553,6.525878007915254
10,6.42210990381126,6.605427101989923
11,6.451228725898029,6.395156963212513
12,6.409914251384309,6.291596680163449
13,6.379463643047206,6.24536514313323
14,6.366924193610912,6.3443007194227174
15,6.370332891679585,6.520400855227172
16,6.36276153907193,6.519407263256823
17,6.364963630451284,6.524855413696548
18,6.4301660741235915,6.548590370465644
19,6.397130954596387,6.738399279456277
20,6.316348069458082,6.788854218351428
21,6.327422859653935,6.775275018060396
22,6.330997027072136,6.820742151103207
23,6.329449294029392,6.800904323491358
24,6.295078156008032,6.554426726648483
25,6.221348180484063,6.631597045978958
26,6.230457468036351,6.460845423365843
27,6.162556965756881,6.450899422394089
28,6.180794742291233,6.445122354215683
29,6.154956133672827,6.512763075041591
30,6.147860606432022,6.445954217953043
31,6.150192084788358,6.517745135747626
32,6.25945436893988,6.5056591931481345
33,6.247702982524601,6.522935379097491
34,6.124835039259821,6.517378938876149
35,6.089406230727802,6.519882221977137
36,6.049112543595321,6.446367436714035
37,6.099758794000911,6.363567750828419
38,6.04281928172804,6.357725883369943
39,6.1628190976380814,6.424542346216506
40,6.099678178768624,6.553135841310992
41,6.104195661843307,6.608783318257338
42,6.108632012490093,6.538284257588735
43,6.114383234047157,6.571052762583975
44,6.1202778103196716,6.60172521678432
45,6.128160232519856,6.611038093101472
46,6.136611746278036,6.477577015290735
47,6.136377057199373,6.410762666473887
48,6.1356656687811855,6.415967239608131
49,6.116800713298378,6.418132829917909
50,6.127755484831489,6.341947216020505
51,6.141389938410206,6.2575397613385135
52,6.092001733351607,6.346366134035198
53,6.080600658762584,6.343270842315979
54,6.114505725023713,6.340185101871209
55,6.122207800467896,6.335942094428762
56,6.089497161307324,6.4122020062373215
57,6.086782900304782,6.417693559310212
58,6.107145710389409,6.496356093703037
59,6.1185064163344025,6.347695630324375
60,6.007221894000218,6.352585617452547
61,5.999235081840465,6.270091191171099
62,5.941793509760009,6.273439644988426
63,5.940086642981652,6.083312170427689
64,6.048587957805855,6.376958065268908
65,6.206653541702109,6.3801972442357435
66,6.261103475445449,6.387143325499521
67,6.2621325198278495,6.457321065777353
68,6.25983825818371,6.454048107157308
69,6.31762819193753,6.456754468755051
70,6.343771363614148,6.529703468401219
71,6.4081191200875605,6.52449427248885
72,6.403764268107632,6.586199804956768
73,6.12003525298096,6.590039753668052
74,6.261116503080075,6.525584369445276
75,6.103828296092471,6.444498952395902
76,6.100748812389074,6.305165117414319
77,6.2198476327515735,6.251521140128388
78,6.245046106770489,6.2402008446473065
79,6.267030882233326,6.323733245468043
80,6.404836673793912,6.403968822122032
81,6.343115958118999,6.415645157541168
82,6.253105021372525,6.425401224899077
83,6.25039826009862,6.341565070455577
