,Ngozi,Rubavu
0,6.682205652188828,6.34489770135175
1,6.670113371590146,6.3421679313198736
2,6.65424869187546,6.395630933104224
3,6.449479519531361,6.584792336454371
4,6.414818536217622,6.547854591864949
5,6.378461541908261,6.5318861881747186
6,6.37080326022368,6.518960010477914
7,6.368019960333542,6.519349852768001
8,6.5124627296421265,6.51727125048782
9,6.445954217953043,6.515200872002222
10,6.516549320956398,6.5183723420338255
11,6.506867652509703,6.522197493044409
12,6.591508875447241,6.5992709623728505
13,6.446628082758299,6.615622602227117
14,6.5192746885441135,6.624132729899538
15,6.447677623603061,6.6035974839484
16,6.363567750828419,6.6039670327783915
17,6.433842118035297,6.597598123626217
18,6.4275111757103085,6.4491489048398485
19,6.4123364946585975,6.430693375926778
20,6.475870163674145,6.5508593413920115
21,6.538860792629208,6.580728422408959
22,6.538421125648342,6.508189158560936
23,6.5368254892133475,6.554423188437402
24,6.4744889398395555,6.5968559726308165
25,6.324049000489821,6.526889926736144
26,6.243342928811339,6.572479134769426
27,6.24830284061415,6.529946765123225
28,6.254981189231674,6.5229116076737395
29,6.341947216020505,5.9840661462496
30,6.2575397613385135,5.768230362298932
31,6.209293439928298,5.795127212715662
32,6.256656369479209,5.814299381335753
33,6.2519820663493,5.835254615860732
34,6.248467125921177,5.857796833267144
35,6.328791157959663,5.850939046591927
36,6.336530152203006,5.857831007394825
37,6.257008302039652,5.775992635245796
38,6.166247054816765,5.847694472186107
39,6.171137041944937,5.80584398493009
40,6.1250332800597125,5.86722552789042
41,6.123522895804605,5.9485275419413535
42,6.1882842611437505,5.887961352349519
43,6.2924006772408445,5.910850307619926
44,6.295316360728404,5.8781494747300735
45,6.387876194715173,5.866342462953229
46,6.378183745218629,5.866568482702396
47,6.287855932293237,5.907913917003576
48,6.376599142127626,6.0016398237362605
49,6.376599142127626,6.093008781271864
50,6.325567986637661,5.870364084442938
51,6.273903548211585,5.916435289921294
52,6.2773116492901835,5.870928940419215
53,6.2855694964183035,6.115750652808549
54,6.277072728548387,6.1494635907990896
55,6.347985114597247,6.096880335611153
56,6.296328635334328,6.0897233984486645
57,6.367343755987394,6.0488759929578295
58,6.363649852873486,6.171397809303818
59,6.3643035657296,6.064435159032809
60,6.247958681786288,6.033841281759462
61,6.304647976523542,6.055330255536053
62,6.159546039756805,6.116633031392125
