,Bujumbura,Ngozi
0,5.800053222391385,5.800053222391385
1,5.803574351104725,5.86990366183599
2,5.805781369259504,5.8744416833772455
3,5.807993269119418,5.875488760740866
4,5.906761112525855,5.87355829151794
5,5.932534200543064,5.869307728576876
6,5.798297296527306,5.858775215490107
7,5.855272586606483,5.9870418642376055
8,6.049819425140857,6.049819425140857
9,5.729389000907824,5.936272031350254
10,5.656002995475424,6.114310584957968
11,5.660892982603596,6.008515448312788
12,5.5777379765123305,6.124114584542641
13,5.956972801072308,6.016312240858618
14,5.966014453878138,6.136254589697888
15,5.972952811434609,6.14537874047434
16,5.768670592030551,6.197289005113433
17,5.980210865697407,6.20511498084665
18,5.97198307253151,6.196450250776229
19,6.082552299107358,6.192225701277987
20,6.242858566362501,6.289454653656934
21,6.098147157065265,6.289454653656934
22,6.169882387092319,6.282474754276641
23,6.177789186618846,6.273903548211585
24,6.080391293075077,6.132909327358523
25,6.075581406906211,6.056590331400893
26,6.099257133675139,6.131487411580053
27,6.2604292235729275,6.114685372918901
28,6.251521140128388,6.153588867704077
29,6.284402495559847,6.193954689071636
30,6.362199526295839,6.403427824330405
31,6.328189702174075,6.403968822122032
32,6.2929823631602435,6.2471359750348245
33,6.247408348826111,5.876888951456165
34,6.040981947770994,5.98489248111995
35,5.978234680275316,6.0364631851751085
36,6.108738717870792,6.081235798981164
37,6.128251917728524,6.127336585856836
38,6.128310733121316,6.150864688685514
39,6.212896902534637,6.167609368916407
40,6.271687629049743,6.060055276934594
41,6.1968524527192255,6.050514312628761
42,6.276369751822743,6.016315846488436
43,6.269927762622401,5.983273967896186
44,6.2168868173266425,6.0267679500726565
45,6.165747442820653,5.966016332131185
46,6.137079912299283,6.158475679264323
47,6.201094931424048,6.157195543156077
