,Masindi,Soroti
0,6.127784079959406,6.04131048195558
1,6.124489577113207,6.067679170932938
2,6.121292687066978,6.221705147107435
3,6.113643140753075,6.218606555244162
4,6.161144161349006,6.438389706434408
5,6.202184605937016,6.4301943469023986
6,6.354372984576003,6.216049695558607
7,6.361349334856827,6.119623341749793
8,6.124503715111705,5.71903860700354
9,6.122483898456167,5.719241836835949
10,6.123622512423043,5.800096710061011
11,6.118333395413176,5.933728619282173
12,6.116939383429103,5.90105695564276
13,6.1101261299601,5.823103905767166
14,6.108122953880963,5.617400973585761
15,6.104634076604516,5.656328809819859
16,6.09294639019578,5.766673222085411
17,6.096754435110813,5.607733441311675
18,6.096423615231827,5.604900743720365
19,6.093598919155624,5.602076047644162
20,5.913047367970069,5.603546248123648
21,5.902456860672624,5.680526165783623
22,5.842409381144868,5.686539010438083
23,5.839799265618317,5.767478604038691
24,5.839995909933781,5.904856544135821
25,5.902478211810154,5.758540898024515
26,5.828507432588327,5.752999880080181
27,5.8876329296930106,5.7432146867839835
28,5.8852374373691445,5.7408191944601175
29,5.91239643131641,5.732763689273369
30,6.287738756600155,6.099299003294265
31,6.253849702009266,6.2063025460794305
32,6.379122069505014,6.205810891938681
33,6.305033192846769,6.244408571030333
34,6.343399460271448,6.301166696648176
35,6.350019156170734,6.310560319430186
36,6.386200734524484,6.425531646586908
