,Mbale,Lira
0,6.345177196872746,6.436148975078473
1,6.368214610247294,6.478206631457466
2,6.3907332304326925,6.518566601942577
3,6.408623847474042,6.513984363131868
4,6.523607660487864,6.564992876650718
5,6.517100976959076,6.566218004111513
6,6.490642424291848,6.571103559520759
7,6.454689250657641,6.4973427750168735
8,6.4774332427395285,6.497048837167734
9,6.482272895773473,6.394664563239303
10,6.39527238426644,6.417630640577653
11,6.388736192476026,6.435400957333145
12,6.474834526055797,6.48135865213274
13,6.512793301594033,6.426573778057876
14,6.509919403873958,6.527179066016488
15,6.541251078496721,6.413799605024702
16,6.441994004612874,6.346535775359762
17,6.327946247462975,6.278349306323603
18,6.306900945368628,6.251666890053104
19,6.419141635669155,6.286941482092109
20,6.468766141124965,6.385939813542728
21,6.503766816133705,6.4632159964443785
22,6.503275976301969,6.503275976301969
23,6.541146258015762,6.535238790885069
24,6.76255386524853,6.569405482771316
25,6.816896839030441,6.700593093584647
26,6.867779438137442,6.564534684224114
27,6.861353697393771,6.55597204784259
28,6.856648166002482,6.6167693122360465
29,6.845083920830362,6.661574292137125
30,6.745994329735111,6.516054988073409
31,6.627582076102239,6.321415188976355
32,6.529804686986427,6.278021149535216
33,6.527619245638013,6.323424317453331
34,6.528099966129934,6.367155657177179
35,6.523633227923906,6.363348068111329
36,6.55863096255904,6.361975912353549
37,6.620159360657688,6.35791399518564
38,6.437993100713827,6.395805026332744
39,6.259280911242251,6.392812303866773
40,6.199612585745824,6.293525715563299
41,6.42589957911418,6.295145251786876
42,6.425946653131482,6.203880881695268
43,6.4220430143143945,6.223249728579018
44,6.424951546577268,6.296693428683594
45,6.413767803545446,6.286661969353938
46,6.420989997139264,6.338173697093758
47,6.420960528206205,6.338144228160699
48,6.416406543159853,6.455460139358731
49,6.411853508998498,6.487981003885049
50,6.406870323508568,6.483939259878529
51,6.397480079799721,6.644707197559188
52,6.395084587475855,6.60739326454471
53,6.3868037865875475,6.5686328538369505
54,6.386170099468836,6.30130810535935
55,6.363062081996514,6.038338737864384
56,6.122466600550152,6.017106084892325
57,6.126039556495682,6.010643726556405
58,6.151915194625549,5.996681677659458
59,6.156908459543163,6.051343674657786
60,6.13979212908586,6.038973322308375
61,6.124408154481436,6.128167557405342
62,6.123322182470887,6.121431822739718
63,6.020651435457276,6.175700184496219
64,6.129583232279798,6.0276661383997325
65,6.135021518959832,5.972722878040985
66,6.145259736017071,5.9813210498236495
67,6.148032634165344,6.148032634165344
68,6.154407268815136,6.154407268815136
69,6.148796625712253,6.242174275402044
70,6.152141484668644,6.290943887549104
71,6.158207792230096,6.297652324667658
72,6.155978518190804,6.337387249727399
73,6.144588235748122,6.366626203754582
74,6.14072173954953,6.403227657108837
75,6.135026817087231,6.470444201289956
76,6.529444834379141,6.463373999770067
77,6.676752137039459,6.5282893502574
78,6.527554999426108,6.493439246185936
