,Nairobi,Makueni
0,6.850134914610164,6.744210224043156
1,6.849735160492912,6.624184869148137
2,6.8645397490665605,6.641520506286292
3,6.915992455889184,6.761998774256769
4,6.955187404001223,6.754266370581524
5,6.948831064537871,6.747107341524484
6,6.944306600230055,6.743936973564398
7,6.942049186344503,6.846468211755837
8,6.946164689344923,6.842101126031313
9,6.9462269934952445,6.842212675034215
10,6.943163750346061,6.839999063497468
11,6.9450421241959,6.840278801747819
12,6.941933282474813,6.837169960026733
13,6.9386100362728955,6.834070753256692
14,6.934382869273539,7.012008031304075
15,6.927921658868566,7.005973144572913
16,6.92254178779225,7.000503329261961
17,6.916948244452567,6.950451100534571
18,6.909702542280784,6.900387468677291
19,6.912848604823,6.892453608301927
20,6.879978348189089,6.868885098307008
21,6.813519155821566,6.863398884620713
22,6.742404429030368,6.763447032499003
23,6.7434696858768275,6.76180013802081
24,6.7309748971348045,6.75391752973697
25,6.937123713238327,6.740051637576656
26,6.723580933077895,6.8170703415862315
27,6.862594086080313,6.733627753374544
28,6.918917142641159,6.736595585847204
29,6.734997450714313,6.9096167871461756
30,6.764585191897196,6.837694661721328
31,6.839996602265405,6.7472407022661764
32,6.847582666910338,6.7431674395719465
33,6.7840875178290085,6.737567502194116
34,6.826732031130862,6.745553560513844
35,6.8919829141380236,6.698553266927505
36,6.754143476901811,6.649234530454639
37,6.737814618376857,6.738850351250389
38,6.736894959332139,6.755414007099377
39,6.736492478697291,6.756570373233819
40,6.7518580805548085,6.753389083660699
41,6.731676530817233,6.749449052697467
42,6.73286872857899,6.742619896426794
43,6.713360752204424,6.5428810290214185
44,6.716442261281928,6.375822792174269
45,6.820726764022079,6.383512957599335
46,6.8266658924364245,6.375855320215022
47,6.795454701147532,6.369679727880385
48,6.65984862004232,6.628978686106459
49,6.659054816764169,6.568684994934784
50,6.360634965102319,6.1162255195772595
51,6.365110227145485,6.025208435862414
52,6.499832687846701,6.210688474142265
53,6.438290944897186,6.169924661744696
54,6.436750223139949,6.212608833725317
55,6.429675613045191,6.207530896506882
56,6.4219548838385405,6.280856042868541
57,6.477993233832854,6.20312242554521
58,6.493962453213951,6.283612474715751
59,6.430157040868091,6.358103723228033
60,6.423004324293556,6.35612704163298
61,6.389637060938853,6.340585471507749
62,6.448309439533206,6.32479854270489
63,6.476152738164056,6.342078014909487
64,6.4769465579129,6.44337812268831
65,6.41964703596198,6.535353843673951
66,6.4209079730420875,6.485736571466569
67,6.508657350387003,6.5957691844564295
68,6.592006318184378,6.644014821801107
69,6.553918725067488,6.608225696998227
70,6.456960017389824,6.639262124379034
71,6.460717296052026,6.669364217590571
72,6.6746858472233495,6.6746858472233495
73,6.863783054289599,6.763265605620779
74,6.8543383486645615,6.669688502111016
75,6.921842013395526,6.841993085395108
76,6.923450998784079,6.834854370271537
77,6.918950045320755,6.827664327259632
78,6.9755659902614235,6.8284733274976945
79,6.974806897716756,6.829281673783383
80,6.921444217738019,6.732620083456497
81,6.917661375862936,6.857713115249154
82,6.779293171834601,6.876463706498625
83,6.779838253727508,6.894869174417017
