,Kamembe,Kigali
0,6.668131934783771,6.655045597540877
1,6.659685276645941,6.71684369048589
2,6.661473185674499,6.708700849526039
3,6.664371981824951,6.729047404872518
4,6.609791223047029,6.740156270879217
5,6.636040277721459,6.736950255393017
6,6.6686345813781935,6.762441001500652
7,6.638263000048744,6.738670896924738
8,6.613296546511881,6.740386751634418
9,6.635936872882846,6.73126419226331
10,6.6019454883193776,6.726288454889494
11,6.617904918014925,6.717691219819535
12,6.579364834389938,6.710844944243903
13,6.571979460215723,6.700960386272553
14,6.698403416153799,6.708831039316058
15,6.588560319819493,6.711642296569674
16,6.5968559726308165,6.729792304244028
17,6.66844318172644,6.733138989151593
18,6.667565375484248,6.746142628820267
19,6.634503616026713,6.793398039925528
20,6.667517666091672,6.733451860868217
21,6.6649977390414215,6.753683690801384
22,6.654089976970547,6.717750303619431
23,6.64768824314714,6.735917475924561
24,6.637124385204231,6.703561440821989
25,6.625519477846792,6.689987454735453
26,6.619936885314041,6.665763286031526
27,6.613240897846361,6.6779209718187635
28,6.620132858649259,6.684282006142507
29,6.621963355424937,6.678394254959284
30,6.6291429863140285,6.693929633217189
31,6.6329277937646305,6.697714440667791
32,6.624569017755475,6.69238226240041
33,6.552219850099193,6.686515476616472
34,6.615010084585146,6.683849687622107
35,6.61440822419771,6.679018664498173
36,6.623072924813738,6.687468087052061
37,6.6271712543631365,6.692713863657936
38,6.627558448366056,6.692168888666519
39,6.625638109899444,6.6905378374704165
40,6.628151667380087,6.69153143983644
41,6.635309977675683,6.699595868752542
42,6.6318422135796835,6.695801192539341
43,6.630685246548976,6.693082555814008
44,6.627761300456787,6.693099850728996
45,6.627159197022407,6.692571462208575
46,6.6167917109748355,6.680529095912827
47,6.603043946271333,6.667509450724559
48,6.590587029485908,6.654462786874487
49,6.5828194258391255,6.646914586295526
50,6.577454808521302,6.641623438772466
51,6.563777781943802,6.629659486627841
52,6.565364921629401,6.630052596320832
53,6.563368698521016,6.628206218016323
54,6.560334943093867,6.62539853644093
