,Kabale,Kasese
0,5.864640134535914,6.41637566104603
1,5.860057895725204,6.270091307803748
2,5.9181962574657865,6.2438751272113935
3,6.074722820423918,6.259702368792369
4,6.075674742172574,6.259461232390936
5,5.995293085665356,6.19336299942745
6,5.9984969115443585,6.198802832593043
7,6.00169050569505,6.196332546877046
8,6.054123550810641,6.1826058443495855
9,6.056735343862079,6.182094873305326
10,5.91234276513152,6.17864404255835
11,5.7393490504576326,6.1752025491778495
12,5.8206912352208375,6.169816863283081
13,5.818164011986835,6.163931282404215
14,5.887970814666663,6.158550100342805
15,5.866712099933052,6.137140924237273
16,5.859760650285631,6.1164181836843134
17,5.73312151298501,6.194143045914918
18,5.807270155526661,6.1881343478947315
19,5.813227849686463,6.187921299127874
20,5.845959002019068,6.187708295741125
21,5.8831635447086805,6.19883111392946
22,5.875497049611605,6.2314759892196685
23,5.938773677414251,6.200955643093525
24,5.931817738769596,6.09914651097741
25,5.989057916220662,6.13484572968216
26,5.983435180334269,6.103526461190315
27,5.929260879084041,6.215155640961727
28,5.935325499727626,6.225378646200745
29,5.837313889777912,6.226016364544902
30,5.940162341662212,6.228437709889332
31,5.939917966176214,6.229377816873995
32,5.830155414198442,6.22409046109107
33,5.528757383475383,6.22066563825476
34,5.783957050270508,6.213780602210712
35,5.779707830980365,6.280316604863661
36,5.68697864322305,6.246378937137598
37,5.602819426509245,6.199506340881629
38,5.603265420379634,6.151358447078277
39,5.598802722299193,6.0930990441139725
40,5.691102139147969,6.039056534663201
41,5.680526165783623,5.763362171362772
42,5.686539010438083,5.842409381144868
43,5.686509541505024,5.8423799122118085
44,5.684125539226995,5.807282233814959
45,5.566226000180676,5.61053185190278
46,5.4683989824242465,5.563709162228571
47,5.345191557304439,5.636013349760887
48,5.069893442679584,5.524629599794531
49,5.00812164893342,5.383910988895467
50,4.943603988701015,5.453186604227408
51,4.951709413493983,5.176079206531437
52,4.935198399561458,5.628345580121404
53,4.924819948473324,5.693190550270857
54,4.917143610746762,5.7981176706960165
55,4.890087546982564,5.902868399800893
56,4.9227842367180275,5.77411707231741
57,4.929799495233464,5.491199404962388
58,5.097291180167716,5.8569590430692235
59,5.098210509666667,5.860350561713563
60,5.031607754533023,5.724754935092968
61,5.096200574330849,5.858340626377746
62,5.233089591353161,5.957985470227687
63,5.241004235098581,5.978801689396265
64,5.355034767175152,5.96338541107502
65,5.344647141107389,5.920523449914592
66,5.286030130137388,6.033927825468742
67,5.328698541804271,6.028024938730174
68,5.483428529405349,6.074351221965816
69,5.830167035057341,6.014149721801372
70,5.691784644209972,6.071123447725916
71,5.6922920157620975,6.215646277211257
72,5.700038377160435,6.096919741577207
