,Kampala,Tororo
0,6.549089386259069,6.296387032703314
1,6.57731738494635,6.320586014466734
2,6.508516266089075,6.344213214797799
3,6.5350117303239434,6.363161473397284
4,6.671906240070198,6.481904996602015
5,6.609243981810443,6.429551051454128
6,6.615933575438553,6.1874863909384645
7,6.429005350510378,6.2517202319590135
8,6.477066337580395,6.357125011186533
9,6.415933580826795,6.342784438973655
10,6.41956825017436,6.3932870748988515
11,6.413894752112181,6.388736192476026
12,6.5409626921290025,6.47410698873742
13,6.556107830249778,6.512793301594033
14,6.608326833396764,6.547504969030527
15,6.577396609166684,6.541587156469973
16,6.398114045424532,6.441994004612874
17,6.381882860752918,6.374409866289913
18,6.434986174328529,6.294226504471901
19,6.500073397992073,6.289492503883714
20,6.509105407369265,6.394385161243428
21,6.612564378292032,6.540097754301309
22,6.61245173027075,6.577578956256621
23,6.607299149439882,6.6115778845739985
24,6.745817624305464,6.638905517956219
25,6.774305041813348,6.641214923006386
26,6.8258503343514345,6.825240168977693
27,6.821446658547321,6.834685450311611
28,6.829929019268972,6.843377829081585
29,6.822144105081133,6.848876293235224
30,6.487855737885357,6.55213886379743
31,6.424615244241879,6.319800331943955
32,6.357738960360644,6.32383068556651
33,6.4321771310093,6.367735363778243
34,6.471522643595779,6.368444483235205
35,6.467893350509074,6.363348068111329
36,6.474676016540806,6.402890709992056
37,6.498616292278132,6.39953937633255
38,6.618651356660965,6.51408323407154
39,6.606987185198222,6.510595339523157
40,6.390068687798257,6.421128797400659
41,6.372593103411213,6.29596660706919
42,6.297843655052759,6.203880881695268
43,6.337612621164375,6.222371379818112
44,6.404257397307855,6.296693428683594
45,6.393921507173515,6.286661969353938
46,6.420267192626407,6.293222309231491
47,6.440989810081778,6.338144228160699
48,6.563914749160479,6.493716170514268
49,6.597736688584924,6.524300611548169
50,6.604789438391978,6.520355067806187
51,6.719797648914258,6.644707197559189
52,6.724293251975721,6.542805529109412
53,6.376134705826333,6.30130810535935
54,6.141810678834342,6.00530430091895
55,6.154170225733569,6.022433748000113
56,6.134606957780981,6.06290222022528
57,6.128450955290582,5.986883014610757
58,6.131779170741259,6.050321702162092
59,6.115762704359025,6.0338106882295675
60,6.22424496797063,6.0801275808179795
61,6.2386891236697295,6.1204853011356875
62,6.288082666972602,6.126011951115102
63,6.223781017326023,6.024536245390805
64,6.138293314353324,5.911409693228261
65,6.146186949806263,5.921652255211821
66,6.148032634165344,5.924889082851135
67,6.154407268815136,6.0478205114340655
68,6.309652122611329,6.146022698829527
69,6.373813365371398,6.246782991763333
70,6.418604935085321,6.253849702009266
71,6.446507810833791,6.359961571765939
72,6.445987944428703,6.372508573657649
73,6.546800532856457,6.364233547174291
74,6.596983860325174,6.530603093066148
75,6.611633926220768,6.496239502871641
76,6.466583346997119,6.385439196322043
77,6.547946551878453,6.468615407132018
