,Kampala,Busia
0,5.3845506511785395,5.36207779532648
1,5.1937148154921715,5.28363414666162
2,5.307425308138028,5.405565575822368
3,5.356531574440825,5.385648973011552
4,5.425347422518691,5.463674226384866
5,5.413154735328748,5.477292535162619
6,5.448326518888029,5.460621755745066
7,5.509585207304187,5.532574725528885
8,5.477387842636589,5.50402977358301
9,5.514758004367279,5.534768200374164
10,5.606639793091126,5.637730380161156
11,5.606502980345127,5.616097471738887
12,5.518558680276081,5.6194157628448895
13,5.4923782278421704,5.634434821290053
14,5.457606608016572,5.469654946532747
15,5.4244927860608865,5.456208999440352
16,5.470758335460079,5.4980504777480865
17,5.627181973628433,5.6144753223593185
18,5.554465747867358,5.574993019280119
19,5.605005513884532,5.571987744855858
20,5.694206580903874,5.665746161968274
21,5.758867694182038,5.61794312996396
22,5.823641598941343,5.6592902186260625
23,5.769210964269688,5.657481000326382
24,5.587818608667763,5.732630316712065
25,5.7164555007664255,5.756137415357606
26,5.687172586241856,5.714467684831294
27,5.682328731918932,5.727483129399476
28,5.8162156113416374,5.869151850657754
29,5.970263159670798,5.998561595793225
30,5.950101940264485,5.959988615736292
31,5.959476692203088,6.002421144032829
32,5.967570824954286,6.0187784503382575
33,6.011498977321014,6.03479995022846
34,6.04907800364661,6.074183924777686
35,6.40700251050163,5.659705617436055
36,5.343673231661951,5.528147641817006
37,5.372561740665815,5.460618596056998
38,5.366831366827636,5.439461623410591
39,5.423792202869158,5.525192317310887
40,5.621333221193991,5.5759271550088
41,5.489861762984013,5.540051507507869
42,5.340009551229958,5.377670905866268
43,5.281513535114885,5.3681477670877875
44,5.20226833320351,5.2868257212315735
45,5.218853721469302,5.198209393888956
46,5.1489231087502825,5.28116832756406
47,5.222295398136079,5.241253311880692
48,5.209309680112678,5.240375499687569
49,5.112512658376181,5.223738293486406
50,5.117816535418485,5.209250741378117
51,5.272618116662868,5.3214082808323
52,5.15217261741026,5.237904403694265
53,5.059852699520237,5.161002682641719
54,5.1672225983747015,5.157121502388198
55,5.123795709372973,5.17731166271308
56,5.039616508713424,5.136990672738601
57,5.111724038485514,5.163281848150364
58,5.112569262035685,5.123095675022673
59,5.115661861135165,5.136495948038006
60,5.108205107490402,5.123953464458541
61,4.615789814822916,4.710315988315033
62,4.549307094916364,4.709989476606838
63,4.653708297357598,4.674075600182032
64,4.594578261602748,4.677959870541799
65,4.56091921874176,4.630512510540956
66,4.615308879366691,4.653049207349539
67,4.802639924875964,4.897305151417043
68,4.9483758808064,4.981561429792054
69,5.037327715400159,5.031693897681903
70,5.05496052587285,5.035434103522495
71,5.014513321173723,5.042843827799949
72,5.096200574330849,5.111948931298989
73,5.15898161919944,5.131306897043219
74,5.10420593332871,5.145237330006572
75,5.326166783174299,5.326166783174299
76,5.311310720839797,5.281200919368427
77,5.1011077916433765,5.315883093287069
78,5.369189903159008,5.49049406921397
79,5.615633954984768,5.6431166006786
80,5.607646730880788,5.591947821337684
81,5.523688078347364,5.533806208512949
82,5.54764711093454,5.562437848935936
83,5.629212324591822,5.638344808155095
