,Ruhengeri,Kigali
0,5.813213621947789,6.09073394414007
1,5.809899963020098,6.132622644058208
2,5.565998630249903,6.195723984372353
3,5.540403243665132,6.1679370760627785
4,5.612059180749546,6.174606262183899
5,5.678922080859996,6.031654838352989
6,5.685380660383976,6.180116624955396
7,5.827045976287395,6.193356329019902
8,5.605813449939738,6.156871420733855
9,5.601585196201171,6.178700655037468
10,5.494674294856354,6.172196157513219
11,5.804549160761584,6.208600841072602
12,5.896911203271378,5.864419716163516
13,5.886068239536137,5.8467961771826085
14,5.969562627875629,5.834357034290819
15,5.725988766039724,5.804320609309632
16,5.793144301235133,5.8456306081203815
17,5.885365371973309,5.839603705507034
18,6.023036726185589,5.8259096205406555
19,6.019248857314792,5.813412032967254
20,6.017624374055705,5.868805144568038
21,6.067536700489121,6.068554512281822
22,6.068104917462647,6.115875193731333
23,6.068674618106615,6.070204060158513
24,5.993772259893822,5.979594349313185
25,5.912801970203955,5.941639031825922
26,5.903901266889405,5.892688402286606
27,5.959418756616188,5.928026044208325
28,5.956394825763953,5.927277427193226
29,5.952275649165432,5.90822561402794
30,6.030813243481567,5.9270485334741485
31,6.035900224312573,5.9172184276019175
32,6.044198305282314,5.9154805752237865
33,6.160727962320427,5.897768282533173
34,6.1591854203209255,5.89938549465219
35,5.76177159343919,5.915727360489298
36,5.912575778920711,5.884104104839399
37,5.909434098622017,5.900033324337312
38,5.905307902819664,6.108676798474456
39,5.89071926244637,6.1067956465374875
40,5.885046007533101,6.083262452176841
41,6.059003508184932,6.0973959392231665
42,6.061307584499176,6.098276775016104
43,6.071677381470038,6.121226127128531
44,6.085435287853515,6.131955303488407
45,6.159666166554744,6.137087596869932
46,6.158045356678502,6.135424222444101
47,5.7509560227244725,6.147040198998871
48,5.903780169615618,6.1678032677507515
49,5.902458565057477,6.1353745693079285
50,5.891147034475059,6.120536102127001
51,5.8858695278639335,6.070197103384754
52,5.754875960864952,6.188511945939813
53,5.862250120202743,6.220618544647809
54,5.857796833267144,6.121278000307929
55,5.850939046591927,6.194666454094312
56,5.857831007394825,6.114390555628879
57,5.993283549476262,6.107145710389409
58,5.937696004520118,6.096527509615628
59,5.633588328070851,5.95832567966896
60,5.528804922411252,5.948951265414249
61,5.709600122925881,5.859684103370586
62,5.991774893223915,5.704450027419975
63,5.878150919984036,5.699985711592233
64,5.861096686347354,5.7073554231071855
65,5.866342462953229,5.7126011997130615
66,5.866568482702396,5.712417802875138
67,5.864323480928714,5.709347378025289
68,5.868572647754504,5.712150413001078
69,5.900907683408751,5.7685789367499885
70,5.894875115457288,5.806321718115843
71,5.62558865786655,5.714974392916642
72,5.570762311305188,5.778715697125422
73,5.716099514565805,5.919927276580723
74,5.6993354778032455,5.70804380569503
75,5.750670923712082,5.68850401729553
76,5.705888549649205,5.827942054429041
77,5.731178024565783,5.95376740573558
78,5.726996139497009,5.997213569656061
79,5.758209508868859,5.936512306067896
80,5.801774790427058,6.052946940839047
81,5.800886824560006,6.0493481838585055
82,5.828561575156329,6.049909399349216
83,5.907267333268679,5.909532339899531
84,5.763262629627971,5.896794022252494
85,5.80823603718836,5.80823603718836
86,5.799037238218257,5.877369081488164
87,5.757170050978357,5.831095324675373
88,5.771015811669442,5.812233767390674
89,5.732502770058035,5.7913432700809695
90,5.785674872420951,5.851939667113648
91,5.818029138934011,5.905235201021111
92,5.786700268917317,5.82235466383261
93,5.75435806875749,5.826678730337116
94,5.763321038796345,5.816547353131335
95,5.675781063510792,5.686363172841329
96,5.614574181422755,5.65707543746273
