Date,Kasese,Masindi
2016-01-01,6.85651289461052,6.695282992076009
2016-01-15,6.846294610070295,6.720822459543145
2016-02-01,6.8749915146261005,6.730876771790358
2016-02-15,6.843288110274468,
2016-03-01,6.747877338047209,6.750687117923312
2016-03-15,6.711271538568826,6.752140206445604
2016-04-01,6.712511488848022,6.746014980333689
2016-04-15,6.8227773515096315,6.770894058271242
2016-05-01,6.8345108264562,6.771018518893061
2016-05-15,6.8240528250536485,6.759652894450565
2016-06-01,6.800296410172921,6.7626378901459425
2016-06-15,6.7963537494475075,6.761624268926409
2016-07-01,6.843750293823358,6.747550490779322
2016-07-15,6.847365684337016,6.681068506484302
2016-08-01,6.8998802368783645,6.676617289707049
2016-08-15,6.898080016079373,6.675174588352429
2016-09-01,6.892007711613546,6.668386947214642
2016-09-15,6.886417456629419,6.663273905315209
2016-10-01,6.880360890079465,6.65517982382773
2016-10-15,6.859476424725056,6.636454757742766
2016-11-01,6.838523701479584,6.615628319914756
2016-11-15,6.805052128237891,6.581908576923682
2016-12-01,6.799043430217704,6.57462355454389
2016-12-15,6.798830381450847,6.5836271608819565
2017-01-01,6.798617378064098,6.576430002121544
2017-01-15,6.78243099362471,6.576469175913188
2017-02-01,,6.576508348170308
2017-02-15,,6.57193873301775
2017-03-01,6.73223785079909,6.7597819649749775
2017-03-15,6.757571754831194,6.780810600762836
2017-04-01,6.7791155991568,6.794305764650775
2017-04-15,6.758792375998723,6.882671939423787
2017-05-01,6.739221946974403,6.875027678466785
2017-05-15,6.775537810337138,6.882480322191302
2017-06-01,6.788287660671727,6.892433478336285
2017-06-15,6.7871561558233,6.895987797507099
2017-07-01,6.788561757047894,6.869776385633712
2017-07-15,6.78975454333694,6.843314536597355
2017-08-01,6.784852526933321,6.813956437599327
2017-08-15,6.779994022496103,6.809592370749438
2017-09-01,6.775159009039205,6.80253046041779
2017-09-15,6.771612268352634,6.7968025171811925
2017-10-01,6.79678820842347,6.74085635860623
2017-10-15,6.7860935707557255,6.7292307088611825
2017-11-01,6.775265977188408,6.733214621992752
2017-11-15,6.761185717260585,6.734878691666694
2017-12-01,6.697961309806346,6.729146632633346
2017-12-15,6.671182608897453,6.539895886126755
2018-01-01,6.806045907371657,6.532359181336218
2018-01-15,6.811898807473221,6.6040338363770426
2018-02-01,6.786626721352554,6.603402501641885
2018-02-15,6.78962837432224,6.60222186894349
2018-03-01,,6.688957332162318
2018-03-15,,6.743758663329377
2018-04-01,,6.816074479349679
2018-04-15,,6.838489419940326
2018-05-01,6.8045029596903825,6.83232249954551
2018-05-15,6.80437423335443,6.830324752527179
2018-06-01,6.788032684728935,6.811044716095681
2018-06-15,6.713453268182942,6.765332120597391
2018-07-01,6.701104899592258,6.7059345306596025
2018-07-15,6.750262269352953,6.490240999896085
2018-08-01,6.7716965633469055,6.492592570548907
2018-08-15,6.7413466062416125,6.476530358526835
2018-09-01,6.743302487842133,6.498630683264274
2018-09-15,6.7750176455678535,6.525950409243852
2018-10-01,6.794324999637309,6.532734130413318
2018-10-15,6.720813318959678,6.534734713288011
2018-11-01,6.680628457109515,6.695172209288324
2018-11-15,6.812089608259642,6.705670331253574
2018-12-01,6.789399072119459,6.485166027835435
2018-12-15,6.795680491078833,6.49140457764584
2019-01-01,6.790310268364219,6.650159334444721
2019-01-15,6.81638222368294,6.57160134506392
2019-02-01,6.797946496381307,6.658761865674257
2019-02-15,6.7986004535561015,6.716115546690544
2019-03-01,6.7055186025503914,6.7055186025503914
2019-03-15,6.755359719867269,6.728099071658377
2019-04-01,6.75051160360952,6.770255581599211
2019-04-15,6.793574240158408,6.766519449926777
2019-05-01,6.7870203761933565,6.776911986872595
2019-05-15,6.814926464638243,6.784649790622513
2019-06-01,6.8873426138287295,6.789948738184538
2019-06-15,6.894996310390155,6.782374576513997
2019-07-01,,6.755344281790383
2019-07-15,,
2019-08-01,,6.698987818413443
2019-08-15,,6.69514251502043
2019-09-01,,6.698618671297639
2019-09-15,,6.697666798152629
2019-10-01,,6.6941109837239425
2019-10-15,,6.69040205049575
2019-11-01,,6.686167394112799
2019-11-15,,6.686257294259389
2019-12-01,,6.6853024405543255
2019-12-15,,6.690208244650055
2020-01-01,,6.685214353074378
2020-01-15,,6.686768439199186
2020-02-01,,6.685716070563467
2020-02-15,,6.68645276785693
