Date,Kamembe,Bujumbura
2016-01-01,,
2016-01-15,,6.4099424650643755
2016-02-01,,6.435996596255957
2016-02-15,,6.348172399006937
2016-03-01,,6.382063202701174
2016-03-15,,6.384470066621803
2016-04-01,,6.383578783891911
2016-04-15,,6.392427514520984
2016-05-01,,6.391122613207465
2016-05-15,,6.3799540125709004
2016-06-01,,6.381324011181014
2016-06-15,,6.294328440669742
2016-07-01,,6.291162180916988
2016-07-15,,6.293289131414813
2016-08-01,,6.261580633978465
2016-08-15,,6.286532413014185
2016-09-01,,6.234242066633157
2016-09-15,,6.236944848155689
2016-10-01,,6.2433045935956155
2016-10-15,,6.226839979942042
2016-11-01,,6.266997953362095
2016-11-15,,6.303719798123241
2016-12-01,,6.382681564745592
2016-12-15,,6.2799813352747575
2017-01-01,,6.36171654536242
2017-01-15,,6.328433922018801
2017-02-01,,6.378461541908261
2017-02-15,,6.451861115047146
2017-03-01,,6.363847492527741
2017-03-15,6.002764318330901,6.436018226750321
2017-04-01,5.950063258882491,6.402640360883782
2017-04-15,5.913286848401468,6.3833170161163695
2017-05-01,6.008843422925059,6.401238716504002
2017-05-15,6.083340281377958,6.392607679864729
2017-06-01,6.110012869741412,6.364492385832153
2017-06-15,6.043120302970567,6.445190089887184
2017-07-01,5.915727360489298,6.368698180250854
2017-07-15,5.980944674098517,6.401886615130556
2017-08-01,5.934649562188009,6.359505559938616
2017-08-15,5.953098566656013,6.348017285349268
2017-09-01,5.920779329252172,6.333729537411165
2017-09-15,5.938681223365733,6.401476898379788
2017-10-01,6.051144921572411,6.35803667319391
2017-10-15,5.990472439409617,6.315421780838095
2017-11-01,6.048502540783727,6.315125981471372
2017-11-15,6.060320959369367,6.344935101405027
2017-12-01,6.082332963151574,6.321867974543461
2017-12-15,6.087586893029941,6.330552384438835
2018-01-01,6.087828339367025,6.33491731345092
2018-01-15,5.966518510249041,6.251811614470395
2018-02-01,5.961743790811702,6.253744180498596
2018-02-15,5.947367927319533,6.162705658667675
2018-03-01,5.884663982208585,6.235654109619366
2018-03-15,5.928085837307651,6.0781370986349925
2018-04-01,5.918735722337301,6.156989801028658
2018-04-15,5.9655757297892515,6.103285116076679
2018-05-01,5.945807822725435,6.14997223171691
2018-05-15,5.987410426491579,6.104601771333063
2018-06-01,5.791782436978431,5.998759269717267
2018-06-15,5.643575735241475,6.001569962002519
2018-07-01,5.66841395188991,6.008515448312788
2018-07-15,5.667230462478968,6.013429460769287
2018-08-01,5.669014842810803,6.013221048288945
2018-08-15,5.599089511762149,6.025353893664446
2018-09-01,5.630890281262055,6.015785911428745
2018-09-15,5.637645962553383,5.961076267891132
2018-10-01,5.6382727933029635,6.062622841698749
2018-10-15,5.776417385708099,6.034035061099077
2018-11-01,5.743441589368264,6.025971552662597
2018-11-15,5.773881088446245,6.030120936209408
2018-12-01,5.720749849060107,6.0311555974501845
2018-12-15,5.7491633042758945,6.022429655949189
2019-01-01,5.697430083265733,5.97869050955864
2019-01-15,5.683133371449232,5.961872692839739
2019-02-01,5.677690066450933,5.958045865373105
2019-02-15,5.636156576181714,5.946550497420114
2019-03-01,5.651380229421331,6.114685372918901
2019-03-15,5.639541451558705,6.105520464663054
2019-04-01,5.665345961715921,6.143657365611633
2019-04-15,5.721440569652407,6.237133137248348
2019-05-01,5.697584887052424,6.121408098846977
2019-05-15,5.616632357291462,5.9905164945242255
2019-06-01,5.678284502467673,6.057037342675233
2019-06-15,5.616044816719354,
2019-07-01,,
2019-07-15,,
2019-08-01,,6.286104405803979
2019-08-15,,6.236307092661265
2019-09-01,,6.230981185340506
2019-09-15,,6.309352845747182
2019-10-01,,6.308958139916151
2019-10-15,,6.3802080070540015
2019-11-01,,6.410015193937758
2019-11-15,,6.472700067524004
2019-12-01,,6.432391133708617
2019-12-15,,6.42275481551915
2020-01-01,,6.4118040116330866
2020-01-15,,6.407996653214448
2020-02-01,,6.3995772528199355
2020-02-15,,6.3989622314685
