Date,Busia,Eldoret
2016-01-01,6.484273434130676,6.5975990927843515
2016-01-15,6.5097193815338565,6.529172917320767
2016-02-01,6.487370746174096,6.542853543726102
2016-02-15,6.480575301000738,6.575399588706978
2016-03-01,6.54795668949815,6.566243885146357
2016-03-15,6.549507351979704,6.562791194386278
2016-04-01,6.504827322206012,6.572123666604727
2016-04-15,6.544519930548691,6.64089880903282
2016-05-01,6.333078952381815,6.633790707182643
2016-05-15,6.351968029604088,6.6083439324601665
2016-06-01,6.348159339610958,6.565447817194299
2016-06-15,6.326456781179954,6.573465456687939
2016-07-01,6.30475379309067,6.489935121849543
2016-07-15,6.336876534329248,6.455646589205965
2016-08-01,6.333496132248131,6.394382903282802
2016-08-15,6.44080757466837,6.2974354618860255
2016-09-01,6.459829224395914,6.242893982776978
2016-09-15,6.5521888183429535,6.292614325884049
2016-10-01,6.557256755296448,6.323245129490702
2016-10-15,6.472967513574678,6.351516813718182
2016-11-01,6.362495507720011,6.3927406716863295
2016-11-15,6.358446097206194,6.387398856375553
2016-12-01,6.477459806090242,6.427257504704034
2016-12-15,6.52600340998999,6.48159495742286
2017-01-01,6.527799111664322,6.618715381050426
2017-01-15,6.521873300117559,6.596195810441369
2017-02-01,6.5682621866316495,6.58279703260344
2017-02-15,6.755208606620563,6.634620509036087
2017-03-01,6.8144264820429035,6.642439167868435
2017-03-15,6.836408044213878,6.688841229613597
2017-04-01,6.763172859837966,6.690197077351437
2017-04-15,6.755151279648352,6.735312768732915
2017-05-01,6.757273450876662,6.732615095060158
2017-05-15,6.5686053536510105,6.831905765651529
2017-06-01,6.45524907719179,6.690545688143479
2017-06-15,6.335859699897743,6.693505028047079
2017-07-01,6.39597073814894,6.642163593156939
2017-07-15,6.452166065288748,6.637693422977616
2017-08-01,6.478555173605915,6.632377649562559
2017-08-15,6.474503260213176,6.63866360280412
2017-09-01,6.490188802656174,6.61629104235757
2017-09-15,6.587247809928879,6.649234530454639
2017-10-01,6.499956941318101,6.630725493818413
2017-10-15,6.395096163241861,6.6387771033736165
2017-11-01,6.283574874774027,6.604964871670312
2017-11-15,6.212372552833423,6.627477743147643
2017-12-01,6.209992795585473,6.723849723317328
2017-12-15,6.35076064995387,6.742109040732414
2018-01-01,6.306302535228485,6.733019947164562
2018-01-15,6.359145339474154,6.785883385452971
2018-02-01,6.384164618504159,6.744265597927602
2018-02-15,6.585852906913254,6.730807116111072
2018-03-01,6.583474574587587,6.701018483002359
2018-03-15,6.551717638267006,6.6886338926961315
2018-04-01,6.564760051068772,6.695339231698333
2018-04-15,6.562364558744907,6.589572339532062
2018-05-01,6.631283818798617,6.585901899199114
2018-05-15,6.258538428971502,6.582430915839419
2018-06-01,6.057030870876536,6.540337784534935
2018-06-15,6.0213704836787825,6.473177489950581
2018-07-01,5.955502967877606,6.421041544792106
2018-07-15,5.960273905882792,6.367348986724408
2018-08-01,5.956033494853461,6.309279455127117
2018-08-15,6.056329551764917,6.284368678675764
2018-09-01,6.05218165042742,6.2793163966829475
2018-09-15,6.133655764325432,6.300100662450232
2018-10-01,6.126954902622973,6.3317383350390655
2018-10-15,6.132401458663641,6.315544108809236
2018-11-01,5.996663085586993,6.271993364470966
2018-11-15,5.94231889202038,6.252926015396951
2018-12-01,6.041642782338404,6.282559986496706
2018-12-15,6.064048048055822,6.305925055153349
2019-01-01,6.19304763747439,6.43036633939427
2019-01-15,6.266651194980059,6.407574454727711
2019-02-01,6.4511225008960125,6.433428729692819
2019-02-15,6.477744607422322,6.399875275589595
2019-03-01,6.470879912437218,6.44589514813056
2019-03-15,6.490652074375765,6.460883859100299
2019-04-01,6.551501210703764,6.539691414987289
2019-04-15,6.604173346422462,6.599507788191578
2019-05-01,6.590809707238734,6.694449336342189
2019-05-15,6.5736796800094,6.709907137480967
2019-06-01,6.473166649246316,6.767628949632836
2019-06-15,6.457991137211788,6.76523353529331
2019-07-01,,
2019-07-15,,
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
