Date,Kampala,Tororo
2016-01-01,5.470728347419592,5.380096300829159
2016-01-15,5.458969852156508,5.440210694952086
2016-02-01,5.460547710239721,5.496915354410596
2016-02-15,5.456993749154578,5.4923331155998865
2016-03-01,5.428510313927199,5.745240071819211
2016-03-15,5.430104293642521,5.709080380694847
2016-04-01,5.461639567537767,
2016-04-15,5.566097417567529,
2016-05-01,5.567228546636379,
2016-05-15,5.595170821967687,5.549749753989781
2016-06-01,5.611889148977269,5.558112752196465
2016-06-15,5.612619207362562,5.558939057898939
2016-07-01,5.911840245564505,5.831958815207664
2016-07-15,5.6792556011719855,5.832478206686689
2016-08-01,5.54276441635688,5.423705056340891
2016-08-15,5.534623610463989,5.422411619857062
2016-09-01,5.533937237081611,5.4159222635835285
2016-09-15,5.58418308839212,5.494131465841262
2016-10-01,5.633328596293082,5.519599830964739
2016-10-15,5.653388594799817,5.552361780399109
2016-11-01,5.7656386678618405,5.580410132276577
2016-11-15,5.733866391976621,5.5540732815360245
2016-12-01,5.728602018516291,5.544493151148241
2016-12-15,5.735801902138559,5.554071012816001
2017-01-01,5.731147736751843,5.72891973731553
2017-01-15,5.7298585308937655,5.726895565763109
2017-02-01,5.730052415847992,5.72931576756422
2017-02-15,5.726010375083201,5.722318971851242
2017-03-01,5.720502665874353,5.719024469005042
2017-03-15,5.811989948718504,5.790922231014981
2017-04-01,5.790089578940895,5.863462419105324
2017-04-15,5.958899158256917,5.910368925640306
2017-05-01,6.102029828334253,5.952030943892073
2017-05-15,6.109099196459389,5.9926827055215375
2017-06-01,6.033060576314948,5.939471197107332
2017-06-15,5.798513035977917,5.801237833304102
2017-07-01,5.676134973936596,5.251160858481973
2017-07-15,5.719883455785202,5.429487677461824
2017-08-01,5.623736305825427,5.425681877812573
2017-08-15,5.528757383475383,5.423792202869158
2017-09-01,5.6189089775824845,5.414996788196163
2017-09-15,5.7011708566512205,5.442816399293959
2017-10-01,5.5896642280924995,5.411983050855047
2017-10-15,5.600378535003355,5.398793679133816
2017-11-01,5.4036072545508675,5.283441623247333
2017-11-15,5.508936755458621,5.286242743374279
2017-12-01,5.400951363887112,5.28116832756406
2017-12-15,5.405414085303052,5.287132917631387
2018-01-01,5.341019025467256,5.277331206209998
2018-01-15,5.398856937986302,5.378572266814796
2018-02-01,5.398827469053243,5.402835490450782
2018-02-15,5.501201391272897,5.396443466775215
2018-03-01,5.331933353342541,5.390040984149822
2018-03-15,5.3284461754094945,5.2688916446529035
2018-04-01,5.320655145316519,5.050067506224038
2018-04-15,5.37278049187107,5.123795709372973
2018-05-01,5.307211822598467,5.116156585835759
2018-05-15,5.245255431110037,5.114366047948352
2018-06-01,5.225047245462376,5.093877129023532
2018-06-15,4.918493796224216,4.736172239430261
2018-07-01,4.922703897779067,4.726270496792432
2018-07-15,5.235160533260355,4.767474402154981
2018-08-01,5.110232640733851,4.770614098423273
2018-08-15,5.090235997406944,4.751633834527906
2018-09-01,4.840078720018234,4.743747611079802
2018-09-15,4.734190940015797,4.514828111541494
2018-10-01,4.743484072790689,4.530625792136653
2018-10-15,4.837486656206132,4.74422916271955
2018-11-01,4.929799495233464,4.8450582667783735
2018-11-15,5.097291180167716,4.943140500340458
2018-12-01,5.098210509666667,4.944059829839408
2018-12-15,4.949208222765956,4.7681129076952455
2019-01-01,5.167659538312995,5.019239533194721
2019-01-15,5.267067944995011,5.131306897043219
2019-02-01,5.302970958847781,5.145237330006572
2019-02-15,5.359091567870766,5.300741684808489
2019-03-01,5.344647141107389,5.289896626335981
2019-03-15,5.340780644908796,5.223509773156054
2019-04-01,5.3849382601271465,5.273482819201824
2019-04-15,5.40823271379379,5.271703635316351
2019-05-01,5.864484127981471,5.760461405165304
2019-05-15,5.834407818866163,5.691784644209972
2019-06-01,5.867905353820933,5.866702707855173
2019-06-15,5.700038377160435,5.45602325136114
2019-07-01,5.615845094691474,
2019-07-15,,
2019-08-01,5.422650721538611,
2019-08-15,5.223026601671128,
2019-09-01,5.253389207250436,
2019-09-15,5.285013504540038,
2019-10-01,5.336103414720988,
2019-10-15,5.3565503491268665,
2019-11-01,5.481495533484364,
2019-11-15,5.510474737547807,
2019-12-01,5.528609313850247,
2019-12-15,5.578517035568579,
2020-01-01,5.615425469944242,
2020-01-15,5.432963261125375,
2020-02-01,5.383303193424278,
2020-02-15,5.269516812452338,
