Date,Masindi,Owino
2016-01-01,6.695282992076009,6.798784380987672
2016-01-15,6.720822459543145,6.780863139737147
2016-02-01,6.730876771790358,6.785863734730093
2016-02-15,,6.782920392762594
2016-03-01,6.750687117923312,6.812433444848947
2016-03-15,6.752140206445604,6.81666122532976
2016-04-01,6.746014980333689,6.781698478553577
2016-04-15,6.770894058271242,6.804630896958932
2016-05-01,6.771018518893061,6.865181079880216
2016-05-15,6.759652894450565,6.854761481672814
2016-06-01,6.762637890145943,6.731512427871016
2016-06-15,6.761624268926409,6.693065159941576
2016-07-01,6.747550490779322,6.711959545676619
2016-07-15,6.681068506484302,6.681962294716007
2016-08-01,6.676617289707049,6.676617289707049
2016-08-15,6.675174588352429,6.676958710145931
2016-09-01,6.668386947214642,6.669579553199765
2016-09-15,6.663273905315209,6.73250569688453
2016-10-01,6.65517982382773,6.72413270251338
2016-10-15,6.636454757742766,6.767621992926765
2016-11-01,6.615628319914756,6.747918247451214
2016-11-15,6.581908576923682,6.616691967556228
2016-12-01,6.57462355454389,6.643105439816351
2016-12-15,6.5836271608819565,6.71367257311054
2017-01-01,6.576430002121544,6.709005219374411
2017-01-15,6.576469175913188,6.675305847059376
2017-02-01,6.576508348170308,6.677944559785632
2017-02-15,6.57193873301775,6.688526311269359
2017-03-01,6.7597819649749775,6.789634928124658
2017-03-15,6.780810600762836,6.836408044213878
2017-04-01,6.794305764650775,6.820345673666395
2017-04-15,6.882671939423787,6.830895669900067
2017-05-01,6.875027678466785,6.848876293235224
2017-05-15,6.882480322191302,6.854794478039374
2017-06-01,6.892433478336285,6.798353170916925
2017-06-15,6.895987797507099,6.7891845540846925
2017-07-01,6.869776385633712,6.816866714907912
2017-07-15,6.843314536597355,6.844035257349273
2017-08-01,6.813956437599327,6.841756325876922
2017-08-15,6.809592370749438,6.836897821439705
2017-09-01,6.80253046041779,6.829654908914267
2017-09-15,6.7968025171811925,6.853850366589606
2017-10-01,6.74085635860623,6.849756700969181
2017-10-15,6.7292307088611825,6.757807827177755
2017-11-01,6.733214621992752,6.76015492002685
2017-11-15,6.734878691666695,6.791068923412794
2017-12-01,6.729146632633346,6.786246224673918
2017-12-15,6.539895886126755,6.79121031440766
2018-01-01,6.532359181336218,6.779138454451733
2018-01-15,6.6040338363770426,6.7576686534123604
2018-02-01,6.603402501641885,6.757639184479301
2018-02-15,6.60222186894349,6.754222657587084
2018-03-01,6.688957332162318,6.747703532595385
2018-03-15,6.743758663329377,6.743758663329377
2018-04-01,6.816074479349679,6.86693289658317
2018-04-15,6.838489419940326,6.864996435711017
2018-05-01,6.83232249954551,6.8575456956748635
2018-05-15,6.830324752527179,6.880288890733101
2018-06-01,6.811044716095681,6.836374624684397
2018-06-15,6.765332120597391,6.749535613786933
2018-07-01,6.7059345306596025,6.7365115042288854
2018-07-15,6.490240999896084,6.713384551210295
2018-08-01,6.492592570548907,6.716524247478587
2018-08-15,6.476530358526835,6.703920200722496
2018-09-01,6.498630683264274,6.716058448687252
2018-09-15,6.525950409243852,6.709428704165631
2018-10-01,6.532734130413318,6.768858393200249
2018-10-15,6.534734713288011,6.797002457317225
2018-11-01,6.695172209288324,6.800158323315804
2018-11-15,6.705670331253574,6.787015970707526
2018-12-01,6.485166027835435,6.789886520337739
2018-12-15,6.49140457764584,6.795680491078833
2019-01-01,6.650159334444721,6.788850769199765
2019-01-15,6.57160134506392,6.790506319036384
2019-02-01,6.658761865674257,6.56367290033826
2019-02-15,6.716115546690544,6.594939580727151
2019-03-01,6.7055186025503914,6.6302377046216385
2019-03-15,6.728099071658377,6.641552832590525
2019-04-01,6.770255581599211,6.692003384699462
2019-04-15,6.766519449926777,6.765539538040429
2019-05-01,6.776911986872595,6.762291843417632
2019-05-15,6.784649790622513,6.76328975523027
2019-06-01,6.789948738184538,6.763797126782395
2019-06-15,6.782374576513997,6.7349348514424365
2019-07-01,6.755344281790383,
2019-07-15,,
2019-08-01,6.698987818413443,
2019-08-15,6.69514251502043,
2019-09-01,6.698618671297639,
2019-09-15,6.697666798152629,
2019-10-01,6.6941109837239425,
2019-10-15,6.69040205049575,
2019-11-01,6.686167394112799,
2019-11-15,6.686257294259389,
2019-12-01,6.6853024405543255,
2019-12-15,6.690208244650055,
2020-01-01,6.685214353074378,
2020-01-15,6.686768439199186,
2020-02-01,6.685716070563467,
2020-02-15,6.68645276785693,
