Date,Kampala,Nairobi
2016-01-01,5.3845506511785395,5.727903134516193
2016-01-15,5.1937148154921715,5.702948076089333
2016-02-01,5.307425308138028,5.705047593937068
2016-02-15,5.356531574440825,5.691551291576417
2016-03-01,5.425347422518691,5.681257740805567
2016-03-15,5.413154735328748,5.677805050045487
2016-04-01,5.448326518888029,5.676002241356694
2016-04-15,5.509585207304187,5.694302727663336
2016-05-01,5.477387842636589,5.691557362555356
2016-05-15,5.514758004367279,5.689500550827232
2016-06-01,5.606639793091126,5.684271226021658
2016-06-15,5.606502980345127,5.7094492130658265
2016-07-01,5.518558680276081,5.7062888645816825
2016-07-15,5.4923782278421704,5.702791461199394
2016-08-01,5.457606608016572,5.702404629927838
2016-08-15,5.4244927860608865,5.636358540284409
2016-09-01,5.470758335460079,5.636305997421883
2016-09-15,5.627181973628433,5.634025999511198
2016-10-01,5.554465747867358,5.631754950138386
2016-10-15,5.605005513884532,5.691548031855556
2016-11-01,5.694206580903874,5.684113305838485
2016-11-15,5.758867694182038,5.678747489279642
2016-12-01,5.823641598941343,5.673393650962927
2016-12-15,5.769210964269688,5.666840644768128
2017-01-01,5.587818608667763,5.6555892258743565
2017-01-15,5.7164555007664255,5.637504712496552
2017-02-01,5.687172586241856,5.756644175719524
2017-02-15,5.682328731918932,5.918685313466101
2017-03-01,5.8162156113416374,5.965644198304391
2017-03-15,5.970263159670798,5.952268704618338
2017-04-01,5.950101940264485,5.9389513681883095
2017-04-15,5.959476692203088,5.935226184175415
2017-05-01,5.967570824954286,6.037439516238821
2017-05-15,6.011498977321014,6.043448405287259
2017-06-01,6.04907800364661,6.0484778753471
2017-06-15,6.40700251050163,6.147326547331649
2017-07-01,5.343673231661951,6.09409885631993
2017-07-15,5.372561740665815,6.0093684917455406
2017-08-01,5.366831366827636,6.045955241352255
2017-08-15,5.423792202869158,5.951169348546963
2017-09-01,5.621333221193991,5.957432935276257
2017-09-15,5.489861762984013,5.838868489147492
2017-10-01,5.340009551229958,5.789942314452403
2017-10-15,5.281513535114885,5.78841996717783
2017-11-01,5.20226833320351,5.839259753458919
2017-11-15,5.218853721469302,5.837862975246761
2017-12-01,5.1489231087502825,5.833923919941989
2017-12-15,5.222295398136079,5.874681468392518
2018-01-01,5.209309680112678,5.818264920736835
2018-01-15,5.112512658376181,5.830468460863813
2018-02-01,5.117816535418485,5.722114475353969
2018-02-15,5.272618116662868,5.735793228107389
2018-03-01,5.15217261741026,5.618234964950236
2018-03-15,5.059852699520237,5.6110414513169395
2018-04-01,5.1672225983747015,
2018-04-15,5.123795709372973,
2018-05-01,5.039616508713424,5.5891451194912865
2018-05-15,5.111724038485514,5.60878098707073
2018-06-01,5.112569262035685,5.576448073861501
2018-06-15,5.115661861135165,5.593345855903224
2018-07-01,5.108205107490402,5.569670359017267
2018-07-15,4.615789814822916,5.4888778881188385
2018-08-01,4.549307094916364,5.459460796833347
2018-08-15,4.653708297357598,5.436557075662312
2018-09-01,4.594578261602748,5.438673283148107
2018-09-15,4.56091921874176,5.284324379361271
2018-10-01,4.615308879366691,5.214531237636422
2018-10-15,4.802639924875964,5.210916764411365
2018-11-01,4.9483758808064,5.207282627478537
2018-11-15,5.037327715400159,5.303447292269301
2018-12-01,5.05496052587285,5.191622332581704
2018-12-15,5.014513321173723,5.3583460022397995
2019-01-01,5.096200574330849,5.371993093906342
2019-01-15,5.15898161919944,5.416344927098195
2019-02-01,5.10420593332871,5.4267273868554975
2019-02-15,5.326166783174299,5.37882122126736
2019-03-01,5.311310720839797,5.301672348210398
2019-03-15,5.1011077916433765,5.400289637619711
2019-04-01,5.369189903159008,5.407137892891147
2019-04-15,5.615633954984768,5.570751928922461
2019-05-01,5.607646730880788,5.57607355855524
2019-05-15,5.523688078347364,5.5830140756979105
2019-06-01,5.54764711093454,5.7321955625862575
2019-06-15,5.629212324591822,5.730706355830271
2019-07-01,5.584291539316778,5.8170807193050305
2019-07-15,5.476083391530559,5.845985095446202
2019-08-01,5.35472937439742,5.752997736003181
2019-08-15,5.320824344947255,5.746629404694002
2019-09-01,5.2944760673529565,5.813529536407596
2019-09-15,5.39421279650503,5.813816010033001
2019-10-01,5.459953203059609,5.74005315666646
2019-10-15,5.52756483500613,5.759364169368541
2019-11-01,5.529286197320713,5.7214621011750655
2019-11-15,5.576072020033621,5.722984032857879
2019-12-01,5.656309786163976,5.713122016246839
2019-12-15,5.667632569042072,5.626878299010426
2020-01-01,5.698624413799216,5.645938088041276
2020-01-15,5.357169421755842,5.631963517254477
2020-02-01,5.383303193424278,5.642436958473532
2020-02-15,5.327866695514615,5.6137081930822825
