Date,Kigali,Ruhengeri
2016-01-01,6.070382203918308,
2016-01-15,6.036357173261998,5.686382421893085
2016-02-01,6.056300376498575,5.482212555954618
2016-02-15,6.0050341779078815,5.343785744428647
2016-03-01,5.9455523460825646,5.317259692350922
2016-03-15,5.8929182136723295,5.462798568075496
2016-04-01,5.854389601226159,5.5898220860739505
2016-04-15,5.8814509173696505,5.64041055206493
2016-05-01,5.890037364836552,5.723646630114792
2016-05-15,5.853221623253579,5.633496878688155
2016-06-01,5.890362199234257,5.647826310704707
2016-06-15,5.92439075100964,5.442972920479464
2016-07-01,5.902680216907551,5.637366665183314
2016-07-15,5.951651236247045,5.828100996868503
2016-08-01,5.954290596024135,5.818129277922894
2016-08-15,5.9042431617549855,5.873783954270277
2016-09-01,5.913236441169735,5.746517346180854
2016-09-15,5.921032241515324,5.757736228865874
2016-10-01,6.008580251512054,5.820826850835738
2016-10-15,5.9850506073695025,5.882635601941433
2016-11-01,5.928936826906347,5.877459274311107
2016-11-15,5.975777264120205,5.87745251160922
2016-12-01,5.963533037142585,5.932549491622618
2016-12-15,6.015791735174351,5.935301379881539
2017-01-01,5.979062459416928,5.783709938631334
2017-01-15,5.926263505101222,5.771307253815568
2017-02-01,6.022949139096596,5.758748808539532
2017-02-15,6.034641208351415,5.749359274202527
2017-03-01,6.035377742432729,5.748888479187723
2017-03-15,6.02979299071882,5.745864548335489
2017-04-01,6.027803291878598,5.742168303048542
2017-04-15,6.068591596446832,5.896988466668348
2017-05-01,6.061243699318592,5.902075447499354
2017-05-15,6.043174239652624,5.90847120073121
2017-06-01,6.058110932608352,5.909609747127564
2017-06-15,6.053366294244605,5.907674470471145
2017-07-01,5.998734630366377,5.352890014635128
2017-07-15,5.981490674658081,5.576571269155546
2017-08-01,6.034597241576024,5.572610923236017
2017-08-15,6.034166389744794,5.657981515716713
2017-09-01,6.02454403925959,5.8024266553006925
2017-09-15,5.992748444636009,5.79558037972506
2017-10-01,6.008842541881721,5.8770732642505985
2017-10-15,6.001054548740154,5.8797785777764275
2017-11-01,6.008996363851821,5.888558694303065
2017-11-15,6.023010932408279,5.902518315739796
2017-12-01,6.040777869158783,5.571507339385583
2017-12-15,6.039446517702006,5.570072281113154
2018-01-01,6.087828339367025,5.5703137274502375
2018-01-15,6.063056437291688,5.446643050963132
2018-02-01,6.056438143849156,5.39362695989835
2018-02-15,6.026183318279003,5.226505346913041
2018-03-01,5.5909322845309815,5.21888317334266
2018-03-15,5.56188544772143,5.209444807921487
2018-04-01,5.527471364087863,5.169102939642798
2018-04-15,5.481561363473918,5.302409381441243
2018-05-01,5.533698171898602,5.386743758941939
2018-05-15,5.542255412020562,5.393635719744837
2018-06-01,5.299068563155487,5.5153510240897505
2018-06-15,5.4004775693977205,5.404346046175641
2018-07-01,5.410059494532649,5.212594957636131
2018-07-15,5.401591898315803,5.141937138118678
2018-08-01,5.294859172355196,5.1392737720522765
2018-08-15,5.297555326502216,5.347775083481243
2018-09-01,5.293802470598628,5.293802470598628
2018-09-15,5.011338800119288,5.299020872571068
2018-10-01,5.016584576725163,5.083275951223835
2018-10-15,5.019270622315193,5.085961996813865
2018-11-01,5.358025545490209,5.251980332784065
2018-11-15,5.378568351802099,5.281033476975662
2018-12-01,5.4321067001287755,5.313842779635041
2018-12-15,5.447376625642572,5.322465976061956
2019-01-01,5.404819464612802,5.255925038674372
2019-01-15,5.5279841892923836,5.202292790873619
2019-02-01,5.528546908354297,5.261626827350946
2019-02-15,5.39301627935272,5.295327034191545
2019-03-01,5.392037115288017,5.422927602307355
2019-03-15,5.491974740817798,5.359956589339543
2019-04-01,5.4842071371710155,5.444418887112604
2019-04-15,5.545228445913004,5.478250628743873
2019-05-01,5.484686965020713,5.465165493275693
2019-05-15,5.465558602968684,5.465558602968684
2019-06-01,5.4659518672576795,5.504621008416834
2019-06-15,5.462922414617662,5.548958411605434
2019-07-01,5.577731186615705,
2019-07-15,,5.632138716262267
2019-08-01,5.7740598272866634,5.620340833198896
2019-08-15,5.704422129605038,5.593844477669925
2019-09-01,5.600975532047153,5.495615016389327
2019-09-15,5.655936394577584,5.591207921877089
2019-10-01,5.652093666591089,5.550513873773169
2019-10-15,5.628961640182937,5.568693588168818
2019-11-01,5.675344356218087,5.614719734401652
2019-11-15,5.9109087142332,5.829185556865135
2019-12-01,5.951268432827086,5.773842846645338
2019-12-15,5.940914398557166,5.747925345648429
2020-01-01,5.872141104413873,5.72131821467929
2020-01-15,5.815964772281768,5.710345222818582
2020-02-01,5.583922367286838,5.533089301487605
2020-02-15,5.514490722865772,5.450571205152485
