Date,Kisumu,Eldoret
2016-01-01,6.962333576466893,7.2857998494089715
2016-01-15,6.9644286955730585,7.283754175849106
2016-02-01,6.925020739609445,7.268272663216036
2016-02-15,6.916714914225894,7.234668422408563
2016-03-01,6.903102669897625,7.190784742349406
2016-03-15,6.944983520439066,7.3201385438559
2016-04-01,6.944078734159975,7.316380423942373
2016-04-15,6.959804721936134,7.34732803813147
2016-05-01,6.962469649556401,7.308340030983496
2016-05-15,6.955863003621561,7.266137990754371
2016-06-01,6.802132625838909,7.190476283175049
2016-06-15,6.797132431201746,7.220061456829194
2016-07-01,6.792663010662613,7.236925534430312
2016-07-15,6.738179698461554,7.178430922655134
2016-08-01,6.790578410452024,7.1787560885656685
2016-08-15,6.734416965742569,7.17061455885785
2016-09-01,6.78819965270293,7.176751038369032
2016-09-15,6.732362083233483,7.174175103668285
2016-10-01,6.6109272019424825,7.142981126328327
2016-10-15,6.606750370556886,7.092497495215696
2016-11-01,6.661817556307076,7.123941040198397
2016-11-15,6.713376658101881,7.167429200577943
2016-12-01,6.707919411616958,7.149434299939093
2016-12-15,6.700426658395675,7.188697054769562
2017-01-01,6.690153584577086,7.226764956153801
2017-01-15,6.7756642982529165,7.194643125527804
2017-02-01,6.768181378927941,7.133786765819096
2017-02-15,6.8574173798129365,7.119817206790433
2017-03-01,6.945844058659234,7.135657592303315
2017-03-15,6.846520602884505,7.122766057873517
2017-04-01,6.833333419119588,7.129516404338379
2017-04-15,6.827298231769488,7.107086137384232
2017-05-01,6.828201556120558,7.10337477888063
2017-05-15,6.831905765651529,7.142399046183262
2017-06-01,6.833093794382744,7.133447387611423
2017-06-15,6.840011086199327,7.143588825164313
2017-07-01,6.842086952579462,7.166051730228647
2017-07-15,6.743678034426032,7.122415109531602
2017-08-01,6.737567502194116,7.073966588601332
2017-08-15,6.749620673390103,7.127827729788931
2017-09-01,6.8468489001110076,7.128627152671136
2017-09-15,6.848159397488767,7.133004424352959
2017-10-01,6.853176764038861,7.134606645231592
2017-10-15,6.849704299002957,7.104619739457457
2017-11-01,6.851787878926591,7.127817524031642
2017-11-15,6.938172336872028,7.1366826210159005
2017-12-01,6.933386187411803,7.164484422289458
2017-12-15,6.9242602542843255,7.163625857851087
2018-01-01,6.830563101473199,7.125421961298002
2018-01-15,6.826550927891677,7.097292353375164
2018-02-01,6.839075902690276,7.134793783196345
2018-02-15,6.909096409377089,7.098686659062667
2018-03-01,6.907241508137412,7.083402306156786
2018-03-15,6.903043764041586,7.037305883772062
2018-04-01,6.8972163678432175,7.052320563833304
2018-04-15,6.8990490718112625,7.070113474080583
2018-05-01,6.895078169691565,7.049110485312021
2018-05-15,6.809435037407744,7.046443940947998
2018-06-01,6.81028303247135,7.039414082395344
2018-06-15,6.7213571194261155,7.076632483010425
2018-07-01,6.724852999173771,7.080427337668469
2018-07-15,6.818620079733808,6.987595394574869
2018-08-01,6.819802918443612,6.887283616649819
2018-08-15,6.812001420758136,6.939034472097251
2018-09-01,6.806494489973673,6.9347825102752045
2018-09-15,6.662215329684782,6.954239228574494
2018-10-01,6.717607132075606,6.9570499907613135
2018-10-15,6.718006211657632,7.018760365676765
2018-11-01,6.800221540532602,7.0449420854537905
2018-11-15,6.793248600397694,7.069501977025853
2018-12-01,6.792769087431823,7.09537167081274
2018-12-15,6.792414877194827,7.196801651993541
2019-01-01,6.794825477266455,7.194447111880922
2019-01-15,6.794423815264695,7.219553753093459
2019-02-01,6.709252955693816,7.213096007448676
2019-02-15,6.7010744499692105,7.189065505169518
2019-03-01,6.787359453208324,7.185099005964277
2019-03-15,6.687521299668765,7.190242421622816
2019-04-01,6.775413748508359,7.175409380811988
2019-04-15,6.768512121403341,7.166807646515863
2019-05-01,6.7725331795303925,7.17829990127378
2019-05-15,6.767813135058409,7.190075278754165
2019-06-01,6.764907859518475,7.20284045084742
2019-06-15,6.755210672344658,7.212426845505268
2019-07-01,6.746615574853573,
2019-07-15,6.737945960721086,
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
