Date,Mulindi,Ruhengeri
2016-01-01,,
2016-01-15,6.623816987368594,6.50562523792878
2016-02-01,6.375380870407919,6.503047143580043
2016-02-15,6.395582661925492,6.483406056824133
2016-03-01,6.312790768530866,6.4580201100520975
2016-03-15,6.3395770931327124,6.457456440841647
2016-04-01,6.393959069372675,6.456892453729019
2016-04-15,6.496672736564449,6.462072303071183
2016-05-01,6.515943858668682,6.48201783347946
2016-05-15,6.532575481681189,6.4709955425833625
2016-06-01,6.412807511148947,6.488166369510057
2016-06-15,6.358038412257518,6.463807508104889
2016-07-01,6.376198788260731,6.458447379181679
2016-07-15,6.335908371670117,6.447350931226407
2016-08-01,6.339569310161545,6.438136821836177
2016-08-15,6.324596882356901,6.423036955170153
2016-09-01,6.351332843248307,6.3690115594171015
2016-09-15,6.327297349666155,6.356456231886373
2016-10-01,6.379134594111146,6.331652474601729
2016-10-15,6.4331060570546645,6.559723141484033
2016-11-01,6.4506712277613385,6.555754696735026
2016-11-15,6.4351335526567155,6.553229528387629
2016-12-01,6.428935702688823,6.551947251484816
2016-12-15,6.440055055987136,6.553847944347396
2017-01-01,6.3477740464441625,6.517081920501789
2017-01-15,6.332505312277558,6.52435274132019
2017-02-01,6.329323344560529,6.5315710786715595
2017-02-15,6.308583596092629,6.522127577269562
2017-03-01,6.319344481676011,6.522183161762407
2017-03-15,6.319012342489488,6.5201018861253015
2017-04-01,6.312535320505549,6.515515485816363
2017-04-15,6.313735546221616,6.518057033817434
2017-05-01,6.318435605012585,6.521250074688369
2017-05-15,6.313545454818374,6.526788713120543
2017-06-01,6.308974275457308,6.528241392978615
2017-06-15,6.160559990984092,6.527121795876571
2017-07-01,6.1998944908336355,6.270001764617799
2017-07-15,6.264796372510063,6.269718449715492
2017-08-01,6.30036920439206,6.2661675203830525
2017-08-15,6.285594654897586,6.4379223878830025
2017-09-01,6.2879344710823935,6.430693375926778
2017-09-15,6.290901816955086,6.423847100351146
2017-10-01,6.177003958778578,6.4156784521236645
2017-10-15,6.181180714970672,6.418378881990462
2017-11-01,6.191671339981492,6.428153102377929
2017-11-15,6.189008492937245,6.442110231792247
2017-12-01,6.202458312075622,6.447115653821153
2017-12-15,6.190143481355032,6.446658961568394
2018-01-01,6.119327006426396,6.44550278363884
2018-01-15,6.200414853339512,6.66639972299033
2018-02-01,6.197894926289263,6.665556242267333
2018-02-15,6.209381683546492,6.653528021350251
2018-03-01,6.261165205568051,6.647125655227941
2018-03-15,6.251726840146876,6.567165796597321
2018-04-01,6.276554176978112,6.556607222265402
2018-04-15,6.262454512990708,6.552153935329803
2018-05-01,6.266066065611828,6.545299083577082
2018-05-15,6.292006221385421,6.577327017651522
2018-06-01,6.278293966585238,6.581307349783808
2018-06-15,6.267512912623245,6.588628186049293
2018-07-01,6.269667727862918,6.443662159889547
2018-07-15,6.30853676777172,6.30853676777172
2018-08-01,6.2740742200123805,6.215869930156011
2018-08-15,6.293822735477729,6.216417855764743
2018-09-01,6.2703120624658375,6.221521898296405
2018-09-15,6.2558576988395735,6.223895348136615
2018-10-01,6.242723676508359,6.558875204169727
2018-10-15,6.2352401429287605,6.558483377216077
2018-11-01,6.262335138382298,6.3133790251117405
2018-11-15,6.2640874250095,6.31920672423058
2018-12-01,6.279953860172746,6.32505006800594
2018-12-15,6.27830750856557,6.357588311440344
2019-01-01,6.2675259503528515,6.354537327342481
2019-01-15,6.2254924757613415,6.402870006198416
2019-02-01,6.25267763443421,6.228662758230336
2019-02-15,6.256031555635333,6.305736287337746
2019-03-01,6.234280205013596,6.293313736597789
2019-03-15,6.223254791073187,6.311894659943936
2019-04-01,6.235890820183534,6.359232513843745
2019-04-15,6.230872464969794,6.354311257207092
2019-05-01,6.237527909389142,6.34346772741762
2019-05-15,6.239575279178159,6.365224448873203
2019-06-01,6.26284535812091,6.372879909203983
2019-06-15,6.268241393666204,6.338091346842648
2019-07-01,6.251275849633234,6.26279948004413
2019-07-15,,6.181373788143128
2019-08-01,,6.1915422473988455
2019-08-15,6.198580700885817,6.181631142572043
2019-09-01,6.1887621969492725,6.1700700639371195
2019-09-15,6.1820294904743625,6.16846996068873
2019-10-01,6.192036688927806,6.168585027892757
2019-10-15,6.183059890875649,6.149723470608057
2019-11-01,,6.114116662344021
2019-11-15,,6.208614611052379
2019-12-01,,6.1950563117216415
2019-12-15,,6.171024132620832
2020-01-01,,6.146400156533514
2020-01-15,,6.138014488237756
2020-02-01,,6.21544223691667
2020-02-15,,6.216882961569769
