Date,Owino,Tororo
2016-01-01,6.549089386259068,6.296387032703314
2016-01-15,6.577317384946351,6.320586014466735
2016-02-01,6.518566601942577,6.344213214797799
2016-02-15,6.535536160018683,6.363161473397284
2016-03-01,6.677355844837763,6.481904996602015
2016-03-15,6.605846195190644,6.429551051454128
2016-04-01,6.540388189406946,
2016-04-15,6.552406136343881,
2016-05-01,6.591873480460989,
2016-05-15,6.615933575438553,6.1874863909384645
2016-06-01,6.449038453929686,6.2517202319590135
2016-06-15,6.477066337580395,6.357125011186533
2016-07-01,6.437522699974859,6.342784438973655
2016-07-15,6.44215294216079,6.3932870748988515
2016-08-01,6.436160547191164,6.388736192476026
2016-08-15,6.5423232365565624,6.47410698873742
2016-09-01,6.556107830249778,6.512793301594033
2016-09-15,6.589533478879123,6.547504969030527
2016-10-01,6.5743119407576085,6.541587156469973
2016-10-15,6.398114045424532,6.441994004612874
2016-11-01,6.381882860752917,6.374409866289913
2016-11-15,6.43848880487973,6.294226504471901
2016-12-01,6.500073397992073,6.289492503883714
2016-12-15,6.509105407369265,6.394385161243428
2017-01-01,6.6114883655834955,6.540097754301309
2017-01-15,6.61245173027075,6.577578956256621
2017-02-01,6.607299149439882,6.6115778845739985
2017-02-15,6.749134376931457,6.638905517956219
2017-03-01,6.788620214694112,6.641214923006386
2017-03-15,6.867545437902375,6.825240168977693
2017-04-01,6.861353697393771,6.834685450311611
2017-04-15,6.856648166002482,6.843377829081585
2017-05-01,6.848876293235224,6.848876293235224
2017-05-15,6.515723917055652,6.55213886379743
2017-06-01,6.443179353104459,6.319800331943955
2017-06-15,6.369176518407709,6.32383068556651
2017-07-01,6.451225325979993,6.367735363778243
2017-07-15,6.491195409194483,6.368444483235205
2017-08-01,6.4869349505875125,6.363348068111329
2017-08-15,6.484474118132993,6.402890709992056
2017-09-01,6.516910499473327,6.39953937633255
2017-09-15,6.618651356660965,6.51408323407154
2017-10-01,6.615360439861219,6.510595339523157
2017-10-15,6.39917401875369,6.421128797400659
2017-11-01,6.382430488835728,6.29596660706919
2017-11-15,6.299680577704196,6.203880881695268
2017-12-01,6.35930208488863,6.222371379818112
2017-12-15,6.424592157534765,6.296693428683594
2018-01-01,6.413767803545446,6.286661969353938
2018-01-15,6.459265399242641,6.293222309231491
2018-02-01,6.460625784598636,6.338144228160699
2018-02-15,6.566099178177021,6.493716170514268
2018-03-01,6.602245940175688,6.524300611548169
2018-03-15,6.620500447784904,6.520355067806187
2018-04-01,6.734581445098495,6.644707197559188
2018-04-15,6.745720776779637,6.542805529109412
2018-05-01,6.722959450631854,
2018-05-15,6.386170099468836,6.30130810535935
2018-06-01,6.1455842682179815,6.00530430091895
2018-06-15,6.172172096591272,6.022433748000113
2018-07-01,6.157100877128949,6.06290222022528
2018-07-15,6.153768763274872,5.986883014610757
2018-08-01,6.156908459543163,6.050321702162092
2018-08-15,6.140722794578813,6.0338106882295675
2018-09-01,6.223818801333028,6.0801275808179795
2018-09-15,6.216999989388145,6.1204853011356875
2018-10-01,6.309119362566396,6.126011951115102
2018-10-15,6.223781017326023,6.024536245390805
2018-11-01,6.137826569887441,5.911409693228261
2018-11-15,6.1471133046663935,5.921652255211821
2018-12-01,6.148032634165344,5.924889082851135
2018-12-15,6.154407268815136,6.0478205114340655
2019-01-01,6.2906039276406345,6.146022698829527
2019-01-15,6.373813365371398,6.246782991763333
2019-02-01,6.418604935085321,6.253849702009266
2019-02-15,6.455001152190991,6.359961571765939
2019-03-01,6.445987944428703,6.372508573657649
2019-03-15,6.546800532856458,6.36423354717429
2019-04-01,6.602490322579463,6.530603093066148
2019-04-15,6.626953374754281,6.49623950287164
2019-05-01,6.680488463777335,
2019-05-15,6.671897308154846,
2019-06-01,6.492660443927318,6.385439196322042
2019-06-15,6.558265308079828,6.468615407132018
2019-07-01,,
2019-07-15,,
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
