Date,Gitega,Kigali
2016-01-01,6.459891386909068,6.60766588664732
2016-01-15,6.459617636121516,6.610654572924529
2016-02-01,6.501887548902307,6.527022138629751
2016-02-15,6.443872670487751,6.442398033096756
2016-03-01,6.520347161353491,6.452704987440505
2016-03-15,6.5333855943495855,6.4211218419049745
2016-04-01,6.523269680833486,6.3818572677861045
2016-04-15,6.539287761085563,6.41215791168947
2016-05-01,6.53770778093075,6.417968668847862
2016-05-15,6.3803578082557735,6.395864436139286
2016-06-01,6.0709872481644265,6.4089058284778835
2016-06-15,5.966428056179064,6.4016191643122715
2016-07-01,5.993141465230137,6.378190424051511
2016-07-15,6.023357310282948,6.356308915970608
2016-08-01,6.289776334388422,6.342013303231424
2016-08-15,6.302063355045061,6.3408838873316
2016-09-01,6.286334858522034,6.330911713184831
2016-09-15,6.341848220948411,6.3556792310702805
2016-10-01,6.440990212214313,6.439363167604508
2016-10-15,6.428844231194422,6.480043589115258
2016-11-01,6.413760208119562,6.474282247601098
2016-11-15,6.565924788878522,6.47109870135023
2016-12-01,6.626395225756319,6.524600555311195
2016-12-15,6.680483654040794,6.5255426678105755
2017-01-01,6.672071954821702,6.475499345730819
2017-01-15,6.564426895605274,6.4639965817871365
2017-02-01,6.600496445658807,6.451213162169567
2017-02-15,6.593529768367878,6.443533324611391
2017-03-01,6.517898615383441,6.442376201211883
2017-03-15,6.509152962817491,6.436966041172141
2017-04-01,6.587362343091382,6.440075778214787
2017-04-15,6.5523933461603034,6.463288771472494
2017-05-01,6.361534665085089,6.442049560979761
2017-05-15,6.2371482855202585,6.462544947443345
2017-06-01,5.7518503784391,6.403458646909942
2017-06-15,6.020229898809272,6.41471937139723
2017-07-01,6.181476219488276,6.475176050086961
2017-07-15,6.1302518980046505,6.446638099291727
2017-08-01,6.097567946974433,6.459817760557138
2017-08-15,6.05700108263572,6.438948204351826
2017-09-01,6.098678935803556,6.430693375926778
2017-09-15,6.235269809955775,6.422478174743804
2017-10-01,6.230014936380357,6.414993285944068
2017-10-15,6.313978779144703,6.445740370001599
2017-11-01,6.313681937899138,6.451586290392824
2017-11-15,6.320648193379105,6.469509205980361
2017-12-01,6.141727443695866,6.474646642455611
2017-12-15,6.196294511578947,6.478276715555951
2018-01-01,6.153468737943311,6.478518161893035
2018-01-15,6.156977511799556,6.478694573112903
2018-02-01,5.873398132485764,6.457100498300085
2018-02-15,6.055986842616671,6.395930343785088
2018-03-01,6.058198742476585,6.335332305585795
2018-03-15,6.058011838653323,6.306490925556851
2018-04-01,6.052017710312596,6.18968824395645
2018-04-15,6.048502769884473,6.2245899073714615
2018-05-01,6.14997223171691,6.211731714648499
2018-05-15,6.154791515856918,6.241209328100147
2018-06-01,6.103914425481159,6.117567405851823
2018-06-15,6.059528238765761,6.188758733831661
2018-07-01,6.0644182258939345,6.066910390681981
2018-07-15,6.069332238350434,6.053190075962875
2018-08-01,5.954787007852328,5.988006352915141
2018-08-15,6.027409392846542,5.990702507062162
2018-09-01,6.092436321204141,6.048587957805855
2018-09-15,6.144883157301278,6.111864964969682
2018-10-01,6.098483257859764,6.117110741575557
2018-10-15,6.19468502525166,6.117882910983303
2018-11-01,6.192225701277987,6.114812486133453
2018-11-15,6.287855932293237,6.117133012052837
2018-12-01,6.288655612463802,6.10092178002919
2018-12-15,6.369819675847595,6.153694269392262
2019-01-01,6.363056253642558,6.190398089631717
2019-01-15,6.3680733655268575,6.058201002373025
2019-02-01,6.1896170558340335,6.124458980700333
2019-02-15,6.182407502007309,6.17333983979022
2019-03-01,6.002792329552534,6.17692304328469
2019-03-15,5.993403166542349,6.1851219213777435
2019-04-01,6.239378814185892,6.272019544272039
2019-04-15,6.323733245468043,6.1696200310578195
2019-05-01,6.322999759588364,6.196981814994793
2019-05-15,6.153141801342456,6.199957793106037
2019-06-01,5.653141353007913,6.157305325363597
2019-06-15,5.803648600068721,6.156069595177607
2019-07-01,5.866528944979853,6.198301556359853
2019-07-15,,6.238822015055675
2019-08-01,,6.246327730506429
2019-08-15,6.034440939794341,6.24697062490582
2019-09-01,6.083157029159058,6.205457075521442
2019-09-15,6.0785464216874034,6.233701501018683
2019-10-01,6.075864257748773,6.214141559495124
2019-10-15,6.118338319909624,6.2057513020777195
2019-11-01,6.057141238932744,6.161263440769722
2019-11-15,6.101710326020077,6.283678256888192
2019-12-01,6.189428464197081,6.402695676499886
2019-12-15,6.184598471815756,6.515501844392555
2020-01-01,6.078256920030737,6.492717592138983
2020-01-15,6.071789985576339,6.50794577195153
2020-02-01,6.161012678510912,6.370257147920791
2020-02-15,6.158041924924759,6.327826025278375
