Date,Nairobi,Kisumu
2016-01-01,6.453865457880394,6.512857864329261
2016-01-15,6.453298472352992,6.512443571830001
2016-02-01,6.460715131478347,6.47761694228095
2016-02-15,6.447810895446418,6.506454783744106
2016-03-01,6.429808608959609,6.496550014102062
2016-03-15,6.432925990142166,6.493097323341981
2016-04-01,6.21768879223459,6.559350383693245
2016-04-15,6.1302804606328944,6.508077896011896
2016-05-01,6.068851593696824,6.510998268439593
2016-05-15,6.061394558328427,6.503620562411661
2016-06-01,6.053960160964539,6.496974806774373
2016-06-15,6.049685430661399,6.492385998860153
2016-07-01,6.047629444520308,6.489935121849543
2016-07-15,6.045032517901609,6.485283742095189
2016-08-01,6.042985016444914,6.485608908005724
2016-08-15,6.040715615038211,6.483181679561344
2016-09-01,6.041218161086874,6.483248428624609
2016-09-15,6.038109319365788,6.480495016088001
2016-10-01,6.035010112595748,6.440475220703911
2016-10-15,6.03145536521155,6.319690382106504
2016-11-01,6.025698368980438,6.3144884747865815
2016-11-15,6.019674076250235,6.461863907626087
2016-12-01,6.013659264887592,6.456287119379148
2016-12-15,6.006442774398269,6.4491520556788045
2017-01-01,6.019180261511463,7.057921482089496
2017-01-15,5.992904959003284,6.957985855046871
2017-02-01,6.013006962359227,6.86247167083152
2017-02-15,6.284362171515853,6.85787959382625
2017-03-01,6.286332567224342,6.945844058659234
2017-03-15,6.241073741814742,6.846520602884505
2017-04-01,6.2926874606843874,6.834486422821635
2017-04-15,6.347440474258508,6.91407831466765
2017-05-01,6.3482033961498265,6.9093061732068275
2017-05-15,6.512817315374903,6.832597727390591
2017-06-01,6.607512774506386,6.8365656182612184
2017-06-15,6.570821173612569,6.840011086199327
2017-07-01,6.583520571422768,6.843478095859694
2017-07-15,6.521044817391844,6.7431674395719465
2017-08-01,6.490850783161839,6.736286600264148
2017-08-15,6.526603953200421,6.749113187969417
2017-09-01,6.591569359577223,6.7532685252701015
2017-09-15,6.397758850863217,6.754905381700573
2017-10-01,6.342658879927553,6.595510587527346
2017-10-15,6.369631593449638,6.650166748137974
2017-11-01,6.398875541394341,6.6524549763061
2017-11-15,6.368116483939922,6.648651638628258
2017-12-01,6.495651511948429,6.528345797933935
2017-12-15,6.357377924436673,6.636578181832545
2018-01-01,6.317256086855823,6.628342258436647
2018-01-15,6.332725483816878,6.628348607641472
2018-02-01,6.358103242073966,6.636180512206013
2018-02-15,6.47934895804192,6.569589269060722
2018-03-01,6.429551372752986,6.50303189297508
2018-03-15,,6.615640126785813
2018-04-01,,6.610090623639443
2018-04-15,,6.613575724719038
2018-05-01,6.201102145321219,6.806785562545887
2018-05-15,6.279078734858332,6.659581548406583
2018-06-01,6.2835597947718185,6.5545392066411035
2018-06-15,6.15823870093949,6.498463287179254
2018-07-01,6.499832687846701,6.618380754663254
2018-07-15,6.366634955990751,6.618504785563357
2018-08-01,6.474909100240721,6.501122507056624
2018-08-15,6.49853523115064,6.493547689639602
2018-09-01,6.488495407646785,6.42328999752151
2018-09-15,6.489969424879569,6.358941162473165
2018-10-01,6.493962453213951,6.3615045979979525
2018-10-15,6.425466915017677,6.491724910671454
2018-11-01,6.480611873555382,6.479338798908584
2018-11-15,6.477342641357958,6.47479486927916
2018-12-01,6.408357388521492,6.473447727488291
2018-12-15,6.475518823721275,6.473614665735585
2019-01-01,6.414344634863005,6.4769465579129
2019-01-15,6.535353843673951,6.343485674996416
2019-02-01,6.452242129212523,6.352293961192174
2019-02-15,6.41322660876446,6.344612596914546
2019-03-01,6.47229517285478,6.338409233160421
2019-03-15,6.459633077198647,6.325922873666182
2019-04-01,6.480432373574967,6.456960017389824
2019-04-15,6.446346539522169,6.565177903191533
2019-05-01,6.37428180874592,6.676181733814932
2019-05-15,6.4462920911118236,6.671186299369337
2019-06-01,6.427890515225002,6.669688502111016
2019-06-15,6.436527977286944,6.66017518008498
2019-07-01,6.414684047901625,6.6766683126349715
2019-07-15,6.691824166369745,
2019-08-01,6.619727341583642,
2019-08-15,6.607407426637899,
2019-09-01,6.6045325069712995,6.740048158465007
2019-09-15,6.604461555077824,6.73838948461852
2019-10-01,6.601217905922097,6.735808059894862
2019-10-15,6.599281922458123,6.720543114095185
2019-11-01,6.607869104928533,
2019-11-15,6.610584272269105,
2019-12-01,6.609132242999927,
2019-12-15,6.606325381795201,
2020-01-01,6.587843881012934,
2020-01-15,6.566662998538702,
2020-02-01,6.5858497995202985,6.606618978052101
2020-02-15,6.582344297294791,6.600062322025979
