Date,Tororo,Kasese
2016-01-01,5.380096300829159,6.508758487035613
2016-01-15,5.440210694952086,6.539900972981392
2016-02-01,5.496915354410596,6.41637566104603
2016-02-15,5.4923331155998865,6.270091307803748
2016-03-01,5.745240071819211,6.2438751272113935
2016-03-15,5.709080380694847,6.24103450985885
2016-04-01,,6.23443811228408
2016-04-15,,6.259702368792369
2016-05-01,,6.259461232390936
2016-05-15,5.549749753989781,6.19336299942745
2016-06-01,5.558112752196465,6.198802832593043
2016-06-15,5.558939057898939,6.196332546877046
2016-07-01,5.831958815207664,6.1826058443495855
2016-07-15,5.832478206686689,6.182094873305326
2016-08-01,5.423705056340891,6.17864404255835
2016-08-15,5.422411619857062,6.1752025491778495
2016-09-01,5.4159222635835285,6.169816863283081
2016-09-15,5.494131465841262,6.163931282404215
2016-10-01,5.519599830964739,6.158550100342805
2016-10-15,5.552361780399109,6.137140924237273
2016-11-01,5.580410132276577,6.1164181836843134
2016-11-15,5.5540732815360245,6.194143045914918
2016-12-01,5.544493151148241,6.1881343478947315
2016-12-15,5.554071012816001,6.187921299127874
2017-01-01,5.72891973731553,6.187708295741125
2017-01-15,5.726895565763109,6.19883111392946
2017-02-01,5.72931576756422,
2017-02-15,5.722318971851242,
2017-03-01,5.719024469005042,6.2314759892196685
2017-03-15,5.790922231014981,6.200955643093525
2017-04-01,5.863462419105324,6.09914651097741
2017-04-15,5.910368925640306,6.13484572968216
2017-05-01,5.952030943892073,6.103526461190315
2017-05-15,5.9926827055215375,6.215155640961727
2017-06-01,5.939471197107332,6.225378646200745
2017-06-15,5.801237833304102,6.226016364544902
2017-07-01,5.251160858481973,6.228437709889332
2017-07-15,5.429487677461824,6.229377816873995
2017-08-01,5.425681877812573,6.22409046109107
2017-08-15,5.423792202869158,6.22066563825476
2017-09-01,5.414996788196163,
2017-09-15,5.442816399293959,6.213780602210712
2017-10-01,5.411983050855047,6.280316604863661
2017-10-15,5.398793679133816,6.246378937137598
2017-11-01,5.283441623247333,6.199506340881629
2017-11-15,5.286242743374279,6.151358447078277
2017-12-01,5.28116832756406,6.0930990441139725
2017-12-15,5.287132917631387,6.039056534663201
2018-01-01,5.277331206209998,5.763362171362772
2018-01-15,5.378572266814796,5.842409381144868
2018-02-01,5.402835490450782,5.8423799122118085
2018-02-15,5.396443466775215,5.807282233814959
2018-03-01,5.390040984149822,
2018-03-15,5.2688916446529035,
2018-04-01,5.050067506224038,
2018-04-15,5.123795709372973,
2018-05-01,5.116156585835759,5.61053185190278
2018-05-15,5.114366047948352,5.563709162228571
2018-06-01,5.093877129023532,5.636013349760887
2018-06-15,4.736172239430261,5.524629599794531
2018-07-01,4.726270496792432,5.383910988895467
2018-07-15,4.767474402154981,5.453186604227408
2018-08-01,4.770614098423273,5.176079206531437
2018-08-15,4.751633834527906,5.628345580121404
2018-09-01,4.743747611079802,5.693190550270857
2018-09-15,4.514828111541494,5.7981176706960165
2018-10-01,4.530625792136653,5.902868399800893
2018-10-15,4.74422916271955,5.77411707231741
2018-11-01,4.8450582667783735,5.491199404962388
2018-11-15,4.943140500340458,5.8569590430692235
2018-12-01,4.944059829839408,5.860350561713563
2018-12-15,4.7681129076952455,5.724754935092968
2019-01-01,5.019239533194721,5.858340626377746
2019-01-15,5.131306897043219,5.957985470227687
2019-02-01,5.145237330006572,5.978801689396265
2019-02-15,5.300741684808489,5.96338541107502
2019-03-01,5.289896626335981,5.920523449914592
2019-03-15,5.223509773156054,6.033927825468742
2019-04-01,5.273482819201824,6.028024938730174
2019-04-15,5.271703635316351,6.074351221965816
2019-05-01,5.760461405165304,6.014149721801372
2019-05-15,5.691784644209972,6.071123447725916
2019-06-01,5.866702707855173,6.215646277211257
2019-06-15,5.45602325136114,6.096919741577207
2019-07-01,,
2019-07-15,,
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
