Date,Busia,Tororo
2016-01-01,5.442819559302515,5.380096300829159
2016-01-15,5.368390731264161,5.440210694952086
2016-02-01,5.367908856384362,5.496915354410596
2016-02-15,5.351975757904964,5.4923331155998865
2016-03-01,5.328980718580166,5.745240071819211
2016-03-15,5.402413493497336,5.709080380694847
2016-04-01,5.499568265555266,
2016-04-15,5.533521247132916,
2016-05-01,5.554348883772717,
2016-05-15,5.624919297368462,5.549749753989781
2016-06-01,5.654594186213162,5.558112752196465
2016-06-15,5.655251409158446,5.558939057898939
2016-07-01,5.74055434548759,5.831958815207664
2016-07-15,5.7112072009785875,5.832478206686689
2016-08-01,5.7638030947339844,5.423705056340891
2016-08-15,5.612515317093071,5.422411619857062
2016-09-01,5.566786906099898,5.4159222635835285
2016-09-15,5.697072309837952,5.494131465841262
2016-10-01,5.700987244766897,5.519599830964739
2016-10-15,5.688592229992797,5.552361780399109
2016-11-01,5.697319423884363,5.580410132276577
2016-11-15,5.636170643723225,5.5540732815360245
2016-12-01,5.6194313433579515,5.544493151148241
2016-12-15,5.629948896936181,5.554071012816001
2017-01-01,5.714692616025398,5.72891973731553
2017-01-15,5.80807891460058,5.726895565763109
2017-02-01,5.76549916484374,5.72931576756422
2017-02-15,5.752193689028138,5.722318971851242
2017-03-01,5.76315459508666,5.719024469005042
2017-03-15,5.861196332657981,5.790922231014981
2017-04-01,5.928837110631458,5.863462419105324
2017-04-15,6.079054370053745,5.910368925640306
2017-05-01,6.083893311057493,5.952030943892073
2017-05-15,5.980881500846523,5.9926827055215375
2017-06-01,6.01459182757544,5.939471197107332
2017-06-15,5.688290027834117,5.801237833304102
2017-07-01,5.474777111293995,5.251160858481973
2017-07-15,5.462532472239282,5.429487677461824
2017-08-01,5.416722136441101,5.425681877812573
2017-08-15,5.477651372541887,5.423792202869158
2017-09-01,5.480279080286579,5.414996788196163
2017-09-15,5.433135781583236,5.442816399293959
2017-10-01,5.450898467104721,5.411983050855047
2017-10-15,5.44403246461266,5.398793679133816
2017-11-01,5.411591328899088,5.283441623247333
2017-11-15,5.281738231253175,5.286242743374279
2017-12-01,5.235077220363793,5.28116832756406
2017-12-15,5.241253311880692,5.287132917631387
2018-01-01,5.357897063254608,5.277331206209998
2018-01-15,5.3907923781495715,5.378572266814796
2018-02-01,5.347322780520523,5.402835490450782
2018-02-15,5.258887923850967,5.396443466775215
2018-03-01,5.254202785427384,5.390040984149822
2018-03-15,5.186003984847137,5.2688916446529035
2018-04-01,5.136607962555095,5.050067506224038
2018-04-15,5.285397988508652,5.123795709372973
2018-05-01,5.2114667656400835,5.116156585835759
2018-05-15,5.197853192215453,5.114366047948352
2018-06-01,4.985817556396541,5.093877129023532
2018-06-15,5.09438446268788,4.736172239430261
2018-07-01,5.025513391645289,4.726270496792432
2018-07-15,5.041170232632022,4.767474402154981
2018-08-01,4.888397134079656,4.770614098423273
2018-08-15,4.916389067603962,4.751633834527906
2018-09-01,4.9122411662664645,4.743747611079802
2018-09-15,4.785862950560118,4.514828111541494
2018-10-01,4.85034721833305,4.530625792136653
2018-10-15,4.9101258398461045,4.74422916271955
2018-11-01,5.09637269505928,4.8450582667783735
2018-11-15,5.065030317949494,4.943140500340458
2018-12-01,4.9922619316572865,4.944059829839408
2018-12-15,5.020243995882708,4.7681129076952455
2019-01-01,5.177463538409615,5.019239533194721
2019-01-15,5.228470645496867,5.131306897043219
2019-02-01,5.28346871561634,5.145237330006572
2019-02-15,5.367156127707497,5.300741684808489
2019-03-01,5.281200919368427,5.289896626335981
2019-03-15,5.315883093287069,5.223509773156054
2019-04-01,5.353189561812566,5.273482819201824
2019-04-15,5.587374617670365,5.271703635316351
2019-05-01,5.789448942038557,5.760461405165304
2019-05-15,5.629726330391688,5.691784644209972
2019-06-01,5.520799860898352,5.866702707855173
2019-06-15,5.546362418443445,5.45602325136114
2019-07-01,,
2019-07-15,,
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
