Date,Masindi,Busia
2016-01-01,6.465225239159982,6.318462984402514
2016-01-15,6.455271570344619,6.337440950762077
2016-02-01,6.458589092132568,6.316188099802063
2016-02-15,6.494510253296489,6.312043019468261
2016-03-01,6.679165800083002,6.3872553915217
2016-03-15,6.682867262137889,6.358921285335857
2016-04-01,6.6772433500105635,6.336599528487916
2016-04-15,6.702156046269875,6.403138777787544
2016-05-01,6.701163274258705,6.135943578426915
2016-05-15,6.692598276373965,6.318066477928407
2016-06-01,6.689336626453335,6.292744691025658
2016-06-15,6.497768002966438,6.364133904030523
2016-07-01,6.482272895773473,6.233923744733619
2016-07-15,6.506644149537146,6.283766709015299
2016-08-01,6.523013723867226,6.2642628327982495
2016-08-15,6.523105074728996,6.279482992071245
2016-09-01,6.592809197100206,6.318338482369976
2016-09-15,6.588568383098891,6.419610623769823
2016-10-01,6.501129119006803,6.4160879355427145
2016-10-15,6.47904873424721,6.319295131018286
2016-11-01,6.279218116108922,6.168196797178696
2016-11-15,6.260940526838434,6.188487988431572
2016-12-01,6.420259995524769,6.261066817385763
2016-12-15,6.429318290751434,6.318982538170334
2017-01-01,6.422438596006496,6.34400489913866
2017-01-15,6.502437728059688,6.426697114685671
2017-02-01,6.576508348170308,6.4436084680391446
2017-02-15,6.569405482771316,6.5005031950970995
2017-03-01,6.5664279873774465,6.536507788619762
2017-03-15,6.59449947292605,6.542105035181455
2017-04-01,6.590755438475138,6.573984859087074
2017-04-15,6.586698709388025,6.566451950177369
2017-05-01,6.5783167218983065,6.626442213394548
2017-05-15,6.5860404154731125,6.320739745217466
2017-06-01,6.591907192610265,6.2572799749626205
2017-06-15,6.4118164431456215,6.1697472348898375
2017-07-01,6.41053682201548,6.304228302247334
2017-07-15,6.527440987522891,6.324607257103773
2017-08-01,6.525614734516767,6.366576585153397
2017-08-15,6.592977142183737,6.384156553993323
2017-09-01,6.586298810232551,6.391725383085202
2017-09-15,6.5810939443545005,6.376299531708487
2017-10-01,6.259280911242251,6.340108240376205
2017-10-15,6.247240634735078,6.173066404506129
2017-11-01,6.099256312823137,6.055848936770209
2017-11-15,6.096423615231827,6.0010634591662155
2017-12-01,6.0930990441139725,5.998788364642731
2017-12-15,6.201628316886867,6.138586130010234
2018-01-01,6.193168320476011,6.13140875358258
2018-01-15,6.534267070874941,6.139071629404233
2018-02-01,6.091974649613189,5.902397921938062
2018-02-15,6.240293047883502,5.972560340355643
2018-03-01,6.285141029044338,5.971310039734474
2018-03-15,6.323362040091088,5.929703444569913
2018-04-01,6.314864314283129,5.982053627561884
2018-04-15,6.312468821959264,5.944566815426748
2018-05-01,6.3868037865875475,6.015461771344169
2018-05-15,5.938402611669982,5.970295975445936
2018-06-01,5.629724020853323,5.730182953450687
2018-06-15,5.898120403270181,5.732268964572776
2018-07-01,5.892324066256074,5.701268829493364
2018-07-15,5.866086690823091,5.735724872959848
2018-08-01,5.869226387091382,5.732889943539251
2018-08-15,5.857681101683534,5.756427367978361
2018-09-01,5.901735302163914,5.752279466640863
2018-09-15,5.896394331465438,5.835325298116617
2018-10-01,5.902868399800893,5.843348709775264
2018-10-15,5.905969203422213,5.717511210095894
2018-11-01,6.029452908409985,5.6865081572831535
2018-11-15,6.039693056045557,5.760906013162644
2018-12-01,6.042672118507518,5.856639982317028
2018-12-15,6.049863413063866,5.844419438849057
2019-01-01,6.0437438497091085,5.912407847648022
2019-01-15,6.290943887549103,5.9005644168589795
2019-02-01,6.2984456606870545,5.95560904299699
2019-02-15,6.379122069505014,6.019313963734245
2019-03-01,6.285230565550589,6.039841405289059
2019-03-15,6.280563749181227,6.08777932027933
2019-04-01,6.4334900468383385,6.103159078239208
2019-04-15,6.4627106498286615,6.345259344147123
2019-05-01,6.55582244461739,6.316250169677425
2019-05-15,6.559342516862992,6.258334989814062
2019-06-01,6.559849888415118,6.12786287825786
2019-06-15,6.445902339892784,6.065788822982034
2019-07-01,6.418806060294423,
2019-07-15,,
2019-08-01,6.3623061357761745,
2019-08-15,6.360449731425417,
2019-09-01,6.361521890053232,
2019-09-15,6.362026681404687,
2019-10-01,6.43741658281623,
2019-10-15,6.353616121186233,
2019-11-01,6.349066028814024,
2019-11-15,6.351457298830538,
2019-12-01,6.349456966723921,
2019-12-15,6.353528086206698,
2020-01-01,6.348846549642127,
2020-01-15,6.35071278246319,
2020-02-01,6.388264206515881,
2020-02-15,6.389361321226222,
