Date,Kampala,Masindi
2016-01-01,6.424434666971581,6.465225239159982
2016-01-15,6.548953959601279,6.455271570344619
2016-02-01,6.500184393944528,6.458589092132568
2016-02-15,6.494874353063846,6.494510253296489
2016-03-01,6.618917840292188,6.679165800083002
2016-03-15,6.6108579266410885,6.682867262137889
2016-04-01,6.4525903644475,6.6772433500105635
2016-04-15,6.552406136343881,6.702156046269875
2016-05-01,6.565444617365182,6.701163274258705
2016-05-15,6.614492537642149,6.692598276373965
2016-06-01,6.281417529383605,6.689336626453335
2016-06-15,6.477066337580395,6.497768002966438
2016-07-01,6.436759632406356,6.482272895773473
2016-07-15,6.39447873343113,6.506644149537146
2016-08-01,6.448236165626591,6.523013723867226
2016-08-15,6.540622266593799,6.523105074728996
2016-09-01,6.556107830249778,6.592809197100206
2016-09-15,6.60864234057717,6.588568383098891
2016-10-01,6.577396609166684,6.501129119006803
2016-10-15,6.398114045424532,6.47904873424721
2016-11-01,6.274648420418857,6.279218116108922
2016-11-15,6.300161239991715,6.260940526838434
2016-12-01,6.461141600786897,6.420259995524769
2016-12-15,6.506716735358224,6.429318290751434
2017-01-01,6.504280558759954,6.422438596006496
2017-01-15,6.540788747110095,6.502437728059688
2017-02-01,6.5395087924460205,6.576508348170308
2017-02-15,6.638017812616078,6.569405482771316
2017-03-01,6.6202616339528095,6.5664279873774465
2017-03-15,6.693659996484432,6.59449947292605
2017-04-01,6.743012470263224,6.590755438475138
2017-04-15,6.788462071485471,6.586698709388025
2017-05-01,6.795052188323606,6.5783167218983065
2017-05-15,6.457610625961792,6.5860404154731125
2017-06-01,6.29567321599587,6.591907192610265
2017-06-15,6.254304622917901,6.4118164431456215
2017-07-01,6.348590414901033,6.41053682201548
2017-07-15,6.431339459747963,6.527440987522891
2017-08-01,6.42795934562421,6.525614734516767
2017-08-15,6.425462546345036,6.592977142183737
2017-09-01,6.4602948054482185,6.586298810232551
2017-09-15,6.494082567364871,6.5810939443545005
2017-10-01,6.483104503385116,6.259280911242251
2017-10-15,6.234672755335146,6.247240634735078
2017-11-01,6.187225085769094,6.099256312823137
2017-11-15,6.097422616313912,6.096423615231827
2017-12-01,6.173064825751855,6.0930990441139725
2017-12-15,6.273969872959751,6.201628316886867
2018-01-01,6.263249528729196,6.193168320476011
2018-01-15,6.247874489253032,6.534267070874941
2018-02-01,6.03517053161397,6.091974649613189
2018-02-15,6.08959064733516,6.240293047883502
2018-03-01,6.089719210280764,6.285141029044338
2018-03-15,6.078305560351269,6.323362040091088
2018-04-01,6.2691793717656585,6.314864314283129
2018-04-15,6.065927672431015,6.312468821959264
2018-05-01,6.059447919528419,6.3868037865875475
2018-05-15,5.937244533949354,5.938402611669982
2018-06-01,5.746454978558903,5.629724020853323
2018-06-15,5.779434433015206,5.898120403270181
2018-07-01,5.830679903144867,5.892324066256074
2018-07-15,5.831546365570914,5.866086690823091
2018-08-01,5.869226387091382,5.869226387091382
2018-08-15,5.852730596523678,5.857681101683534
2018-09-01,6.023432237141434,5.901735302163914
2018-09-15,6.015229998797965,5.896394331465438
2018-10-01,6.020651435457276,5.902868399800893
2018-10-15,5.874903383847323,5.905969203422213
2018-11-01,5.85480216770964,6.029452908409985
2018-11-15,5.714904871582719,6.039693056045557
2018-12-01,5.825810236461387,6.042672118507518
2018-12-15,5.8667251963633555,6.049863413063866
2019-01-01,6.040662183171701,6.0437438497091085
2019-01-15,6.046576699783267,6.290943887549103
2019-02-01,6.081429216198022,6.2984456606870545
2019-02-15,6.2170324166826445,6.379122069505014
2019-03-01,6.157397194040704,6.285230565550589
2019-03-15,6.18924878044419,6.280563749181227
2019-04-01,6.271091897581063,6.4334900468383385
2019-04-15,6.369587856970138,6.4627106498286615
2019-05-01,6.422032375552536,6.55582244461739
2019-05-15,6.418737860900371,6.559342516862992
2019-06-01,6.3256648576115895,6.559849888415118
2019-06-15,6.409434590611459,6.445902339892784
2019-07-01,6.432292617934824,6.418806060294423
2019-07-15,,
2019-08-01,6.476498503301829,6.3623061357761745
2019-08-15,6.360449731425417,6.360449731425417
2019-09-01,6.51024344817173,6.361521890053232
2019-09-15,6.510547067972552,6.362026681404687
2019-10-01,6.471228222605499,6.43741658281623
2019-10-15,6.465689050781964,6.353616121186233
2019-11-01,6.351998582235302,6.349066028814024
2019-11-15,6.348529039051449,6.351457298830538
2019-12-01,6.125947851523352,6.349456966723921
2019-12-15,6.1329286031372625,6.353528086206698
2020-01-01,6.248141634158375,6.348846549642127
2020-01-15,6.351441379945331,6.35071278246319
2020-02-01,6.530523181157765,6.388264206515881
2020-02-15,6.598400266358889,6.389361321226222
