Date,Busia,Kampala
2016-01-01,5.979717423378281,6.003333416449622
2016-01-15,6.008222853056385,6.007031667686231
2016-02-01,6.030108008323483,6.023765894143638
2016-02-15,6.02202722367026,
2016-03-01,6.076439888493851,6.056416972618743
2016-03-15,6.091773815325784,6.062626852386032
2016-04-01,6.091806862453398,6.09072285150714
2016-04-15,6.173231723467434,6.139226924669675
2016-05-01,6.200579144544911,6.144191047856933
2016-05-15,6.128824478289879,6.181575043675408
2016-06-01,6.145411064028589,6.134167266475048
2016-06-15,6.16172701769957,6.131081105653541
2016-07-01,6.029193081171234,6.085522439767753
2016-07-15,6.038767426445918,5.988219344105672
2016-08-01,6.047635426324382,6.011723901415866
2016-08-15,6.064265506029456,6.04544923422998
2016-09-01,6.143944773457486,6.0455047006442335
2016-09-15,6.202546118531996,6.1061937291492265
2016-10-01,6.180486149306463,6.15657674005763
2016-10-15,6.1277195972409695,6.135130873309249
2016-11-01,6.072012873325774,6.122531294927363
2016-11-15,6.053064447655013,6.140075824644642
2016-12-01,6.040541068613632,6.158082002828329
2016-12-15,6.04250429926937,6.19681024654512
2017-01-01,6.039025098096,6.242566656293172
2017-01-15,6.06590802390268,6.336532113449884
2017-02-01,6.063785790544317,6.286929341858527
2017-02-15,6.100676423779259,6.233440409848054
2017-03-01,6.1362544186927925,6.303271015773716
2017-03-15,6.164756795236539,6.367273182820459
2017-04-01,6.2114316365718665,6.31628120553039
2017-04-15,6.197920491212758,
2017-05-01,,
2017-05-15,6.170337898271727,
2017-06-01,6.01459182757544,
2017-06-15,5.852293004104387,
2017-07-01,5.850179194283425,5.939568693678022
2017-07-15,5.909813344777106,5.941103502770316
2017-08-01,5.9126371474713375,5.934920514536505
2017-08-15,5.93184719355464,5.900443646822555
2017-09-01,5.877032247792721,5.930573014720752
2017-09-15,5.797562702326286,5.887946763794555
2017-10-01,5.822725216064055,5.840978656373405
2017-10-15,5.758281564449163,5.767369358556267
2017-11-01,5.730587114417018,5.771640296084297
2017-11-15,5.67509115495089,5.770193600100865
2017-12-01,5.719617573288181,5.7673689040246625
2017-12-15,,5.771605357997039
2018-01-01,,5.797635573930532
2018-01-15,5.842409381144868,5.76750807297175
2018-02-01,5.844953916206982,5.839799265618317
2018-02-15,5.891374481824263,5.837415263340288
2018-03-01,5.935735433566636,5.863064243269277
2018-03-15,5.9540524735802,5.898711691261576
2018-04-01,6.074426947692899,6.011644827736443
2018-04-15,6.072031455369033,6.039038772214684
2018-05-01,6.065576641469793,6.030339835370349
2018-05-15,6.110252868596641,6.112200288881037
2018-06-01,6.04469993356747,6.038338737864384
2018-06-15,5.97454647047353,5.927760984556476
2018-07-01,5.925581288012556,5.877725266834921
2018-07-15,5.922490361754386,5.866086690823091
2018-08-01,5.914221256944892,5.803379821293796
2018-08-15,5.9058832035014115,5.78338317796689
2018-09-01,5.969943552190448,5.771224552883313
2018-09-15,6.0168068716608465,6.014703821464067
2018-10-01,6.020651435457276,6.075711212640304
2018-10-15,6.084361482076278,6.078438463773156
2018-11-01,6.094901525170407,6.135021518959832
2018-11-15,6.113211752990712,6.093868790147582
2018-12-01,6.102570260088587,6.148032634165344
2018-12-15,6.118856284550818,6.154407268815136
2019-01-01,6.17522185352179,6.194812862998959
2019-01-15,6.250121893028848,6.246782991763333
2019-02-01,6.289684155018482,6.253849702009266
2019-02-15,6.309607685620324,6.297009093784002
2019-03-01,6.3144009428503685,6.288425456447108
2019-03-15,6.289332239001173,6.323656981542247
2019-04-01,6.450456860365343,6.357432088559859
2019-04-15,6.446663549166113,6.463373999770067
2019-05-01,6.442855793948987,6.545509948009071
2019-05-15,,6.559342516862992
2019-06-01,,6.558645794350314
2019-06-15,,6.546114490297316
2019-07-01,,
2019-07-15,,
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
