Date,Kampala,Kisumu
2016-01-01,6.424434666971581,6.51536099454738
2016-01-15,6.548953959601279,6.512443571830001
2016-02-01,6.500184393944528,6.507532552479478
2016-02-15,6.494874353063846,
2016-03-01,6.618917840292188,6.49763756178946
2016-03-15,6.6108579266410885,6.501129798384963
2016-04-01,6.4525903644475,
2016-04-15,6.552406136343881,6.508077896011896
2016-05-01,6.565444617365182,6.510998268439593
2016-05-15,6.614492537642149,6.503620562411661
2016-06-01,6.281417529383605,6.422703271116757
2016-06-15,6.477066337580395,6.418005018978617
2016-07-01,6.436759632406356,6.414844670494473
2016-07-15,6.39447873343113,6.41139489999603
2016-08-01,6.448236165626591,6.411774645994671
2016-08-15,6.540622266593799,6.408525672100433
2016-09-01,6.556107830249778,6.409113110531074
2016-09-15,6.60864234057717,6.480495016088001
2016-10-01,6.577396609166684,6.402905062039947
2016-10-15,6.398114045424532,6.319690382106504
2016-11-01,6.274648420418857,6.312825964012967
2016-11-15,6.300161239991715,6.308189135005908
2016-12-01,6.461141600786897,6.303566032361484
2016-12-15,6.506716735358224,6.374768335556976
2017-01-01,6.504280558759954,6.43879911705772
2017-01-15,6.540788747110095,6.487982225801136
2017-02-01,6.5395087924460205,6.48015945940407
2017-02-15,6.638017812616078,6.50791564290139
2017-03-01,6.6202616339528095,6.655991040994017
2017-03-15,6.693659996484432,6.645696744609984
2017-04-01,6.743012470263224,6.633226580452754
2017-04-15,6.788462071485471,6.627526505122292
2017-05-01,6.795052188323606,6.626635227449874
2017-05-15,6.457610625961792,6.631517038328846
2017-06-01,6.29567321599587,6.453942983455264
2017-06-15,6.254304622917901,6.455382450293878
2017-07-01,6.348590414901033,6.522820826592362
2017-07-15,6.431339459747963,6.386784296043806
2017-08-01,6.42795934562421,6.378622409720845
2017-08-15,6.425462546345036,6.393163144388633
2017-09-01,6.4602948054482185,6.464994811842604
2017-09-15,6.494082567364871,6.466461404450031
2017-10-01,6.483104503385116,6.498346839073698
2017-10-15,6.234672755335146,6.470107635747989
2017-11-01,6.187225085769094,6.467868412881293
2017-11-15,6.097422616313912,6.396204065750183
2017-12-01,6.173064825751855,6.393539707877411
2017-12-15,6.273969872959751,6.385507092158509
2018-01-01,6.263249528729196,6.378976199013695
2018-01-15,6.247874489253032,6.375095254855892
2018-02-01,6.03517053161397,6.3099011402560885
2018-02-15,6.08959064733516,6.302188703028191
2018-03-01,6.089719210280764,6.296067910537139
2018-03-15,6.078305560351269,6.2140649930188205
2018-04-01,6.2691793717656585,6.357026691930195
2018-04-15,6.065927672431015,6.358630095732033
2018-05-01,6.059447919528419,6.323337376677442
2018-05-15,5.937244533949354,6.28675336961144
2018-06-01,5.746454978558903,6.200881361873394
2018-06-15,5.779434433015206,6.207863938226344
2018-07-01,5.830679903144867,6.125196161701164
2018-07-15,5.831546365570914,6.128196459640903
2018-08-01,5.869226387091382,6.167351977894375
2018-08-15,5.852730596523678,6.2050319364392434
2018-09-01,6.023432237141434,6.200813335195003
2018-09-15,6.015229998797965,6.203969359116571
2018-10-01,6.020651435457276,6.207115453879592
2018-10-15,5.874903383847323,6.204671176286215
2018-11-01,5.85480216770964,6.20053440048882
2018-11-15,5.714904871582719,6.188812032580339
2018-12-01,5.825810236461387,6.187249806692381
2018-12-15,5.8667251963633555,6.187202434724281
2019-01-01,6.040662183171701,6.340340187736551
2019-01-15,6.046576699783267,6.1898144964969735
2019-02-01,6.081429216198022,6.197432801761317
2019-02-15,6.2170324166826445,6.1897514374836895
2019-03-01,6.157397194040704,6.183785628282967
2019-03-15,6.18924878044419,6.172368105899941
2019-04-01,6.271091897581063,6.1692779449380435
2019-04-15,6.369587856970138,6.313983213879818
2019-05-01,6.422032375552536,6.453287279525301
2019-05-15,6.418737860900371,6.385002354538578
2019-06-01,6.3256648576115895,6.313441609830385
2019-06-15,6.409434590611459,6.436527977286944
2019-07-01,6.432292617934824,6.459509063569616
2019-07-15,,6.481973862166198
2019-08-01,6.476498503301829,
2019-08-15,6.360449731425417,
2019-09-01,6.51024344817173,
2019-09-15,6.510547067972552,
2019-10-01,6.471228222605499,
2019-10-15,6.465689050781964,
2019-11-01,6.351998582235302,
2019-11-15,6.348529039051449,
2019-12-01,6.125947851523352,
2019-12-15,6.1329286031372625,
2020-01-01,6.248141634158375,
2020-01-15,6.351441379945331,
2020-02-01,6.530523181157765,
2020-02-15,6.598400266358889,
