Date,Kasese,Kabale
2016-01-01,6.465979102746381,6.245093738315764
2016-01-15,6.3640641162465394,6.244611863435965
2016-02-01,6.455550730509163,6.244129756240817
2016-02-15,6.491592672816966,6.290840811817658
2016-03-01,6.512276094478314,6.335510487932264
2016-03-15,6.562793188691354,
2016-04-01,6.56363709979081,
2016-04-15,6.630871307801319,6.458665762001333
2016-05-01,6.664316212353267,6.4598407767644135
2016-05-15,6.494985536439013,6.492454347237289
2016-06-01,6.4973427750168735,6.425919167733366
2016-06-15,6.4774332427395285,6.354639508664222
2016-07-01,6.483002024496989,6.3423650638364535
2016-07-15,6.505223694752854,6.34441741631386
2016-08-01,6.5629303312726694,6.291832386836424
2016-08-15,6.561512514144189,6.339535338035108
2016-09-01,6.555773996162218,6.382294700216961
2016-09-15,6.549849635989781,6.467965152994443
2016-10-01,6.542930340016441,6.414181357272133
2016-10-15,6.5236865490992715,6.302417093230934
2016-11-01,6.533567448084982,6.251481361137323
2016-11-15,6.507800604769959,6.207215127482271
2016-12-01,6.462571193596491,6.238087458923326
2016-12-15,6.462358144829634,6.300679198581584
2017-01-01,6.462145141442885,6.336743874901613
2017-01-15,6.470067619684719,6.381474639167245
2017-02-01,,6.422831340097386
2017-02-15,,6.46664849389813
2017-03-01,6.493465281379583,6.455947855982674
2017-03-15,6.517169360001271,6.5211481450910345
2017-04-01,6.441928821597718,6.519273661151749
2017-04-15,6.43695806696297,6.533179527179248
2017-05-01,6.431272514122744,6.561115359539761
2017-05-15,6.515723917055652,6.439371961912164
2017-06-01,6.52673237592274,6.316562773470521
2017-06-15,6.48892797440099,6.228681848131042
2017-07-01,6.491349319745419,6.2275476341741385
2017-07-15,6.493243890620956,6.2522058494301955
2017-08-01,6.488305752721292,6.296348883943665
2017-08-15,6.483447248284074,6.316891171599328
2017-09-01,6.478612234827176,6.333665642475285
2017-09-15,6.475733428696675,6.353310013483789
2017-10-01,6.510595339523157,6.472511545969356
2017-10-15,6.458426674196753,6.336188120751575
2017-11-01,6.404032818634217,6.198601772751202
2017-11-15,6.343174366847618,6.038294627353539
2017-12-01,6.337221001813375,6.035469931277337
2017-12-15,6.249862128999495,6.151894311212729
2018-01-01,6.373673346343568,6.191351789549613
2018-01-15,6.3796861909980285,6.246154798373506
2018-02-01,6.199441379378957,5.97381503703652
2018-02-15,6.201716136854186,6.060041885203856
2018-03-01,,6.027215006431119
2018-03-15,,6.0788112493633095
2018-04-01,,6.223056765030007
2018-04-15,,5.8852374373691445
2018-05-01,6.213012947801603,5.939870241677762
2018-05-15,6.2602176904912215,5.938402611669982
2018-06-01,6.244142036553056,5.776184095030613
2018-06-15,6.216026998630689,5.764174699686736
2018-07-01,5.909090926113141,
2018-07-15,5.866086690823091,
2018-08-01,5.933305243775905,5.727256125820995
2018-08-15,5.78338317796689,5.71029759625086
2018-09-01,5.963328313071728,5.841110680347479
2018-09-15,5.986953908511165,5.834065058504329
2018-10-01,5.965710317425975,5.839586949853373
2018-10-15,6.023490766989252,5.84284145138766
2018-11-01,5.7762040996434525,5.846090227107619
2018-11-15,5.980227556002278,5.63319648833073
2018-12-01,5.98551370466757,5.454885453605399
2018-12-15,5.8667251963633555,5.928502556059598
2019-01-01,5.858340626377746,5.791989764353634
2019-01-15,5.988757128894441,5.8993816846099305
2019-02-01,5.934151415658526,5.870525719778315
2019-02-15,5.934202644317961,6.050212405285479
2019-03-01,5.713946972747484,6.091645816477923
2019-03-15,5.8524256050581895,6.1388784210552405
2019-04-01,5.846113975249317,6.181882234368736
2019-04-15,6.020066538478743,6.345259344147123
2019-05-01,5.956503026701722,6.346463948273922
2019-05-15,5.898169640935562,6.261581745912932
2019-06-01,6.220726728443676,6.262089117465058
2019-06-15,6.241169350421754,6.276203483260201
2019-07-01,,6.276877114966187
2019-07-15,,
2019-08-01,,6.278223018565633
2019-08-15,,6.277290899884929
2019-09-01,,6.320608783510682
2019-09-15,,6.360570016908222
2019-10-01,,6.357430065966747
2019-10-15,,6.352150919458905
2019-11-01,,6.349066028814024
2019-11-15,,6.351457298830538
2019-12-01,,6.265630305801811
2019-12-15,,6.294802905370001
2020-01-01,,
2020-01-15,,6.35071278246319
2020-02-01,,6.34966041382747
2020-02-15,,6.350812651108987
