Date,Owino,Kisumu
2016-01-01,6.549089386259068,6.57967627648322
2016-01-15,6.577317384946351,6.581771395589386
2016-02-01,6.518566601942577,6.51955563150128
2016-02-15,6.535536160018683,6.506454783744106
2016-03-01,6.677355844837763,6.49763756178946
2016-03-15,6.605846195190644,6.56211437540951
2016-04-01,6.540388189406946,6.559350383693245
2016-04-15,6.552406136343881,6.57669190786181
2016-05-01,6.591873480460989,6.579237560388245
2016-05-15,6.615933575438553,6.572330308188907
2016-06-01,6.449038453929686,6.49662038536361
2016-06-15,6.477066337580395,6.491676023679461
2016-07-01,6.437522699974859,6.487805195591718
2016-07-15,6.44215294216079,6.484214794906284
2016-08-01,6.436160547191164,6.411774645994671
2016-08-15,6.5423232365565624,6.483181679561344
2016-09-01,6.556107830249778,6.482892873065308
2016-09-15,6.589533478879123,6.480495016088001
2016-10-01,6.5743119407576085,6.478106288921558
2016-10-15,6.398114045424532,6.4731300771899845
2016-11-01,6.381882860752917,6.46673891651235
2016-11-15,6.43848880487973,6.462577683530768
2016-12-01,6.500073397992073,6.456287119379148
2016-12-15,6.509105407369265,6.4491520556788045
2017-01-01,6.6114883655834955,6.570617331318143
2017-01-15,6.61245173027075,6.670303782595091
2017-02-01,6.607299149439882,6.661800975369369
2017-02-15,6.749134376931457,6.657465591642711
2017-03-01,6.788620214694112,6.945634173046122
2017-03-15,6.867545437902375,6.932957498327916
2017-04-01,6.861353697393771,6.92013326781652
2017-04-15,6.856648166002482,6.91407831466765
2017-05-01,6.848876293235224,6.912485152253639
2017-05-15,6.515723917055652,6.918917142641159
2017-06-01,6.443179353104459,6.518227407272195
2017-06-15,6.369176518407709,6.521788702681593
2017-07-01,6.451225325979993,6.584721772768401
2017-07-15,6.491195409194483,6.51976849303224
2017-08-01,6.4869349505875125,6.448006211627161
2017-08-15,6.484474118132993,6.643188497402409
2017-09-01,6.516910499473327,6.6500181602159065
2017-09-15,6.618651356660965,6.653739042575744
2017-10-01,6.615360439861219,6.53518460689575
2017-10-15,6.39917401875369,6.650732839293766
2017-11-01,6.382430488835728,6.650189969675248
2017-11-15,6.299680577704196,6.400567709037957
2017-12-01,6.35930208488863,6.39645091808487
2017-12-15,6.424592157534765,6.5179429944415945
2018-01-01,6.413767803545446,6.478920614188919
2018-01-15,6.459265399242641,6.508444680415951
2018-02-01,6.460625784598636,6.518119041353622
2018-02-15,6.566099178177021,6.509924588244713
2018-03-01,6.602245940175688,6.50303189297508
2018-03-15,6.620500447784904,6.498831004249888
2018-04-01,6.734581445098495,6.492168534934097
2018-04-15,6.745720776779637,6.493583963703098
2018-05-01,6.722959450631854,6.490027226012597
2018-05-15,6.386170099468836,6.490754626020756
2018-06-01,6.1455842682179815,6.358492872173264
2018-06-15,6.172172096591272,6.36296813421643
2018-07-01,6.157100877128949,6.365316822954005
2018-07-15,6.153768763274872,6.329526296595157
2018-08-01,6.156908459543163,6.21427134449893
2018-08-15,6.140722794578813,6.205865617187821
2018-09-01,6.223818801333028,6.353534422212668
2018-09-15,6.216999989388145,6.204790482645907
2018-10-01,6.309119362566396,6.207115453879592
2018-10-15,6.223781017326023,6.208015661009062
2018-11-01,6.137826569887441,6.346716910666902
2018-11-15,6.1471133046663935,6.341263476654637
2018-12-01,6.148032634165344,6.339461562014965
2018-12-15,6.154407268815136,6.407295653220867
2019-01-01,6.2906039276406345,6.343956828206739
2019-01-15,6.373813365371398,6.342045789938428
2019-02-01,6.418604935085321,6.485114874213098
2019-02-15,6.455001152190991,6.344612596914546
2019-03-01,6.445987944428703,6.469188615525719
2019-03-15,6.546800532856458,6.45838072888218
2019-04-01,6.602490322579463,6.456960017389824
2019-04-15,6.626953374754281,6.449801859435565
2019-05-01,6.680488463777335,6.571208675610823
2019-05-15,6.671897308154846,6.5680998355525855
2019-06-01,6.492660443927318,6.564438980404133
2019-06-15,6.558265308079828,6.555150291213322
2019-07-01,,
2019-07-15,,
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
