Date,Nakuru,Kampala
2016-01-01,,6.797703299801299
2016-01-15,,6.767859774885163
2016-02-01,6.398194774497013,6.777904312992352
2016-02-15,6.384698472136362,6.768072718295499
2016-03-01,6.438302868526916,6.79728365343428
2016-03-15,6.432925990142166,6.801450297836939
2016-04-01,6.3716014051639265,6.7803388590375375
2016-04-15,6.386648304973945,6.804630896958932
2016-05-01,6.451718963030507,6.850090250237013
2016-05-15,6.4487076584972955,6.854761481672814
2016-06-01,6.436726620121427,6.730229919679549
2016-06-15,6.4436668044931,6.691881727850796
2016-07-01,6.446450009909804,6.71369716557516
2016-07-15,6.485283742095189,6.68255771003577
2016-08-01,6.554696674159666,6.6585445086473545
2016-08-15,6.547987259052753,6.673387277778334
2016-09-01,6.483603857809086,6.669579553199765
2016-09-15,6.536468174366648,6.715641890832525
2016-10-01,6.533368967596608,6.711029309676086
2016-10-15,6.528469230097079,6.751729402537795
2016-11-01,6.509328249937939,6.732031854731596
2016-11-15,6.517076679684085,6.5989813912322735
2016-12-01,6.506506876358174,6.6429563529729885
2016-12-15,6.506947462931485,6.6996863311358
2017-01-01,6.494855823139383,6.678983140193819
2017-01-15,6.475317329493039,6.6590830115524895
2017-02-01,6.412670748903304,6.661833739512934
2017-02-15,6.422393469463228,6.695677712426985
2017-03-01,6.433268040607714,6.775205768889622
2017-03-15,6.422974334594903,6.822795777635917
2017-04-01,6.450679519091376,6.81420691896807
2017-04-15,6.432644039765539,6.830170769542119
2017-05-01,6.8491590429770435,6.833619739863409
2017-05-15,6.482521733841636,6.815215125447011
2017-06-01,6.414559655454889,6.792577888072415
2017-06-15,6.4437583877859055,6.7891845540846925
2017-07-01,6.444824767251019,6.802313314191814
2017-07-15,6.441427189427153,6.816522870817105
2017-08-01,6.43631017186397,6.8412752096780824
2017-08-15,6.450885006547106,6.823338291654072
2017-09-01,6.453087884300771,6.828931407134244
2017-09-15,6.454191311858216,6.839175547029991
2017-10-01,6.451858171892545,6.8238649008539705
2017-10-15,6.453013202388689,6.757549329050427
2017-11-01,6.416217016430829,6.746775490723683
2017-11-15,6.532283230453505,6.776112319585729
2017-12-01,6.520031071425579,6.7724008178518655
2017-12-15,6.503776627459613,6.79121031440766
2018-01-01,6.434348753137186,6.779138454451733
2018-01-15,6.380900786401212,6.7579266180726325
2018-02-01,6.536741553451624,6.757639184479301
2018-02-15,6.529801019002309,6.754222657587084
2018-03-01,6.5278163090448675,6.747703532595385
2018-03-15,6.521109153343616,6.744018639932947
2018-04-01,7.183436604386768,6.829033623992183
2018-04-15,7.1907652847224615,6.839666860321264
2018-05-01,7.183174406572542,6.832085953122172
2018-05-15,7.187014165146625,6.868029940388789
2018-06-01,7.120013242144894,6.836374624684397
2018-06-15,7.123612710625074,6.749535613786933
2018-07-01,,6.7365115042288854
2018-07-15,7.130773010700321,6.688202400826429
2018-08-01,7.126805802875904,6.6882933447007735
2018-08-15,7.1228227936051365,6.673537436235919
2018-09-01,7.116770678167922,6.702152937991156
2018-09-15,7.161237632979397,6.708640164237795
2018-10-01,,6.768362238389773
2018-10-15,7.244645979701413,6.784374800449423
2018-11-01,7.243769219687977,6.788292340766275
2018-11-15,7.035867321711047,6.760294935069912
2018-12-01,7.072326129377245,6.7632182732555775
2018-12-15,,6.795680491078833
2019-01-01,,6.788850769199765
2019-01-15,,6.790991638143216
2019-02-01,7.206165137455979,6.611187775945774
2019-02-15,7.171202387748887,6.603141149840569
2019-03-01,7.166682279178047,6.624840730862728
2019-03-15,7.153405844266326,6.641552832590525
2019-04-01,7.148856416048117,6.678166016494928
2019-04-15,7.141065800267546,6.751718982421796
2019-05-01,7.144564718188092,6.748201880990163
2019-05-15,7.1406900535734215,6.748460022259219
2019-06-01,7.13931743579251,6.736943200844543
2019-06-15,7.131948006281767,6.722714740107661
2019-07-01,,6.6917576709008335
2019-07-15,7.117044192988508,
2019-08-01,7.1096462805303196,6.626811125527418
2019-08-15,7.116222574090482,6.607035247510162
2019-09-01,7.111005451218045,6.608860169954498
2019-09-15,7.105188767222894,6.609045953359949
2019-10-01,,6.635017531270527
2019-10-15,,6.630626519223781
2019-11-01,,6.686167394112799
2019-11-15,,6.684163052656274
2019-12-01,,6.71414069027346
2019-12-15,,6.718898737112983
2020-01-01,,6.713530273191666
2020-01-15,,6.714505194170786
2020-02-01,,6.766719854716554
2020-02-15,,6.68541164334852
