Date,Gitega,Ngozi
2016-01-01,6.865100051882092,6.796363623530281
2016-01-15,6.796639172399495,6.642580013187319
2016-02-01,6.795266595321443,6.676314652460078
2016-02-15,6.778783626542012,6.705876855733924
2016-03-01,6.7660341127686685,6.684344074574107
2016-03-15,6.774901445615591,6.698696094415852
2016-04-01,6.826199041133555,6.686463338246203
2016-04-15,6.8490244834866045,6.780250694046756
2016-05-01,6.845448202454812,6.775560018507979
2016-05-15,6.747834118025431,6.527621687520081
2016-06-01,6.522128887772034,6.423233414258223
2016-06-15,6.40337779635737,6.449844647367992
2016-07-01,6.439896842275917,6.526658500198199
2016-07-15,6.529176096097467,6.610008256721139
2016-08-01,6.6040351960843635,6.6040351960843635
2016-08-15,6.604195317677902,6.521088849750354
2016-09-01,6.6738524505225225,6.519407263256823
2016-09-15,6.6789081743070815,6.642409956263854
2016-10-01,6.682205652188828,6.646642364630414
2016-10-15,6.670113371590146,6.670113371590146
2016-11-01,6.656913386272335,6.655729954181555
2016-11-15,6.710702043271596,6.710702043271596
2016-12-01,6.819769861284269,6.820013022379691
2016-12-15,6.86289733852379,6.890383452714823
2017-01-01,6.855862479929755,6.856779490539636
2017-01-15,6.7625571178219355,6.87464120456885
2017-02-01,6.836534868985286,6.838285416478271
2017-02-15,6.880655512571653,6.829713619400052
2017-03-01,6.773022319706008,6.743905447107665
2017-03-15,6.71097374466288,6.595159213579168
2017-04-01,6.825832500893881,6.682495098839073
2017-04-15,6.818856204014143,6.650454559336517
2017-05-01,6.714431531347168,6.574571448729524
2017-05-15,6.717461284424855,6.522935379097491
2017-06-01,6.275775210324592,6.3630764563920525
2017-06-15,6.501184359241759,6.445844326089781
2017-07-01,6.587083706752373,6.369406395577907
2017-07-15,6.517312504122805,6.442079567005593
2017-08-01,6.513148083852709,6.436808990163779
2017-08-15,6.501454443918998,6.501454443918998
2017-09-01,6.520346018488,6.486444466812319
2017-09-15,6.549713223468156,6.479571586777331
2017-10-01,6.603039018320619,6.538860792629208
2017-10-15,6.662752554799725,6.538709517863751
2017-11-01,6.662668441846831,6.60172521678432
2017-11-15,6.668827279658887,6.60778781938417
2017-12-01,6.611731072941602,6.5467567269987015
2017-12-15,6.618234456890616,6.409421284649685
2018-01-01,6.559515410476124,6.33491731345092
2018-01-15,6.559529713682596,6.251811614470395
2018-02-01,6.3368395799621595,6.253744180498596
2018-02-15,6.4238609767860275,6.4231887078531456
2018-03-01,6.42607287664594,6.42607287664594
2018-03-15,6.422977584926722,6.422977584926722
2018-04-01,6.471621871444935,6.419891844481952
2018-04-15,6.416376904053828,6.416376904053828
2018-05-01,6.616473230411444,6.4866941874054715
2018-05-15,6.624576589752642,6.49151347154548
2018-06-01,6.5674275358822305,6.341372774360563
2018-06-15,6.569965437589987,6.463049711665355
2018-07-01,6.507359933096713,6.47053037381762
2018-07-15,6.511026284755057,6.474797346458598
2018-08-01,6.440799661675883,6.528371671073536
2018-08-15,6.449841314481712,6.52375699743188
2018-09-01,6.5328811482083315,6.5328811482083315
2018-09-15,6.533509701046613,6.6027541132215966
2018-10-01,6.541084515433901,6.611459209890555
2018-10-15,6.600150133359824,6.601327296532839
2018-11-01,6.597690809386151,6.597690809386151
2018-11-15,6.662999280515012,6.599449824791331
2018-12-01,6.69385423156306,6.600620785112481
2018-12-15,6.718687258923526,6.640669759310491
2019-01-01,6.7120547500829515,6.647792815864582
2019-01-15,6.656123017471842,6.365127855297101
2019-02-01,6.595082163942198,6.489590766797371
2019-02-15,6.5181195713551245,6.481986608370936
2019-03-01,6.428488333446317,6.535780683567229
2019-03-15,6.4184493198496195,6.527266458375356
2019-04-01,6.479482980807147,6.582058249983899
2019-04-15,6.609150311288972,6.641501152542139
2019-05-01,6.6114345607170115,6.6727228846882936
2019-05-15,6.4893556734098485,6.622240862457765
2019-06-01,6.3432628126513215,6.384811815564194
2019-06-15,6.254691216673205,6.338534765106397
2019-07-01,6.336248967105975,6.362476731353213
2019-07-15,,
2019-08-01,,6.408706727896312
2019-08-15,6.547288808941099,6.611258986784031
2019-09-01,6.634236347797868,6.66151572621953
2019-09-15,6.688521001564885,6.659902196259232
2019-10-01,6.5974015371096915,6.656144184987139
2019-10-15,6.593265529262515,6.652579116350448
2019-11-01,6.643630045119263,6.725170132658303
2019-11-15,6.689702350816131,6.743661493188706
2019-12-01,6.68209183025225,6.762529747985074
2019-12-15,6.730434276198684,6.876904962960908
2020-01-01,6.770474300430715,6.514230800690161
2020-01-15,6.6044934926943135,6.476015167921182
2020-02-01,6.594241924221874,6.677733056188251
2020-02-15,6.531994829502916,6.702802940741385
