Date,Kampala,Owino
2016-01-01,6.424434666971581,6.425219904546283
2016-01-15,6.548953959601279,6.55895576741423
2016-02-01,6.500184393944528,6.502364627366297
2016-02-15,6.494874353063846,6.494874353063846
2016-03-01,6.618917840292188,6.618277430407989
2016-03-15,6.6108579266410885,6.605846195190644
2016-04-01,6.4525903644475,6.4525903644475
2016-04-15,6.552406136343881,6.552406136343881
2016-05-01,6.565444617365182,6.583306706487137
2016-05-15,6.614492537642149,6.615933575438553
2016-06-01,6.281417529383605,6.254477586647204
2016-06-15,6.477066337580395,6.477066337580395
2016-07-01,6.436759632406356,6.436759632406356
2016-07-15,6.39447873343113,6.394081671682812
2016-08-01,6.448236165626591,6.457941355652555
2016-08-15,6.540622266593799,6.541643195727906
2016-09-01,6.556107830249778,6.556107830249778
2016-09-15,6.60864234057717,6.589533478879123
2016-10-01,6.577396609166684,6.5743119407576085
2016-10-15,6.398114045424532,6.398114045424532
2016-11-01,6.274648420418857,6.273557312836522
2016-11-15,6.300161239991715,6.300161239991715
2016-12-01,6.461141600786897,6.461141600786897
2016-12-15,6.506716735358224,6.506716735358224
2017-01-01,6.504280558759954,6.503766816133705
2017-01-15,6.540788747110095,6.540788747110095
2017-02-01,6.5395087924460205,6.538853054717605
2017-02-15,6.638017812616077,6.638017812616077
2017-03-01,6.6202616339528095,6.6359067418606585
2017-03-15,6.693659996484432,6.751808050114444
2017-04-01,6.743012470263224,6.750390632850896
2017-04-15,6.788462071485471,6.798991123381322
2017-05-01,6.795052188323606,6.795426603304579
2017-05-15,6.457610625961792,6.477932645340147
2017-06-01,6.29567321599587,6.275183266455148
2017-06-15,6.254304622917901,6.277598763045304
2017-07-01,6.348590414901033,6.37044067943786
2017-07-15,6.431339459747963,6.451455080544969
2017-08-01,6.42795934562421,6.447769105613445
2017-08-15,6.425462546345036,6.4454039239282785
2017-09-01,6.4602948054482185,6.479296931875494
2017-09-15,6.494082567364871,6.513422950125465
2017-10-01,6.483104503385116,6.491903206511004
2017-10-15,6.234672755335146,6.246809878751679
2017-11-01,6.187225085769094,6.200410091507986
2017-11-15,6.097422616313912,6.097921742852849
2017-12-01,6.173064825751855,6.222810650635631
2017-12-15,6.273969872959751,6.341429322524985
2018-01-01,6.263249528729196,6.286661969353938
2018-01-15,6.247874489253032,6.293222309231491
2018-02-01,6.03517053161397,5.9749443426336715
2018-02-15,6.08959064733516,6.08959064733516
2018-03-01,6.089719210280764,6.09620787791807
2018-03-15,6.078305560351269,6.077799615488465
2018-04-01,6.2691793717656585,6.2691793717656585
2018-04-15,6.065927672431015,6.065927672431015
2018-05-01,6.059447919528419,6.00311230054583
2018-05-15,5.937244533949354,5.93608511352962
2018-06-01,5.746454978558903,5.737290303909339
2018-06-15,5.779434433015206,5.7954405532111
2018-07-01,5.830679903144867,5.85039437311795
2018-07-15,5.831546365570914,5.864851360215098
2018-08-01,5.869226387091382,5.869226387091382
2018-08-15,5.852730596523678,5.852730596523678
2018-09-01,6.023432237141434,6.023432237141434
2018-09-15,6.015229998797965,6.014703821464067
2018-10-01,6.020651435457276,6.020651435457276
2018-10-15,5.874903383847323,5.84284145138766
2018-11-01,5.85480216770964,5.847339446508051
2018-11-15,5.714904871582719,5.713477319591533
2018-12-01,5.825810236461387,5.85911523110557
2018-12-15,5.8667251963633555,5.8667251963633555
2019-01-01,6.040662183171701,6.040662183171701
2019-01-15,6.046576699783267,6.047597628917374
2019-02-01,6.081429216198022,6.054468022470003
2019-02-15,6.2170324166826445,6.251620427969974
2019-03-01,6.157397194040704,6.170044155741471
2019-03-15,6.18924878044419,6.235529533008196
2019-04-01,6.271091897581063,6.274307334435037
2019-04-15,6.369587856970138,6.389061966805516
2019-05-01,6.422032375552536,6.456945258824288
2019-05-15,6.418737860900371,6.452777907140362
2019-06-01,6.3256648576115895,6.344497805944682
2019-06-15,6.409434590611459,6.3903324887379735
2019-07-01,6.432292617934824,
2019-07-15,,
2019-08-01,6.476498503301829,
2019-08-15,6.360449731425417,
2019-09-01,6.51024344817173,
2019-09-15,6.510547067972552,
2019-10-01,6.471228222605499,
2019-10-15,6.465689050781964,
2019-11-01,6.351998582235302,
2019-11-15,6.348529039051449,
2019-12-01,6.125947851523352,
2019-12-15,6.1329286031372625,
2020-01-01,6.248141634158375,
2020-01-15,6.351441379945331,
2020-02-01,6.530523181157765,
2020-02-15,6.598400266358889,
