Date,Ngozi,Kigali
2016-01-01,6.102116937636919,6.1758568031995535
2016-01-15,6.028834720029062,6.09073394414007
2016-02-01,5.92122619419895,6.132622644058208
2016-02-15,5.930182834374392,6.195723984372353
2016-03-01,5.997301919080965,6.1679370760627785
2016-03-15,6.080085279967258,6.174606262183899
2016-04-01,6.005313902082904,6.031654838352989
2016-04-15,5.933500328882644,6.180116624955396
2016-05-01,5.928901748804555,6.193356329019902
2016-05-15,5.832381726287005,6.156871420733855
2016-06-01,5.826894749932891,6.178700655037468
2016-06-15,5.993810719415189,6.172196157513219
2016-07-01,5.913976592287441,6.208600841072602
2016-07-15,5.749577396731779,5.864419716163516
2016-08-01,5.835119156857294,5.8467961771826085
2016-08-15,5.908513281514768,5.834357034290819
2016-09-01,5.906778490054323,5.804320609309632
2016-09-15,5.91138181063483,5.8456306081203815
2016-10-01,5.914724628175666,5.839603705507034
2016-10-15,6.0463516042297485,5.8259096205406555
2016-11-01,6.1562859289462635,5.813412032967254
2016-11-15,6.143269121689526,5.868805144568038
2016-12-01,6.239638643431095,6.068554512281822
2016-12-15,6.275433053710585,6.115875193731333
2017-01-01,6.26880949077588,6.070204060158513
2017-01-15,6.233048551417794,5.979594349313185
2017-02-01,6.291324244122646,5.941639031825922
2017-02-15,6.190009375416296,5.892688402286606
2017-03-01,6.080106540280961,5.928026044208325
2017-03-15,6.083595854626639,5.927277427193226
2017-04-01,6.278549747862325,5.90822561402794
2017-04-15,6.277044715576592,5.9270485334741485
2017-05-01,6.265595796077003,5.9172184276019175
2017-05-15,6.281201403477482,5.9154805752237865
2017-06-01,6.075748554299915,5.897768282533173
2017-06-15,6.077610732578964,5.89938549465219
2017-07-01,5.89961513316127,5.915727360489298
2017-07-15,6.018392984072269,5.884104104839399
2017-08-01,5.95475143657423,5.900033324337312
2017-08-15,6.059859588631684,6.108676798474456
2017-09-01,6.149972230191106,6.1067956465374875
2017-09-15,6.143099350156119,6.083262452176841
2017-10-01,6.229229698805654,6.0973959392231665
2017-10-15,6.228869104423331,6.098276775016104
2017-11-01,6.229294545621591,6.121226127128531
2017-11-15,6.319924866041962,6.131955303488407
2017-12-01,6.237235662910681,6.137087596869932
2017-12-15,6.243342928811339,6.135424222444101
2018-01-01,6.24830284061415,6.147040198998871
2018-01-15,6.254981189231674,6.1678032677507515
2018-02-01,5.93648210791234,6.1353745693079285
2018-02-15,5.93868912606712,6.120536102127001
2018-03-01,5.871986130189663,6.070197103384754
2018-03-15,5.872393469021647,6.188511945939813
2018-04-01,5.801812236955429,6.220618544647809
2018-04-15,5.865792788148753,6.121278000307929
2018-05-01,5.719727094610259,6.194666454094312
2018-05-15,5.643382971643061,6.114390555628879
2018-06-01,5.5646538286159455,6.107145710389409
2018-06-15,5.567933976927659,6.096527509615628
2018-07-01,5.739145179503344,5.95832567966896
2018-07-15,5.883119626063513,5.948951265414249
2018-08-01,5.8892268125399205,5.859684103370586
2018-08-15,5.676875716929893,5.704450027419975
2018-09-01,5.767163274813551,5.699985711592233
2018-09-15,5.768670592030551,5.7073554231071855
2018-10-01,5.917726034587793,5.7126011997130615
2018-10-15,5.908180115972894,5.712417802875138
2018-11-01,5.968201480598184,5.709347378025289
2018-11-15,5.9068882957854605,5.712150413001078
2018-12-01,5.9068882957854605,5.7685789367499885
2018-12-15,6.024504345490049,5.806321718115843
2019-01-01,6.018907569523006,5.714974392916642
2019-01-15,5.898069736281122,5.778715697125422
2019-02-01,5.901934983382253,5.919927276580723
2019-02-15,5.894725429555528,5.70804380569503
2019-03-01,6.111845806410822,5.68850401729553
2019-03-15,6.105520464663054,5.827942054429041
2019-04-01,6.092602194811349,5.95376740573558
2019-04-15,6.090356517873804,5.997213569656061
2019-05-01,6.090018822849641,5.936512306067896
2019-05-15,6.15223723321203,6.052946940839047
2019-06-01,6.081504425209332,6.0493481838585055
2019-06-15,5.994140488272787,6.049909399349216
2019-07-01,5.993078061798194,5.987330973901516
2019-07-15,5.9889936469020695,5.920573517390914
2019-08-01,5.98489248111995,5.909532339899531
2019-08-15,6.188880762315532,5.896794022252494
2019-09-01,6.229324184132877,5.80823603718836
2019-09-15,6.224975055420751,5.877369081488164
2019-10-01,6.222292891482121,5.831095324675373
2019-10-15,6.296980019745178,5.812233767390674
2019-11-01,6.372406304816314,5.7913432700809695
2019-11-15,6.363647938984261,5.851939667113648
2019-12-01,6.357064639876909,5.905235201021111
2019-12-15,6.389081600412562,5.82235466383261
2020-01-01,6.340049102102762,5.826678730337116
2020-01-15,6.333582167648364,5.816547353131335
2020-02-01,6.278795714167296,5.686363172841329
2020-02-15,6.2274859072798545,5.65707543746273
