Date,Kampala,Lira
2016-01-01,6.549089386259069,6.436148975078473
2016-01-15,6.57731738494635,6.478206631457466
2016-02-01,6.508516266089075,6.518566601942577
2016-02-15,6.5350117303239434,6.513984363131868
2016-03-01,6.671906240070198,6.564992876650718
2016-03-15,6.609243981810443,6.566218004111513
2016-04-01,6.518885743973179,
2016-04-15,6.551381020928636,
2016-05-01,6.590888743798449,
2016-05-15,6.615933575438553,6.571103559520759
2016-06-01,6.429005350510378,6.4973427750168735
2016-06-15,6.477066337580395,6.497048837167734
2016-07-01,6.415933580826795,6.394664563239303
2016-07-15,6.41956825017436,6.417630640577653
2016-08-01,6.413894752112181,6.435400957333145
2016-08-15,6.5409626921290025,6.48135865213274
2016-09-01,6.556107830249778,6.426573778057876
2016-09-15,6.608326833396764,6.527179066016488
2016-10-01,6.577396609166684,6.413799605024702
2016-10-15,6.398114045424532,6.346535775359762
2016-11-01,6.381882860752918,6.278349306323603
2016-11-15,6.434986174328529,6.251666890053104
2016-12-01,6.500073397992073,6.286941482092109
2016-12-15,6.509105407369265,6.385939813542728
2017-01-01,6.612564378292032,6.4632159964443785
2017-01-15,6.61245173027075,6.503275976301969
2017-02-01,6.607299149439882,6.535238790885068
2017-02-15,6.745817624305464,6.569405482771316
2017-03-01,6.774305041813348,6.700593093584647
2017-03-15,6.8258503343514345,6.564534684224114
2017-04-01,6.821446658547321,6.55597204784259
2017-04-15,6.829929019268972,6.6167693122360465
2017-05-01,6.822144105081133,6.661574292137124
2017-05-15,6.487855737885357,6.516054988073409
2017-06-01,6.424615244241879,6.321415188976355
2017-06-15,6.357738960360644,6.278021149535216
2017-07-01,6.4321771310093,6.323424317453331
2017-07-15,6.471522643595779,6.367155657177179
2017-08-01,6.467893350509074,6.363348068111329
2017-08-15,6.474676016540806,6.361975912353549
2017-09-01,6.498616292278132,6.3579139951856405
2017-09-15,6.618651356660965,6.395805026332744
2017-10-01,6.606987185198222,6.392812303866773
2017-10-15,6.390068687798257,6.293525715563299
2017-11-01,6.372593103411213,6.295145251786876
2017-11-15,6.297843655052759,6.203880881695268
2017-12-01,6.337612621164375,6.223249728579018
2017-12-15,6.404257397307855,6.296693428683594
2018-01-01,6.393921507173515,6.286661969353938
2018-01-15,6.420267192626407,6.338173697093758
2018-02-01,6.440989810081778,6.338144228160699
2018-02-15,6.563914749160479,6.455460139358731
2018-03-01,6.597736688584924,6.487981003885049
2018-03-15,6.604789438391978,6.483939259878529
2018-04-01,6.719797648914258,6.644707197559189
2018-04-15,6.724293251975721,6.60739326454471
2018-05-01,6.70807347665705,6.5686328538369505
2018-05-15,6.376134705826333,6.30130810535935
2018-06-01,6.141810678834342,6.038338737864384
2018-06-15,6.154170225733569,6.017106084892325
2018-07-01,6.134606957780981,6.010643726556405
2018-07-15,6.128450955290582,5.996681677659459
2018-08-01,6.131779170741259,6.051343674657786
2018-08-15,6.115762704359025,6.038973322308375
2018-09-01,6.22424496797063,6.128167557405342
2018-09-15,6.2386891236697295,6.121431822739718
2018-10-01,6.288082666972602,6.175700184496219
2018-10-15,6.223781017326023,6.0276661383997325
2018-11-01,6.138293314353324,5.972722878040985
2018-11-15,6.146186949806263,5.9813210498236495
2018-12-01,6.148032634165344,6.148032634165344
2018-12-15,6.154407268815136,6.154407268815136
2019-01-01,6.309652122611329,6.242174275402044
2019-01-15,6.373813365371398,6.290943887549103
2019-02-01,6.418604935085321,6.297652324667658
2019-02-15,6.446507810833791,6.337387249727399
2019-03-01,6.445987944428703,6.366626203754583
2019-03-15,6.546800532856457,6.403227657108837
2019-04-01,6.596983860325174,6.470444201289956
2019-04-15,6.611633926220768,6.463373999770067
2019-05-01,6.664647080013183,6.5282893502574
2019-05-15,6.64740628814655,6.493439246185936
2019-06-01,6.466583346997119,6.403189041096826
2019-06-15,6.547946551878453,6.468615407132018
2019-07-01,6.569583061182738,6.473899710465941
2019-07-15,,6.479156236656692
2019-08-01,6.611500364290326,6.363039004991827
2019-08-15,6.621799854164206,6.398515368454724
2019-09-01,6.712568781274962,6.51024344817173
2019-09-15,6.737947543206125,6.5450757755170175
2019-10-01,6.716804066874644,6.471228222605499
2019-10-15,6.7156937211808065,6.466997095441979
2019-11-01,6.596293146573491,6.532366059267259
2019-11-15,6.658683967355289,6.531583465061057
2019-12-01,6.71414069027346,6.564379684893274
2019-12-15,6.704143954047514,6.467584308832078
2020-01-01,6.689903082685284,6.495450023834003
2020-01-15,6.714505194170786,6.532791355414375
2020-02-01,6.768159739774541,6.685716070563467
2020-02-15,6.769293127329221,6.68645276785693
