Date,Kisumu,Kampala
2016-01-01,6.51536099454738,6.424434666971581
2016-01-15,6.512443571830001,6.548953959601279
2016-02-01,6.507532552479478,6.500184393944528
2016-02-15,,6.494874353063846
2016-03-01,6.49763756178946,6.618917840292188
2016-03-15,6.501129798384963,6.6108579266410885
2016-04-01,,6.4525903644475
2016-04-15,6.508077896011896,6.552406136343881
2016-05-01,6.510998268439593,6.565444617365182
2016-05-15,6.503620562411661,6.614492537642149
2016-06-01,6.422703271116757,6.281417529383605
2016-06-15,6.418005018978617,6.477066337580395
2016-07-01,6.414844670494473,6.436759632406356
2016-07-15,6.41139489999603,6.39447873343113
2016-08-01,6.411774645994671,6.448236165626591
2016-08-15,6.408525672100433,6.540622266593799
2016-09-01,6.409113110531074,6.556107830249778
2016-09-15,6.480495016088001,6.60864234057717
2016-10-01,6.402905062039947,6.577396609166684
2016-10-15,6.319690382106504,6.398114045424532
2016-11-01,6.312825964012967,6.274648420418857
2016-11-15,6.308189135005908,6.300161239991715
2016-12-01,6.303566032361484,6.461141600786897
2016-12-15,6.374768335556976,6.506716735358224
2017-01-01,6.43879911705772,6.504280558759954
2017-01-15,6.487982225801136,6.540788747110095
2017-02-01,6.48015945940407,6.5395087924460205
2017-02-15,6.50791564290139,6.638017812616078
2017-03-01,6.655991040994017,6.6202616339528095
2017-03-15,6.645696744609984,6.693659996484432
2017-04-01,6.633226580452754,6.743012470263224
2017-04-15,6.627526505122292,6.788462071485471
2017-05-01,6.626635227449874,6.795052188323606
2017-05-15,6.631517038328846,6.457610625961792
2017-06-01,6.453942983455264,6.29567321599587
2017-06-15,6.455382450293878,6.254304622917901
2017-07-01,6.522820826592362,6.348590414901033
2017-07-15,6.386784296043806,6.431339459747963
2017-08-01,6.378622409720845,6.42795934562421
2017-08-15,6.393163144388633,6.425462546345036
2017-09-01,6.464994811842604,6.4602948054482185
2017-09-15,6.466461404450031,6.494082567364871
2017-10-01,6.498346839073698,6.483104503385116
2017-10-15,6.470107635747989,6.234672755335146
2017-11-01,6.467868412881293,6.187225085769094
2017-11-15,6.396204065750183,6.097422616313912
2017-12-01,6.393539707877411,6.173064825751855
2017-12-15,6.385507092158509,6.273969872959751
2018-01-01,6.378976199013695,6.263249528729196
2018-01-15,6.375095254855892,6.247874489253032
2018-02-01,6.3099011402560885,6.03517053161397
2018-02-15,6.302188703028191,6.08959064733516
2018-03-01,6.296067910537139,6.089719210280764
2018-03-15,6.2140649930188205,6.078305560351269
2018-04-01,6.357026691930195,6.2691793717656585
2018-04-15,6.358630095732033,6.065927672431015
2018-05-01,6.323337376677442,6.059447919528419
2018-05-15,6.28675336961144,5.937244533949354
2018-06-01,6.200881361873394,5.746454978558903
2018-06-15,6.207863938226344,5.779434433015206
2018-07-01,6.125196161701164,5.830679903144867
2018-07-15,6.128196459640903,5.831546365570914
2018-08-01,6.167351977894375,5.869226387091382
2018-08-15,6.2050319364392434,5.852730596523678
2018-09-01,6.200813335195003,6.023432237141434
2018-09-15,6.203969359116571,6.015229998797965
2018-10-01,6.207115453879592,6.020651435457276
2018-10-15,6.204671176286215,5.874903383847323
2018-11-01,6.20053440048882,5.85480216770964
2018-11-15,6.188812032580339,5.714904871582719
2018-12-01,6.187249806692381,5.825810236461387
2018-12-15,6.187202434724281,5.8667251963633555
2019-01-01,6.340340187736551,6.040662183171701
2019-01-15,6.1898144964969735,6.046576699783267
2019-02-01,6.197432801761317,6.081429216198022
2019-02-15,6.1897514374836895,6.2170324166826445
2019-03-01,6.183785628282967,6.157397194040704
2019-03-15,6.172368105899941,6.18924878044419
2019-04-01,6.1692779449380435,6.271091897581063
2019-04-15,6.313983213879818,6.369587856970138
2019-05-01,6.453287279525301,6.422032375552536
2019-05-15,6.385002354538578,6.418737860900371
2019-06-01,6.313441609830385,6.3256648576115895
2019-06-15,6.436527977286944,6.409434590611459
2019-07-01,6.459509063569616,6.432292617934824
2019-07-15,6.481973862166198,
2019-08-01,,6.476498503301829
2019-08-15,,6.360449731425417
2019-09-01,,6.51024344817173
2019-09-15,,6.510547067972552
2019-10-01,,6.471228222605499
2019-10-15,,6.465689050781964
2019-11-01,,6.351998582235302
2019-11-15,,6.348529039051449
2019-12-01,,6.125947851523352
2019-12-15,,6.1329286031372625
2020-01-01,,6.248141634158375
2020-01-15,,6.351441379945331
2020-02-01,,6.530523181157765
2020-02-15,,6.598400266358889
