Date,Ruhengeri,Kasese
2016-01-01,,6.508758487035613
2016-01-15,5.813213621947789,6.539900972981392
2016-02-01,5.809899963020098,6.41637566104603
2016-02-15,5.565998630249903,6.270091307803748
2016-03-01,5.540403243665132,6.2438751272113935
2016-03-15,5.612059180749546,6.24103450985885
2016-04-01,5.678922080859996,6.23443811228408
2016-04-15,5.685380660383976,6.259702368792369
2016-05-01,5.827045976287395,6.259461232390936
2016-05-15,5.605813449939738,6.19336299942745
2016-06-01,5.601585196201171,6.198802832593043
2016-06-15,5.494674294856354,6.196332546877046
2016-07-01,5.804549160761584,6.1826058443495855
2016-07-15,5.896911203271378,6.182094873305326
2016-08-01,5.886068239536137,6.17864404255835
2016-08-15,5.969562627875629,6.1752025491778495
2016-09-01,5.725988766039724,6.169816863283081
2016-09-15,5.793144301235133,6.163931282404215
2016-10-01,5.885365371973309,6.158550100342805
2016-10-15,6.023036726185589,6.137140924237273
2016-11-01,6.019248857314792,6.1164181836843134
2016-11-15,6.017624374055705,6.194143045914918
2016-12-01,6.067536700489121,6.1881343478947315
2016-12-15,6.068104917462647,6.187921299127874
2017-01-01,6.068674618106615,6.187708295741125
2017-01-15,5.993772259893822,6.19883111392946
2017-02-01,5.912801970203955,
2017-02-15,5.903901266889405,
2017-03-01,5.959418756616188,6.2314759892196685
2017-03-15,5.956394825763953,6.200955643093525
2017-04-01,5.952275649165432,6.09914651097741
2017-04-15,6.030813243481567,6.13484572968216
2017-05-01,6.035900224312573,6.103526461190315
2017-05-15,6.044198305282314,6.215155640961727
2017-06-01,6.160727962320427,6.225378646200745
2017-06-15,6.1591854203209255,6.226016364544902
2017-07-01,5.76177159343919,6.228437709889332
2017-07-15,5.912575778920711,6.229377816873995
2017-08-01,5.909434098622017,6.22409046109107
2017-08-15,5.905307902819664,6.22066563825476
2017-09-01,5.89071926244637,
2017-09-15,5.885046007533101,6.213780602210712
2017-10-01,6.059003508184932,6.280316604863661
2017-10-15,6.061307584499176,6.246378937137598
2017-11-01,6.071677381470038,6.199506340881629
2017-11-15,6.085435287853515,6.151358447078277
2017-12-01,6.159666166554744,6.0930990441139725
2017-12-15,6.158045356678502,6.039056534663201
2018-01-01,5.7509560227244725,5.763362171362772
2018-01-15,5.903780169615618,5.842409381144868
2018-02-01,5.902458565057477,5.8423799122118085
2018-02-15,5.891147034475059,5.807282233814959
2018-03-01,5.8858695278639335,
2018-03-15,5.754875960864952,
2018-04-01,5.862250120202743,
2018-04-15,5.857796833267144,
2018-05-01,5.850939046591927,5.61053185190278
2018-05-15,5.857831007394825,5.563709162228571
2018-06-01,5.993283549476262,5.636013349760887
2018-06-15,5.937696004520118,5.524629599794531
2018-07-01,5.633588328070851,5.383910988895467
2018-07-15,5.528804922411252,5.453186604227408
2018-08-01,5.709600122925881,5.176079206531437
2018-08-15,5.991774893223915,5.628345580121404
2018-09-01,5.878150919984036,5.693190550270857
2018-09-15,5.861096686347354,5.7981176706960165
2018-10-01,5.866342462953229,5.902868399800893
2018-10-15,5.866568482702396,5.77411707231741
2018-11-01,5.864323480928714,5.491199404962388
2018-11-15,5.868572647754504,5.8569590430692235
2018-12-01,5.900907683408751,5.860350561713563
2018-12-15,5.894875115457288,5.724754935092968
2019-01-01,5.62558865786655,5.858340626377746
2019-01-15,5.570762311305188,5.957985470227687
2019-02-01,5.716099514565805,5.978801689396265
2019-02-15,5.6993354778032455,5.96338541107502
2019-03-01,5.750670923712082,5.920523449914592
2019-03-15,5.705888549649205,6.033927825468742
2019-04-01,5.731178024565783,6.028024938730174
2019-04-15,5.726996139497009,6.074351221965816
2019-05-01,5.758209508868859,6.014149721801372
2019-05-15,5.801774790427058,6.071123447725916
2019-06-01,5.800886824560006,6.215646277211257
2019-06-15,5.828561575156329,6.096919741577207
2019-07-01,,
2019-07-15,,
2019-08-01,5.907267333268679,
2019-08-15,5.763262629627971,
2019-09-01,5.80823603718836,
2019-09-15,5.799037238218257,
2019-10-01,5.757170050978357,
2019-10-15,5.771015811669442,
2019-11-01,5.732502770058035,
2019-11-15,5.785674872420951,
2019-12-01,5.818029138934011,
2019-12-15,5.786700268917317,
2020-01-01,5.75435806875749,
2020-01-15,5.763321038796345,
2020-02-01,5.675781063510792,
2020-02-15,5.614574181422755,
