Date,Nairobi,Kampala
2016-01-01,6.253532300921933,5.470728347419592
2016-01-15,6.253304538611959,5.458969852156508
2016-02-01,6.260044436016196,5.460547710239721
2016-02-15,6.246970290885226,5.456993749154578
2016-03-01,6.237589453539799,5.428510313927199
2016-03-15,6.23413676277972,5.430104293642521
2016-04-01,6.09877443370307,5.461639567537767
2016-04-15,6.131316193506427,5.566097417567529
2016-05-01,6.134762798646367,5.567228546636379
2016-05-15,6.127446251224562,5.595170821967687
2016-06-01,6.120152942198136,5.611889148977269
2016-06-15,6.113878588300459,5.612619207362562
2016-07-01,6.109681433087875,5.911840245564505
2016-07-15,6.107217608175139,5.6792556011719855
2016-08-01,6.107350392399816,5.54276441635688
2016-08-15,6.28882214420791,5.534623610463989
2016-09-01,6.295723167605135,5.533937237081611
2016-09-15,6.292614325884049,5.58418308839212
2016-10-01,6.289515119114008,5.633328596293082
2016-10-15,6.266912176759117,5.653388594799817
2016-11-01,6.26162023913377,5.7656386678618405
2016-11-15,6.273454597026335,5.733866391976621
2016-12-01,6.2679388547183335,5.728602018516291
2016-12-15,6.261223410655661,5.735801902138559
2017-01-01,6.251057492794427,5.731147736751843
2017-01-15,6.230233145309451,5.7298585308937655
2017-02-01,6.224367702249815,5.730052415847992
2017-02-15,6.28477209158718,5.726010375083201
2017-03-01,6.317891007993051,5.720502665874353
2017-03-15,6.2991202759365,5.811989948718504
2017-04-01,6.308411055063845,5.790089578940895
2017-04-15,6.375445252063623,5.958899158256917
2017-05-01,6.376084879394346,6.102029828334253
2017-05-15,6.532308658621877,6.109099196459389
2017-06-01,6.591699853506847,6.033060576314948
2017-06-15,6.582862258287834,5.798513035977917
2017-07-01,6.549287399780526,5.676134973936596
2017-07-15,6.568680282110603,5.719883455785202
2017-08-01,6.541947465824144,5.623736305825427
2017-08-15,6.575182723224684,5.528757383475383
2017-09-01,6.60223928890192,5.6189089775824845
2017-09-15,6.452818628046244,5.7011708566512205
2017-10-01,6.457360249046529,5.5896642280924995
2017-10-15,6.4264567850272565,5.600378535003355
2017-11-01,6.507873747494992,5.4036072545508675
2017-11-15,6.455627486220984,5.508936755458621
2017-12-01,6.477722744858338,5.400951363887112
2017-12-15,6.44157001565702,5.405414085303052
2018-01-01,6.458906603918851,5.341019025467256
2018-01-15,6.391696141330559,5.398856937986302
2018-02-01,6.314520086112383,5.398827469053243
2018-02-15,6.402750076415144,5.501201391272897
2018-03-01,6.337001217492534,5.331933353342541
2018-03-15,,5.3284461754094945
2018-04-01,,5.320655145316519
2018-04-15,,5.37278049187107
2018-05-01,6.019775118693772,5.307211822598467
2018-05-15,6.020252119239107,5.245255431110037
2018-06-01,5.99124450939855,5.225047245462376
2018-06-15,6.1207007816204255,4.918493796224216
2018-07-01,5.968766018839951,4.922703897779067
2018-07-15,5.821907780549079,5.235160533260355
2018-08-01,5.826505813490167,5.110232640733851
2018-08-15,5.853941276007686,5.090235997406944
2018-09-01,5.847703457420768,4.840078720018234
2018-09-15,5.824017987128114,4.734190940015797
2018-10-01,5.84972477568628,4.743484072790689
2018-10-15,5.853008774171027,4.837486656206132
2018-11-01,5.795069292380656,4.929799495233464
2018-11-15,5.79683785421319,5.097291180167716
2018-12-01,5.856860725024573,5.098210509666667
2018-12-15,5.857475586242599,4.949208222765956
2019-01-01,5.839130022670002,5.167659538312995
2019-01-15,5.8445791434676355,5.267067944995011
2019-02-01,5.8616236951378795,5.302970958847781
2019-02-15,5.890392835370073,5.359091567870766
2019-03-01,5.8703894503921665,5.344647141107389
2019-03-15,5.869841901477508,5.340780644908796
2019-04-01,5.887136052861878,5.3849382601271465
2019-04-15,5.90094640924076,5.40823271379379
2019-05-01,5.876399905081218,5.864484127981471
2019-05-15,5.884326862045562,5.834407818866163
2019-06-01,5.85675828522802,5.867905353820933
2019-06-15,5.743380796726998,5.700038377160435
2019-07-01,6.138752389225789,5.615845094691474
2019-07-15,6.421349240349763,
2019-08-01,6.351704464092,5.422650721538611
2019-08-15,6.411891381764412,5.223026601671128
2019-09-01,6.306914227860388,5.253389207250436
2019-09-15,6.306206124427684,5.285013504540038
2019-10-01,6.3021720748200005,5.336103414720988
2019-10-15,6.3020303989901905,5.3565503491268665
2019-11-01,6.308966718409259,5.481495533484364
2019-11-15,6.30824225140664,5.510474737547807
2019-12-01,6.224201737333471,5.528609313850247
2019-12-15,6.103421273535147,5.578517035568579
2020-01-01,6.094600745182812,5.615425469944242
2020-01-15,6.094080940705022,5.432963261125375
2020-02-01,6.092705343597534,5.383303193424278
2020-02-15,6.089580991601313,5.269516812452338
