Date,Owino,Kampala
2016-01-01,6.549089386259068,6.549089386259068
2016-01-15,6.577317384946351,6.577317384946351
2016-02-01,6.518566601942577,6.508516266089075
2016-02-15,6.535536160018683,6.5350117303239434
2016-03-01,6.677355844837763,6.671906240070198
2016-03-15,6.605846195190644,6.609243981810443
2016-04-01,6.540388189406946,6.518885743973179
2016-04-15,6.552406136343881,6.551381020928636
2016-05-01,6.591873480460989,6.590888743798449
2016-05-15,6.615933575438553,6.615933575438553
2016-06-01,6.449038453929686,6.429005350510378
2016-06-15,6.477066337580395,6.477066337580395
2016-07-01,6.437522699974859,6.415933580826795
2016-07-15,6.44215294216079,6.41956825017436
2016-08-01,6.436160547191164,6.413894752112181
2016-08-15,6.5423232365565624,6.5409626921290025
2016-09-01,6.556107830249778,6.556107830249778
2016-09-15,6.589533478879123,6.608326833396764
2016-10-01,6.5743119407576085,6.577396609166684
2016-10-15,6.398114045424532,6.398114045424532
2016-11-01,6.381882860752917,6.381882860752917
2016-11-15,6.43848880487973,6.434986174328528
2016-12-01,6.500073397992073,6.500073397992073
2016-12-15,6.509105407369265,6.509105407369265
2017-01-01,6.6114883655834955,6.612564378292032
2017-01-15,6.61245173027075,6.61245173027075
2017-02-01,6.607299149439882,6.607299149439882
2017-02-15,6.749134376931457,6.745817624305464
2017-03-01,6.788620214694112,6.774305041813348
2017-03-15,6.867545437902375,6.8258503343514345
2017-04-01,6.861353697393771,6.821446658547321
2017-04-15,6.856648166002482,6.829929019268972
2017-05-01,6.848876293235224,6.822144105081133
2017-05-15,6.515723917055652,6.487855737885357
2017-06-01,6.443179353104459,6.424615244241879
2017-06-15,6.369176518407709,6.357738960360644
2017-07-01,6.451225325979993,6.432177131009299
2017-07-15,6.491195409194483,6.471522643595779
2017-08-01,6.4869349505875125,6.467893350509074
2017-08-15,6.484474118132993,6.474676016540806
2017-09-01,6.516910499473327,6.498616292278132
2017-09-15,6.618651356660965,6.618651356660965
2017-10-01,6.615360439861219,6.606987185198222
2017-10-15,6.39917401875369,6.390068687798257
2017-11-01,6.382430488835728,6.372593103411213
2017-11-15,6.299680577704196,6.297843655052759
2017-12-01,6.35930208488863,6.337612621164375
2017-12-15,6.424592157534765,6.404257397307855
2018-01-01,6.413767803545446,6.393921507173515
2018-01-15,6.459265399242641,6.420267192626407
2018-02-01,6.460625784598636,6.440989810081778
2018-02-15,6.566099178177021,6.563914749160479
2018-03-01,6.602245940175688,6.597736688584924
2018-03-15,6.620500447784904,6.604789438391978
2018-04-01,6.734581445098495,6.719797648914258
2018-04-15,6.745720776779637,6.724293251975721
2018-05-01,6.722959450631854,6.70807347665705
2018-05-15,6.386170099468836,6.376134705826333
2018-06-01,6.1455842682179815,6.141810678834342
2018-06-15,6.172172096591272,6.154170225733569
2018-07-01,6.157100877128949,6.134606957780981
2018-07-15,6.153768763274872,6.128450955290582
2018-08-01,6.156908459543163,6.131779170741259
2018-08-15,6.140722794578813,6.115762704359025
2018-09-01,6.223818801333028,6.22424496797063
2018-09-15,6.216999989388145,6.2386891236697295
2018-10-01,6.309119362566396,6.288082666972602
2018-10-15,6.223781017326023,6.223781017326023
2018-11-01,6.137826569887441,6.138293314353324
2018-11-15,6.1471133046663935,6.146186949806263
2018-12-01,6.148032634165344,6.148032634165344
2018-12-15,6.154407268815136,6.154407268815136
2019-01-01,6.2906039276406345,6.309652122611329
2019-01-15,6.373813365371398,6.373813365371398
2019-02-01,6.418604935085321,6.418604935085321
2019-02-15,6.455001152190991,6.446507810833791
2019-03-01,6.445987944428703,6.445987944428703
2019-03-15,6.546800532856458,6.546800532856458
2019-04-01,6.602490322579463,6.596983860325174
2019-04-15,6.626953374754281,6.611633926220768
2019-05-01,6.680488463777335,6.664647080013184
2019-05-15,6.671897308154846,6.64740628814655
2019-06-01,6.492660443927318,6.466583346997119
2019-06-15,6.558265308079828,6.547946551878453
2019-07-01,,6.569583061182738
2019-07-15,,
2019-08-01,,6.611500364290326
2019-08-15,,6.621799854164206
2019-09-01,,6.712568781274962
2019-09-15,,6.7379475432061255
2019-10-01,,6.716804066874644
2019-10-15,,6.715693721180806
2019-11-01,,6.596293146573491
2019-11-15,,6.658683967355289
2019-12-01,,6.71414069027346
2019-12-15,,6.704143954047514
2020-01-01,,6.689903082685284
2020-01-15,,6.714505194170786
2020-02-01,,6.768159739774541
2020-02-15,,6.769293127329221
