Date,Kampala,Lira
2016-01-01,6.797703299801299,6.73464196363447
2016-01-15,6.767859774885163,6.70138633216929
2016-02-01,6.777904312992352,6.66698660706085
2016-02-15,6.768072718295499,6.662404368250141
2016-03-01,6.79728365343428,6.712946789940466
2016-03-15,6.801450297836939,6.722118903507407
2016-04-01,6.7803388590375375,
2016-04-15,6.804630896958932,
2016-05-01,6.850090250237013,
2016-05-15,6.854761481672814,6.757988539003953
2016-06-01,6.730229919679549,6.731512427871016
2016-06-15,6.691881727850796,6.728217653680537
2016-07-01,6.71369716557516,6.745590529351113
2016-07-15,6.68255771003577,6.715923403879571
2016-08-01,6.6585445086473545,6.680787685980776
2016-08-15,6.673387277778334,6.67576964936374
2016-09-01,6.669579553199765,6.668386947214642
2016-09-15,6.715641890832525,6.697623385329847
2016-10-01,6.711029309676086,6.697464455431219
2016-10-15,6.751729402537795,6.704187440847737
2016-11-01,6.732031854731596,6.684248913678229
2016-11-15,6.5989813912322735,6.581908576923682
2016-12-01,6.6429563529729885,6.595790037382715
2016-12-15,6.6996863311358,6.61599849037687
2017-01-01,6.678983140193819,6.61271799992226
2017-01-15,6.6590830115524895,6.61245173027075
2017-02-01,6.661833739512934,6.6115778845739985
2017-02-15,6.695677712426985,6.606746473179412
2017-03-01,6.775205768889622,6.634427232787701
2017-03-15,6.822795777635917,6.753383267032442
2017-04-01,6.81420691896807,6.779370668664623
2017-04-15,6.830170769542119,6.859938415739269
2017-05-01,6.833619739863409,6.968891150327122
2017-05-15,6.815215125447011,6.9091968761185525
2017-06-01,6.792577888072415,6.865173763163834
2017-06-15,6.7891845540846925,6.921829028690987
2017-07-01,6.802313314191814,6.8704788795157805
2017-07-15,6.816522870817105,6.870577099759349
2017-08-01,6.8412752096780824,6.865286823287116
2017-08-15,6.823338291654072,6.809592370749438
2017-09-01,6.828931407134244,6.80253046041779
2017-09-15,6.839175547029991,6.800774717041625
2017-10-01,6.8238649008539705,6.797284856062186
2017-10-15,6.757549329050427,6.78584228290417
2017-11-01,6.746775490723683,6.671429464873556
2017-11-15,6.776112319585729,6.67253710449417
2017-12-01,6.7724008178518655,6.683936605849349
2017-12-15,6.79121031440766,6.732732116820645
2018-01-01,6.779138454451733,6.806045907371657
2018-01-15,6.7579266180726325,6.729409316097957
2018-02-01,6.757639184479301,6.728317712173915
2018-02-15,6.754222657587084,6.72380604951877
2018-03-01,6.747703532595385,6.718761759868983
2018-03-15,6.744018639932947,6.716345244014687
2018-04-01,6.829033623992183,6.789641222281523
2018-04-15,6.839666860321264,6.8136789870258125
2018-05-01,6.832085953122172,6.805475249509322
2018-05-15,6.868029940388789,6.80437423335443
2018-06-01,6.836374624684397,6.785056492055889
2018-06-15,6.749535613786933,6.710787310858822
2018-07-01,6.7365115042288854,6.710208041436984
2018-07-15,6.688202400826429,6.630692835365181
2018-08-01,6.6882933447007735,6.627026971895464
2018-08-15,6.673537436235919,6.61767894313943
2018-09-01,6.702152937991156,6.6880513340868415
2018-09-15,6.708640164237795,6.707851002024013
2018-10-01,6.768362238389773,6.714846285049665
2018-10-15,6.784374800449423,6.71768342595075
2018-11-01,6.788292340766275,6.722600088969929
2018-11-15,6.760294935069912,6.6462036722139635
2018-12-01,6.7632182732555775,6.649929627187033
2018-12-15,6.795680491078833,6.741989664489704
2019-01-01,6.788850769199765,6.7343236347638085
2019-01-15,6.790991638143216,6.736654824225794
2019-02-01,6.611187775945774,6.626156391639695
2019-02-15,6.603141149840569,6.561443626298969
2019-03-01,6.624840730862728,6.55066702905505
2019-03-15,6.641552832590525,6.546800532856457
2019-04-01,6.678166016494928,6.6047997924281265
2019-04-15,6.751718982421796,6.685986906338474
2019-05-01,6.748201880990163,6.710404103204066
2019-05-15,6.748460022259219,6.709876556220062
2019-06-01,6.736943200844543,6.709348194898656
2019-06-15,6.722714740107661,6.7040999316654295
2019-07-01,6.6917576709008335,6.703069655055854
2019-07-15,,6.702038315881557
2019-08-01,6.626811125527418,6.546580818191011
2019-08-15,6.607035247510162,6.542038955707696
2019-09-01,6.608860169954498,6.508357248304117
2019-09-15,6.609045953359949,6.541432784238517
2019-10-01,6.635017531270527,6.470576119550112
2019-10-15,6.630626519223781,6.466997095441979
2019-11-01,6.686167394112799,6.462761753948969
2019-11-15,6.684163052656274,6.463375215034524
2019-12-01,6.71414069027346,6.497322270736219
2019-12-15,6.718898737112983,6.6022514199205276
2020-01-01,6.713530273191666,6.624948674662949
2020-01-15,6.714505194170786,6.627770098437231
2020-02-01,6.766719854716554,6.626717729801511
2020-02-15,6.68541164334852,6.533861745221318
