Date,Tororo,Kisumu
2016-01-01,6.296387032703314,6.57967627648322
2016-01-15,6.320586014466734,6.581771395589386
2016-02-01,6.344213214797799,6.51955563150128
2016-02-15,6.363161473397284,6.506454783744106
2016-03-01,6.481904996602015,6.49763756178946
2016-03-15,6.429551051454128,6.56211437540951
2016-04-01,,6.559350383693245
2016-04-15,,6.57669190786181
2016-05-01,,6.579237560388245
2016-05-15,6.1874863909384645,6.572330308188907
2016-06-01,6.2517202319590135,6.49662038536361
2016-06-15,6.357125011186533,6.49167602367946
2016-07-01,6.342784438973655,6.487805195591718
2016-07-15,6.3932870748988515,6.484214794906284
2016-08-01,6.388736192476026,6.411774645994671
2016-08-15,6.47410698873742,6.483181679561344
2016-09-01,6.512793301594033,6.482892873065308
2016-09-15,6.547504969030527,6.480495016088001
2016-10-01,6.541587156469973,6.478106288921558
2016-10-15,6.441994004612874,6.4731300771899845
2016-11-01,6.374409866289913,6.46673891651235
2016-11-15,6.294226504471901,6.462577683530768
2016-12-01,6.289492503883714,6.456287119379148
2016-12-15,6.394385161243428,6.4491520556788045
2017-01-01,6.540097754301309,6.570617331318143
2017-01-15,6.577578956256621,6.670303782595091
2017-02-01,6.6115778845739985,6.661800975369369
2017-02-15,6.638905517956219,6.657465591642711
2017-03-01,6.641214923006386,6.945634173046122
2017-03-15,6.825240168977693,6.932957498327916
2017-04-01,6.834685450311611,6.92013326781652
2017-04-15,6.843377829081585,6.91407831466765
2017-05-01,6.848876293235224,6.912485152253639
2017-05-15,6.55213886379743,6.918917142641159
2017-06-01,6.319800331943955,6.518227407272195
2017-06-15,6.32383068556651,6.521788702681593
2017-07-01,6.367735363778243,6.584721772768402
2017-07-15,6.368444483235205,6.51976849303224
2017-08-01,6.363348068111329,6.448006211627161
2017-08-15,6.402890709992056,6.643188497402409
2017-09-01,6.39953937633255,6.6500181602159065
2017-09-15,6.51408323407154,6.653739042575744
2017-10-01,6.510595339523157,6.53518460689575
2017-10-15,6.421128797400659,6.650732839293765
2017-11-01,6.29596660706919,6.650189969675248
2017-11-15,6.203880881695268,6.400567709037956
2017-12-01,6.222371379818112,6.39645091808487
2017-12-15,6.296693428683594,6.5179429944415945
2018-01-01,6.286661969353938,6.478920614188919
2018-01-15,6.293222309231491,6.508444680415951
2018-02-01,6.338144228160699,6.518119041353622
2018-02-15,6.493716170514268,6.509924588244713
2018-03-01,6.524300611548169,6.50303189297508
2018-03-15,6.520355067806187,6.498831004249888
2018-04-01,6.644707197559189,6.492168534934097
2018-04-15,6.542805529109412,6.493583963703098
2018-05-01,,6.490027226012597
2018-05-15,6.30130810535935,6.490754626020756
2018-06-01,6.00530430091895,6.358492872173264
2018-06-15,6.022433748000113,6.36296813421643
2018-07-01,6.06290222022528,6.365316822954006
2018-07-15,5.986883014610757,6.329526296595157
2018-08-01,6.050321702162092,6.21427134449893
2018-08-15,6.0338106882295675,6.205865617187821
2018-09-01,6.0801275808179795,6.353534422212668
2018-09-15,6.1204853011356875,6.204790482645907
2018-10-01,6.126011951115102,6.207115453879592
2018-10-15,6.024536245390805,6.208015661009062
2018-11-01,5.911409693228261,6.346716910666902
2018-11-15,5.921652255211821,6.341263476654637
2018-12-01,5.924889082851135,6.339461562014965
2018-12-15,6.0478205114340655,6.407295653220867
2019-01-01,6.146022698829527,6.343956828206739
2019-01-15,6.246782991763333,6.342045789938428
2019-02-01,6.253849702009266,6.485114874213098
2019-02-15,6.359961571765939,6.344612596914546
2019-03-01,6.372508573657649,6.469188615525719
2019-03-15,6.364233547174291,6.45838072888218
2019-04-01,6.530603093066148,6.456960017389824
2019-04-15,6.496239502871641,6.449801859435565
2019-05-01,,6.571208675610823
2019-05-15,,6.5680998355525855
2019-06-01,6.385439196322043,6.564438980404133
2019-06-15,6.468615407132018,6.555150291213322
2019-07-01,,
2019-07-15,,
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
