Date,Kamembe,Ruhengeri
2016-01-01,,
2016-01-15,,6.1496858585690015
2016-02-01,,6.056300376498575
2016-02-15,,6.036932924988593
2016-03-01,,6.011591005672084
2016-03-15,,6.208951377524065
2016-04-01,,6.37370726342418
2016-04-15,,6.421562369717449
2016-05-01,,6.444616316274036
2016-05-15,,6.298083052558324
2016-06-01,,6.294294068623483
2016-06-15,,6.162304880034476
2016-07-01,,6.236038042291054
2016-07-15,,6.233566104976668
2016-08-01,,6.291961155137457
2016-08-15,,6.383578118429606
2016-09-01,,6.360800369586706
2016-09-15,,6.373399263296248
2016-10-01,,6.426962654406053
2016-10-15,,6.447141375171047
2016-11-01,,6.509501834581397
2016-11-15,,6.522731611974701
2016-12-01,,6.551947251484816
2016-12-15,,6.553847944347396
2017-01-01,,6.292634162938155
2017-01-15,,6.374879493180546
2017-02-01,,6.45087157378025
2017-02-15,,6.443191151810789
2017-03-01,,6.442376201211883
2017-03-15,,6.443768788494894
2017-04-01,6.346257022997133,6.515515485816363
2017-04-15,6.255188069320304,6.518057033817434
2017-05-01,6.154823380945268,6.521250074688369
2017-05-15,6.159742208330838,6.526788713120543
2017-06-01,6.042773208624642,6.528241392978615
2017-06-15,6.043120302970567,6.527121795876571
2017-07-01,6.0444959670451395,6.270001764617799
2017-07-15,6.043398828931567,6.309820053884018
2017-08-01,6.100006126870855,6.3051048091378945
2017-08-15,6.256489932812973,6.438948204351826
2017-09-01,6.248098183886897,6.430693375926778
2017-09-15,6.338202777573049,6.423847100351146
2017-10-01,6.411904215356539,6.4156784521236645
2017-10-15,6.421148966864277,6.416990956715614
2017-11-01,6.140935821940094,6.428153102377929
2017-11-15,6.153501804480335,6.442110231792247
2017-12-01,6.159666166554744,6.447115653821153
2017-12-15,6.039446517702006,6.446658961568394
2018-01-01,6.040736731833174,6.44550278363884
2018-01-15,5.903780169615618,6.311640488449736
2018-02-01,5.895246995341916,6.097670731682509
2018-02-15,5.891147034475059,6.024075835939438
2018-03-01,5.8858695278639335,6.0187983293283125
2018-03-15,5.874018616037375,6.007248030703994
2018-04-01,5.862250120202743,6.11356454848365
2018-04-15,5.911991483655146,6.110992729647756
2018-05-01,5.850939046591927,6.166741428388842
2018-05-15,5.857831007394825,6.109684664591467
2018-06-01,5.85133137678565,6.17168423152698
2018-06-15,5.715401469812731,6.0002506791802075
2018-07-01,5.714933967524803,5.932379497724375
2018-07-15,5.724966553248536,5.859899487798347
2018-08-01,5.7180867368032,6.111270160065494
2018-08-15,5.798460661882215,6.10991513552814
2018-09-01,5.699267578706793,6.210093202472783
2018-09-15,5.828634410202692,6.21703425775667
2018-10-01,5.863882437112367,6.222280034362545
2018-10-15,5.8653361966561315,6.223243426641129
2018-11-01,6.114812486133453,6.220750869475664
2018-11-15,6.116167294932878,6.265752704328562
2018-12-01,6.126214957168272,6.32505006800594
2018-12-15,6.1175342879778185,6.317147341881834
2019-01-01,5.874081712383829,6.115596876549018
2019-01-15,5.806886574092119,6.083595967874424
2019-02-01,5.783351741574972,6.050499211585045
2019-02-15,5.853069577745288,6.103828296092471
2019-03-01,5.842238117237573,6.0929968355847555
2019-03-15,5.830464123861751,6.088751108629726
2019-04-01,5.95376740573558,6.135719345079384
2019-04-15,6.1696200310578195,6.150760019857685
2019-05-01,6.254762640460417,6.159208329963582
2019-05-15,6.077542376421421,6.186976217466884
2019-06-01,5.959423476330518,6.197768188976779
2019-06-15,5.93112586335925,6.049909399349216
2019-07-01,,6.1288587287986385
2019-07-15,,6.202028567173874
2019-08-01,,6.19919209345925
2019-08-15,,6.201098536878158
2019-09-01,,6.205457075521442
2019-09-15,,6.195407616420538
2019-10-01,,6.180379604385593
2019-10-15,,6.167363575228331
2019-11-01,,6.143005672196157
2019-11-15,,6.3131874149719565
2019-12-01,,6.402695676499886
2019-12-15,,6.4962618639119585
2020-01-01,,6.5818175869250295
2020-01-15,,6.447831521623699
2020-02-01,,6.443843261296628
2020-02-15,,6.435106453758529
