Date,Nairobi,Machakos
2016-01-01,6.976395953810355,7.203495633283781
2016-01-15,6.9644286955730585,7.051440072562689
2016-02-01,6.969037625026219,7.015992517815172
2016-02-15,6.872958698013008,6.9586365192124084
2016-03-01,6.891196321007663,6.949589746913631
2016-03-15,6.850134914610164,6.944983520439066
2016-04-01,6.849735160492912,6.847708817347679
2016-04-15,6.8645397490665605,6.865036890513538
2016-05-01,6.915992455889184,6.867249393766345
2016-05-15,6.955187404001223,6.860012380640688
2016-06-01,6.948831064537871,6.85577364531681
2016-06-15,6.944306600230055,6.943402849603698
2016-07-01,6.942049186344503,6.942049186344503
2016-07-15,6.946164689344923,6.938045564906418
2016-08-01,6.9462269934952445,6.936089831272608
2016-08-15,6.943163750346061,6.934130265248393
2016-09-01,6.9450421241959,6.9351365952064965
2016-09-15,6.941933282474813,6.932488370885018
2016-10-01,6.9386100362728955,6.929833114845796
2016-10-15,6.934382869273539,7.012008031304075
2016-11-01,6.927921658868566,7.005973144572913
2016-11-15,6.92254178779225,7.000503329261961
2016-12-01,6.916948244452567,6.906970837420569
2016-12-15,6.909702542280784,6.900615701018805
2017-01-01,6.912848604823,6.891995627987074
2017-01-15,6.879978348189089,6.86165474610844
2017-02-01,6.813519155821566,6.866175378769005
2017-02-15,6.742404429030368,6.8576485135248175
2017-03-01,6.7434696858768275,6.857018578914012
2017-03-15,6.7309748971348045,6.846520602884505
2017-04-01,6.937123713238327,6.834947252322877
2017-04-15,6.723580933077895,6.917465278108666
2017-05-01,6.862594086080313,6.913753919605064
2017-05-15,6.918917142641159,6.918917142641159
2017-06-01,6.734997450714313,6.988866158800316
2017-06-15,6.764585191897196,6.840473727891594
2017-07-01,6.839996602265405,6.842550882070501
2017-07-15,6.847582666910338,6.838570474197825
2017-08-01,6.7840875178290085,6.737567502194116
2017-08-15,6.826732031130862,6.88777101187092
2017-09-01,6.8919829141380236,6.851544882626548
2017-09-15,6.754143476901811,
2017-10-01,6.737814618376857,
2017-10-15,6.736894959332139,
2017-11-01,6.736492478697291,
2017-11-15,6.7518580805548085,
2017-12-01,6.731676530817233,
2017-12-15,6.73286872857899,
2018-01-01,6.713360752204424,
2018-01-15,6.716442261281928,6.448058883581744
2018-02-01,6.820726764022079,6.454081647763497
2018-02-15,6.8266658924364245,6.44111094428759
2018-03-01,6.795454701147532,6.438242399317682
2018-03-15,,6.672984121029003
2018-04-01,,6.664216387777751
2018-04-15,,6.668310415578933
2018-05-01,6.65984862004232,6.6603725917598355
2018-05-15,6.659054816764169,6.585838074161033
2018-06-01,6.360634965102319,6.2835597947718185
2018-06-15,6.365110227145485,6.248752708480322
2018-07-01,6.499832687846701,6.210688474142265
2018-07-15,6.438290944897186,6.139913583328657
2018-08-01,6.436750223139949,6.152607977393292
2018-08-15,6.429675613045191,6.199176629037024
2018-09-01,6.4219548838385405,6.280856042868541
2018-09-15,6.477993233832854,6.28329354413385
2018-10-01,6.493962453213951,6.360072958526515
2018-10-15,6.430157040868091,6.359539473654137
2018-11-01,6.423004324293556,6.35612704163298
2018-11-15,6.389637060938853,6.411615967657628
2018-12-01,6.448309439533206,6.339461562014965
2018-12-15,6.476152738164056,6.342078014909487
2019-01-01,6.4769465579129,6.474780445172006
2019-01-15,6.41964703596198,6.591918256902433
2019-02-01,6.4209079730420875,6.59902086264247
2019-02-15,6.508657350387003,6.649545581237234
2019-03-01,6.592006318184378,6.644014821801107
2019-03-15,6.553918725067488,6.634837166223737
2019-04-01,6.456960017389824,6.573631324193517
2019-04-15,6.460717296052026,6.718010507218355
2019-05-01,6.6746858472233495,6.769814555291399
2019-05-15,6.863783054289599,6.76508709974917
2019-06-01,6.8543383486645615,6.809320131517678
2019-06-15,6.921842013395526,6.921842013395526
2019-07-01,6.923450998784079,6.911256544077335
2019-07-15,6.918950045320755,6.900557822703477
2019-08-01,6.9755659902614235,6.905179650127709
2019-08-15,6.974806897716756,6.909780214499683
2019-09-01,6.921444217738019,6.8191653686176
2019-09-15,6.917661375862936,6.857713115249154
2019-10-01,6.779293171834601,6.987016774735873
2019-10-15,6.779838253727508,7.101499171687513
2019-11-01,6.845138358506392,7.046933534015064
2019-11-15,6.8481759593307014,
2019-12-01,6.847103084076553,
2019-12-15,6.850003535551118,
2020-01-01,6.846391191969041,
2020-01-15,6.842472292560199,
2020-02-01,6.844251100331429,
2020-02-15,6.841224378842866,
