Date,Kabale,Mulindi
2016-01-01,6.245093738315764,6.150907484151605
2016-01-15,6.244611863435965,6.121995058423815
2016-02-01,6.244129756240817,6.1170602156771245
2016-02-15,6.290840811817658,6.067845518050618
2016-03-01,6.335510487932264,6.047620469251302
2016-03-15,,6.044219076808827
2016-04-01,,6.037398679532242
2016-04-15,6.458665762001333,6.086493204493299
2016-05-01,6.4598407767644135,6.098340079556203
2016-05-15,6.492454347237289,6.053082526414337
2016-06-01,6.425919167733366,6.0619013872912175
2016-06-15,6.354639508664222,6.038102176969498
2016-07-01,6.3423650638364535,6.050592344391332
2016-07-15,6.34441741631386,6.071315740003134
2016-08-01,6.291832386836424,6.066462394512732
2016-08-15,6.339535338035108,6.05481602023436
2016-09-01,6.382294700216961,6.063518644219073
2016-09-15,6.467965152994443,6.2852417543759955
2016-10-01,6.414181357272133,6.30139538940169
2016-10-15,6.302417093230934,6.297856884994962
2016-11-01,6.251481361137323,6.263490237593637
2016-11-15,6.207215127482271,6.267631224141392
2016-12-01,6.238087458923326,6.261333239759951
2016-12-15,6.300679198581584,6.256186273341235
2017-01-01,6.336743874901613,6.235571704574938
2017-01-15,6.381474639167245,6.22783468971367
2017-02-01,6.422831340097386,6.208062044527821
2017-02-15,6.46664849389813,6.1410310601783555
2017-03-01,6.455947855982674,6.154353587295888
2017-03-15,6.5211481450910345,6.152237509433833
2017-04-01,6.519273661151749,6.148768871707904
2017-04-15,6.533179527179248,6.1506475619085075
2017-05-01,6.561115359539761,6.163897853378675
2017-05-15,6.439371961912164,6.179008306954575
2017-06-01,6.316562773470521,6.168481706982094
2017-06-15,6.228681848131042,5.992423069182094
2017-07-01,6.2275476341741385,5.9911711151091325
2017-07-15,6.2522058494301955,5.972718688585244
2017-08-01,6.296348883943665,5.914101551669513
2017-08-15,6.316891171599328,5.902974179473444
2017-09-01,6.333665642475285,5.917356621974669
2017-09-15,6.353310013483789,6.017697763683958
2017-10-01,6.472511545969356,6.018059196986646
2017-10-15,6.336188120751575,6.023433832963062
2017-11-01,6.198601772751202,6.022687994269765
2017-11-15,6.038294627353539,6.018778121855658
2017-12-01,6.035469931277337,6.006677601907663
2017-12-15,6.151894311212729,5.988870920090783
2018-01-01,6.191351789549613,5.816019616071534
2018-01-15,6.246154798373506,5.829118640846597
2018-02-01,5.97381503703652,6.031488824801207
2018-02-15,6.060041885203856,6.061347230736669
2018-03-01,6.027215006431119,6.073198606388511
2018-03-15,6.0788112493633095,6.054728568936988
2018-04-01,6.223056765030007,6.1257312872435286
2018-04-15,5.8852374373691445,6.110992729647756
2018-05-01,5.939870241677762,6.177304906898411
2018-05-15,5.938402611669982,6.107796089903599
2018-06-01,5.776184095030613,5.907532656485393
2018-06-15,5.764174699686736,5.8414794117826725
2018-07-01,,5.767504854534141
2018-07-15,,5.766181177551998
2018-08-01,5.727256125820995,5.8121156864514765
2018-08-15,5.71029759625086,5.8010580659399
2018-09-01,5.841110680347479,5.768643518576133
2018-09-15,5.834065058504329,5.787177696524346
2018-10-01,5.839586949853373,5.80556426669128
2018-10-15,5.84284145138766,5.836566232398598
2018-11-01,5.846090227107619,5.899585492897094
2018-11-15,5.63319648833073,6.0198904644974585
2018-12-01,5.454885453605399,6.053509975829879
2018-12-15,5.928502556059598,6.03999168241704
2019-01-01,5.791989764353634,6.054547407216103
2019-01-15,5.8993816846099305,5.926431724741902
2019-02-01,5.870525719778315,6.04425569494536
2019-02-15,6.050212405285479,6.018584016222861
2019-03-01,6.091645816477923,6.022474167540506
2019-03-15,6.1388784210552405,6.009842647209202
2019-04-01,6.181882234368736,6.0488759929578295
2019-04-15,6.345259344147123,6.015024412402308
2019-05-01,6.346463948273922,6.030397839248848
2019-05-15,6.261581745912932,6.010214091253079
2019-06-01,6.262089117465058,6.018888976373797
2019-06-15,6.276203483260201,5.9794869350526705
2019-07-01,6.276877114966187,5.959979437109077
2019-07-15,,
2019-08-01,6.278223018565633,
2019-08-15,6.277290899884929,5.8990641707870335
2019-09-01,6.320608783510682,5.935280920583276
2019-09-15,6.360570016908222,5.914348084729251
2019-10-01,6.357430065966747,5.945441476578547
2019-10-15,6.352150919458905,5.935018787939712
2019-11-01,6.349066028814024,
2019-11-15,6.351457298830538,
2019-12-01,6.265630305801811,
2019-12-15,6.294802905370001,
2020-01-01,,
2020-01-15,6.35071278246319,
2020-02-01,6.34966041382747,
2020-02-15,6.350812651108987,
