Date,Kigali,Mulindi
2016-01-01,6.846945219870934,6.81738641762939
2016-01-15,6.842570399600188,6.8135210551647605
2016-02-01,6.8437122584612915,6.807770681886676
2016-02-15,6.8007769508038365,6.7760978809169945
2016-03-01,6.820810357484784,6.75549879438876
2016-03-15,6.82736972891808,6.752097401946285
2016-04-01,6.814019102862512,6.736256897887701
2016-04-15,6.826507321767071,6.754797815745553
2016-05-01,6.84191811374304,6.767494833372926
2016-05-15,6.8202575541329695,6.750147987945943
2016-06-01,6.833728877493803,6.7611142054171625
2016-06-15,6.800279744726102,6.745774752578109
2016-07-01,6.793554642890417,6.7484220841200795
2016-07-15,6.7719535922922365,6.702427529643627
2016-08-01,6.758000564266977,6.688547499490726
2016-08-15,6.7212658919704715,6.676085989263267
2016-09-01,6.703479117785936,6.656985645303576
2016-09-15,6.785334422519099,6.710253252164891
2016-10-01,6.755766141787966,6.698471867612233
2016-10-15,6.7172483028013215,6.684263425495448
2016-11-01,6.664910991817286,6.665469807143367
2016-11-15,6.707201397306945,6.659403230216061
2016-12-01,6.697095349804479,6.673209519653741
2016-12-15,6.733867281623032,6.681718944500208
2017-01-01,6.700814450558537,6.68441167711708
2017-01-15,6.689723586846337,6.67550015231221
2017-02-01,6.6743567134837765,6.661708758240538
2017-02-15,6.665923941155781,6.652412085236046
2017-03-01,6.672779681960333,6.652013908456621
2017-03-15,6.655045597540877,6.649542006323898
2017-04-01,6.71684369048589,6.645975163348919
2017-04-15,6.708700849526039,6.6477178106060135
2017-05-01,6.729047404872518,6.651141358838321
2017-05-15,6.740156270879217,6.658581387216461
2017-06-01,6.736950255393017,6.665767649019375
2017-06-15,6.762441001500652,6.655323236739954
2017-07-01,6.738670896924738,6.6607232367284945
2017-07-15,6.740386751634418,6.662003795379246
2017-08-01,6.73126419226331,6.657755920277486
2017-08-15,6.726288454889494,6.673914955157913
2017-09-01,6.717691219819535,6.670388654990838
2017-09-15,6.710844944243903,6.647264212055518
2017-10-01,6.700960386272553,6.630568861681154
2017-10-15,6.708831039316058,6.637074274733229
2017-11-01,6.711642296569674,6.6510176747532395
2017-11-15,6.729792304244028,6.664975966741286
2017-12-01,6.733138989151593,6.669561124827782
2017-12-15,6.746142628820267,6.668684569781263
2018-01-01,6.793398039925528,6.6689260161183475
2018-01-15,6.733451860868217,6.667517666091672
2018-02-01,6.753683690801384,6.6649977390414215
2018-02-15,6.717750303619431,6.665818678860372
2018-03-01,6.735917475924561,6.661096265241573
2018-03-15,6.703561440821989,6.674697865768655
2018-04-01,6.689987454735453,6.664262563497018
2018-04-15,6.665763286031526,6.659809276561418
2018-05-01,6.6779209718187635,6.653201819598088
2018-05-15,6.684282006142507,6.659005048665789
2018-06-01,6.678394254959284,6.647588603737463
2018-06-15,6.693929633217189,
2018-07-01,6.697714440667791,
2018-07-15,6.69238226240041,
2018-08-01,6.686515476616472,6.600573046815747
2018-08-15,6.683849687622107,6.617306296845496
2018-09-01,6.679018664498173,6.61440822419771
2018-09-15,6.687468087052061,6.623072924813738
2018-10-01,6.692713863657936,6.628318701419613
2018-10-15,6.692168888666519,6.627558448366056
2018-11-01,6.6905378374704165,6.629100317627914
2018-11-15,6.69153143983644,6.636799746645856
2018-12-01,6.699595868752542,6.638192654794407
2018-12-15,6.695801192539341,6.663210625225972
2019-01-01,6.693082555814008,6.655321267645033
2019-01-15,6.693099850728996,6.630667434440515
2019-02-01,6.692571462208575,6.6404734313287825
2019-02-15,6.680529095912827,6.6191186462889
2019-03-01,6.667509450724559,6.608868074557321
2019-03-15,6.654462786874487,6.595873385409056
2019-04-01,6.646914586295526,6.583410267806092
2019-04-15,6.641623438772466,6.576270675760085
2019-05-01,6.629659486627841,6.570920669456183
2019-05-15,6.630052596320832,6.573683448504491
2019-06-01,6.628206218016323,6.588178004034094
2019-06-15,6.62539853644093,6.565125371416499
2019-07-01,6.638285027847643,6.555929656478118
2019-07-15,,
2019-08-01,6.663570276675353,
2019-08-15,6.654302151366751,6.527823990363879
2019-09-01,6.640288078433971,6.523308578377271
2019-09-15,6.632482985797308,6.511744944632696
2019-10-01,6.623647077140293,6.49898560044542
2019-10-15,6.602632666494492,6.48619570722927
2019-11-01,6.577633782360149,
2019-11-15,6.5815348357162815,
2019-12-01,6.5973111441995576,
2019-12-15,6.576537734978925,
2020-01-01,6.581270989480428,
2020-01-15,6.569050750613709,
2020-02-01,6.564022491575047,
2020-02-15,6.560668443687492,
