Date,Eldoret,Kisumu
2016-01-01,6.5975990927843515,6.57967627648322
2016-01-15,6.529172917320767,6.581771395589386
2016-02-01,6.542853543726102,6.51955563150128
2016-02-15,6.575399588706978,6.506454783744106
2016-03-01,6.566243885146357,6.49763756178946
2016-03-15,6.562791194386278,6.56211437540951
2016-04-01,6.572123666604727,6.559350383693245
2016-04-15,6.64089880903282,6.57669190786181
2016-05-01,6.633790707182643,6.579237560388245
2016-05-15,6.6083439324601665,6.572330308188907
2016-06-01,6.565447817194299,6.49662038536361
2016-06-15,6.573465456687939,6.49167602367946
2016-07-01,6.489935121849543,6.487805195591718
2016-07-15,6.455646589205965,6.484214794906284
2016-08-01,6.394382903282802,6.411774645994671
2016-08-15,6.2974354618860255,6.483181679561344
2016-09-01,6.242893982776978,6.482892873065308
2016-09-15,6.292614325884049,6.480495016088001
2016-10-01,6.323245129490702,6.478106288921558
2016-10-15,6.351516813718182,6.4731300771899845
2016-11-01,6.3927406716863295,6.46673891651235
2016-11-15,6.387398856375553,6.462577683530768
2016-12-01,6.427257504704034,6.456287119379148
2016-12-15,6.48159495742286,6.4491520556788045
2017-01-01,6.618715381050426,6.570617331318143
2017-01-15,6.596195810441369,6.670303782595091
2017-02-01,6.58279703260344,6.661800975369369
2017-02-15,6.634620509036087,6.657465591642711
2017-03-01,6.642439167868435,6.945634173046122
2017-03-15,6.688841229613597,6.932957498327916
2017-04-01,6.690197077351437,6.92013326781652
2017-04-15,6.735312768732915,6.91407831466765
2017-05-01,6.732615095060158,6.912485152253639
2017-05-15,6.831905765651529,6.918917142641159
2017-06-01,6.690545688143479,6.518227407272195
2017-06-15,6.693505028047079,6.521788702681593
2017-07-01,6.642163593156939,6.584721772768402
2017-07-15,6.637693422977616,6.51976849303224
2017-08-01,6.632377649562559,6.448006211627161
2017-08-15,6.63866360280412,6.643188497402409
2017-09-01,6.61629104235757,6.6500181602159065
2017-09-15,6.649234530454639,6.653739042575744
2017-10-01,6.630725493818413,6.53518460689575
2017-10-15,6.6387771033736165,6.650732839293765
2017-11-01,6.604964871670312,6.650189969675248
2017-11-15,6.627477743147643,6.400567709037956
2017-12-01,6.723849723317328,6.39645091808487
2017-12-15,6.742109040732414,6.5179429944415945
2018-01-01,6.733019947164562,6.478920614188919
2018-01-15,6.785883385452971,6.508444680415951
2018-02-01,6.744265597927602,6.518119041353622
2018-02-15,6.730807116111072,6.509924588244713
2018-03-01,6.701018483002359,6.50303189297508
2018-03-15,6.6886338926961315,6.498831004249888
2018-04-01,6.695339231698333,6.492168534934097
2018-04-15,6.589572339532062,6.493583963703098
2018-05-01,6.585901899199114,6.490027226012597
2018-05-15,6.582430915839419,6.490754626020756
2018-06-01,6.540337784534935,6.358492872173264
2018-06-15,6.473177489950581,6.36296813421643
2018-07-01,6.421041544792106,6.365316822954006
2018-07-15,6.367348986724408,6.329526296595157
2018-08-01,6.309279455127117,6.21427134449893
2018-08-15,6.284368678675764,6.205865617187821
2018-09-01,6.2793163966829475,6.353534422212668
2018-09-15,6.300100662450232,6.204790482645907
2018-10-01,6.3317383350390655,6.207115453879592
2018-10-15,6.315544108809236,6.208015661009062
2018-11-01,6.271993364470966,6.346716910666902
2018-11-15,6.252926015396951,6.341263476654637
2018-12-01,6.282559986496706,6.339461562014965
2018-12-15,6.305925055153349,6.407295653220867
2019-01-01,6.43036633939427,6.343956828206739
2019-01-15,6.407574454727711,6.342045789938428
2019-02-01,6.433428729692819,6.485114874213098
2019-02-15,6.399875275589595,6.344612596914546
2019-03-01,6.44589514813056,6.469188615525719
2019-03-15,6.460883859100299,6.45838072888218
2019-04-01,6.539691414987289,6.456960017389824
2019-04-15,6.599507788191578,6.449801859435565
2019-05-01,6.694449336342189,6.571208675610823
2019-05-15,6.709907137480967,6.5680998355525855
2019-06-01,6.767628949632836,6.564438980404133
2019-06-15,6.76523353529331,6.555150291213322
2019-07-01,,
2019-07-15,,
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
