Date,Kisumu,Busia
2016-01-01,6.57967627648322,6.484273434130676
2016-01-15,6.581771395589386,6.5097193815338565
2016-02-01,6.51955563150128,6.487370746174096
2016-02-15,6.506454783744106,6.480575301000738
2016-03-01,6.49763756178946,6.54795668949815
2016-03-15,6.56211437540951,6.549507351979704
2016-04-01,6.559350383693245,6.504827322206012
2016-04-15,6.57669190786181,6.544519930548691
2016-05-01,6.579237560388245,6.333078952381815
2016-05-15,6.572330308188907,6.351968029604088
2016-06-01,6.49662038536361,6.348159339610958
2016-06-15,6.49167602367946,6.326456781179954
2016-07-01,6.487805195591718,6.30475379309067
2016-07-15,6.484214794906284,6.336876534329248
2016-08-01,6.411774645994671,6.333496132248131
2016-08-15,6.483181679561344,6.44080757466837
2016-09-01,6.482892873065308,6.459829224395914
2016-09-15,6.480495016088001,6.5521888183429535
2016-10-01,6.478106288921558,6.557256755296448
2016-10-15,6.4731300771899845,6.472967513574678
2016-11-01,6.46673891651235,6.362495507720011
2016-11-15,6.462577683530768,6.358446097206194
2016-12-01,6.456287119379148,6.477459806090242
2016-12-15,6.4491520556788045,6.52600340998999
2017-01-01,6.570617331318143,6.527799111664322
2017-01-15,6.670303782595091,6.521873300117559
2017-02-01,6.661800975369369,6.5682621866316495
2017-02-15,6.657465591642711,6.755208606620563
2017-03-01,6.945634173046122,6.8144264820429035
2017-03-15,6.932957498327916,6.836408044213878
2017-04-01,6.92013326781652,6.763172859837966
2017-04-15,6.91407831466765,6.755151279648352
2017-05-01,6.912485152253639,6.757273450876662
2017-05-15,6.918917142641159,6.5686053536510105
2017-06-01,6.518227407272195,6.45524907719179
2017-06-15,6.521788702681593,6.335859699897743
2017-07-01,6.584721772768402,6.39597073814894
2017-07-15,6.51976849303224,6.452166065288748
2017-08-01,6.448006211627161,6.478555173605915
2017-08-15,6.643188497402409,6.474503260213176
2017-09-01,6.6500181602159065,6.490188802656174
2017-09-15,6.653739042575744,6.587247809928879
2017-10-01,6.53518460689575,6.499956941318101
2017-10-15,6.650732839293765,6.395096163241861
2017-11-01,6.650189969675248,6.283574874774027
2017-11-15,6.400567709037956,6.212372552833423
2017-12-01,6.39645091808487,6.209992795585473
2017-12-15,6.5179429944415945,6.35076064995387
2018-01-01,6.478920614188919,6.306302535228485
2018-01-15,6.508444680415951,6.359145339474154
2018-02-01,6.518119041353622,6.384164618504159
2018-02-15,6.509924588244713,6.585852906913254
2018-03-01,6.50303189297508,6.583474574587587
2018-03-15,6.498831004249888,6.551717638267006
2018-04-01,6.492168534934097,6.564760051068772
2018-04-15,6.493583963703098,6.562364558744907
2018-05-01,6.490027226012597,6.631283818798617
2018-05-15,6.490754626020756,6.258538428971502
2018-06-01,6.358492872173264,6.057030870876536
2018-06-15,6.36296813421643,6.0213704836787825
2018-07-01,6.365316822954006,5.955502967877606
2018-07-15,6.329526296595157,5.960273905882792
2018-08-01,6.21427134449893,5.956033494853461
2018-08-15,6.205865617187821,6.056329551764917
2018-09-01,6.353534422212668,6.05218165042742
2018-09-15,6.204790482645907,6.133655764325432
2018-10-01,6.207115453879592,6.126954902622973
2018-10-15,6.208015661009062,6.132401458663641
2018-11-01,6.346716910666902,5.996663085586993
2018-11-15,6.341263476654637,5.94231889202038
2018-12-01,6.339461562014965,6.041642782338404
2018-12-15,6.407295653220867,6.064048048055822
2019-01-01,6.343956828206739,6.19304763747439
2019-01-15,6.342045789938428,6.266651194980059
2019-02-01,6.485114874213098,6.4511225008960125
2019-02-15,6.344612596914546,6.477744607422322
2019-03-01,6.469188615525719,6.470879912437218
2019-03-15,6.45838072888218,6.490652074375765
2019-04-01,6.456960017389824,6.551501210703764
2019-04-15,6.449801859435565,6.604173346422462
2019-05-01,6.571208675610823,6.590809707238734
2019-05-15,6.5680998355525855,6.5736796800094
2019-06-01,6.564438980404133,6.473166649246316
2019-06-15,6.555150291213322,6.457991137211788
2019-07-01,,
2019-07-15,,
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
