Date,Kampala,Masindi
2016-01-01,6.549089386259069,6.465225239159982
2016-01-15,6.57731738494635,6.455271570344619
2016-02-01,6.508516266089075,6.458589092132568
2016-02-15,6.5350117303239434,6.492322866350689
2016-03-01,6.671906240070198,6.679165800083002
2016-03-15,6.609243981810443,6.679861549024396
2016-04-01,6.518885743973179,6.676941645377108
2016-04-15,6.551381020928636,6.702156046269875
2016-05-01,6.590888743798449,6.7014573486616476
2016-05-15,6.615933575438553,6.696148575961132
2016-06-01,6.429005350510378,6.689633670863659
2016-06-15,6.477066337580395,6.497408484717015
2016-07-01,6.415933580826795,6.482272895773473
2016-07-15,6.41956825017436,6.506644149537146
2016-08-01,6.413894752112181,6.523361731526907
2016-08-15,6.5409626921290025,6.523105074728996
2016-09-01,6.556107830249778,6.593452490785948
2016-09-15,6.608326833396764,6.588568383098891
2016-10-01,6.577396609166684,6.501129119006803
2016-10-15,6.398114045424532,6.47904873424721
2016-11-01,6.381882860752918,6.279218116108922
2016-11-15,6.434986174328529,6.300161239991715
2016-12-01,6.500073397992073,6.420259995524769
2016-12-15,6.509105407369265,6.429318290751434
2017-01-01,6.612564378292032,6.422438596006496
2017-01-15,6.61245173027075,6.502437728059688
2017-02-01,6.607299149439882,6.576508348170308
2017-02-15,6.745817624305464,6.569405482771316
2017-03-01,6.774305041813348,6.5664279873774465
2017-03-15,6.8258503343514345,6.597569785439308
2017-04-01,6.821446658547321,6.590755438475138
2017-04-15,6.829929019268972,6.586698709388025
2017-05-01,6.822144105081133,6.578006596294953
2017-05-15,6.487855737885357,6.5860404154731125
2017-06-01,6.424615244241879,6.591907192610265
2017-06-15,6.357738960360644,6.451292870809253
2017-07-01,6.4321771310093,6.41053682201548
2017-07-15,6.471522643595779,6.527440987522891
2017-08-01,6.467893350509074,6.525614734516767
2017-08-15,6.474676016540806,6.592977142183737
2017-09-01,6.498616292278132,6.586298810232551
2017-09-15,6.618651356660965,6.5810939443545005
2017-10-01,6.606987185198222,6.259280911242251
2017-10-15,6.390068687798257,6.247240634735078
2017-11-01,6.372593103411213,6.100754440444159
2017-11-15,6.297843655052759,6.096423615231827
2017-12-01,6.337612621164375,6.0930990441139725
2017-12-15,6.404257397307855,6.201628316886867
2018-01-01,6.393921507173515,6.191351789549613
2018-01-15,6.420267192626407,6.534912024138188
2018-02-01,6.440989810081778,6.534237601941882
2018-02-15,6.563914749160479,6.530562443900234
2018-03-01,6.597736688584924,6.487981003885049
2018-03-15,6.604789438391978,6.519704661279193
2018-04-01,6.719797648914258,6.511175804934666
2018-04-15,6.724293251975721,6.510090070492864
2018-05-01,6.70807347665705,6.536089306104479
2018-05-15,6.376134705826333,5.804871219045459
2018-06-01,6.141810678834342,5.787024309583478
2018-06-15,6.154170225733569,6.012823423100325
2018-07-01,6.134606957780981,6.010643726556405
2018-07-15,6.128450955290582,5.866086690823091
2018-08-01,6.131779170741259,6.050321702162092
2018-08-15,6.115762704359025,6.0338106882295675
2018-09-01,6.22424496797063,6.022390027562991
2018-09-15,6.2386891236697295,6.014703821464067
2018-10-01,6.288082666972602,6.020651435457276
2018-10-15,6.223781017326023,6.023490766989252
2018-11-01,6.138293314353324,6.27462060814678
2018-11-15,6.146186949806263,6.094844876120637
2018-12-01,6.148032634165344,6.042672118507518
2018-12-15,6.154407268815136,6.049863413063866
2019-01-01,6.309652122611329,6.194812862998959
2019-01-15,6.373813365371398,6.373813365371398
2019-02-01,6.418604935085321,6.382810133007966
2019-02-15,6.446507810833791,6.456353417441004
2019-03-01,6.445987944428703,6.368100043372883
2019-03-15,6.546800532856457,6.364233547174291
2019-04-01,6.596983860325174,6.469124069085033
2019-04-15,6.611633926220768,6.530685529327375
2019-05-01,6.664647080013183,6.558233536804122
2019-05-15,6.64740628814655,6.790396932878082
2019-06-01,6.466583346997119,6.5634534959184165
2019-06-15,6.547946551878453,6.511285099155636
2019-07-01,6.569583061182738,6.5223567013969665
2019-07-15,,
2019-08-01,6.611500364290326,6.544138814535459
2019-08-15,6.621799854164206,6.473830705681163
2019-09-01,6.712568781274962,6.624670775981141
2019-09-15,6.737947543206125,6.639834839297474
2019-10-01,6.716804066874644,6.6941109837239425
2019-10-15,6.7156937211808065,6.536425601873741
2019-11-01,6.596293146573491,6.532366059267259
2019-11-15,6.658683967355289,6.531583465061057
2019-12-01,6.71414069027346,6.626113569163994
2019-12-15,6.704143954047514,6.690208244650055
2020-01-01,6.689903082685284,6.685214353074378
2020-01-15,6.714505194170786,6.686768439199186
2020-02-01,6.768159739774541,6.714465483849453
2020-02-15,6.769293127329221,6.715172690509349
