Date,Nairobi,Meru
2016-01-01,5.727903134516193,
2016-01-15,5.702948076089333,
2016-02-01,5.705047593937068,
2016-02-15,5.691551291576417,
2016-03-01,5.681257740805567,
2016-03-15,5.677805050045487,
2016-04-01,5.676002241356694,
2016-04-15,5.694302727663336,
2016-05-01,5.691557362555356,
2016-05-15,5.689500550827232,
2016-06-01,5.684271226021658,
2016-06-15,5.7094492130658265,
2016-07-01,5.7062888645816825,
2016-07-15,5.702791461199394,
2016-08-01,5.702404629927838,
2016-08-15,5.636358540284409,
2016-09-01,5.636305997421883,
2016-09-15,5.634025999511198,
2016-10-01,5.631754950138386,
2016-10-15,5.691548031855556,
2016-11-01,5.684113305838485,
2016-11-15,5.678747489279642,
2016-12-01,5.673393650962927,
2016-12-15,5.666840644768128,
2017-01-01,5.6555892258743565,
2017-01-15,5.637504712496552,
2017-02-01,5.756644175719524,
2017-02-15,5.918685313466101,
2017-03-01,5.965644198304391,
2017-03-15,5.952268704618338,
2017-04-01,5.9389513681883095,
2017-04-15,5.935226184175415,
2017-05-01,6.037439516238821,
2017-05-15,6.043448405287259,5.90073795790374
2017-06-01,6.0484778753471,6.018563318775577
2017-06-15,6.147326547331649,5.945009930296401
2017-07-01,6.09409885631993,5.937330373950593
2017-07-15,6.0093684917455406,5.634288120264093
2017-08-01,6.045955241352255,5.533765360894449
2017-08-15,5.951169348546963,5.5816893021735945
2017-09-01,5.957432935276257,5.586206400697214
2017-09-15,5.838868489147492,5.5885506634405795
2017-10-01,5.789942314452403,5.552661873377691
2017-10-15,5.78841996717783,5.553816903873834
2017-11-01,5.839259753458919,5.551577681007138
2017-11-15,5.837862975246761,5.517815618292949
2017-12-01,5.833923919941989,5.475790186539596
2017-12-15,5.874681468392518,5.4320373570426
2018-01-01,5.818264920736835,5.498531598912676
2018-01-15,5.830468460863813,5.491735200794748
2018-02-01,5.722114475353969,5.423259102304064
2018-02-15,5.735793228107389,5.385897971154036
2018-03-01,5.618234964950236,5.164511466149675
2018-03-15,5.6110414513169395,5.160193797845806
2018-04-01,,5.155915119885291
2018-04-15,,5.158209693010464
2018-05-01,5.5891451194912865,5.197347650111786
2018-05-15,5.60878098707073,5.201808719671995
2018-06-01,5.576448073861501,5.178765106195391
2018-06-15,5.593345855903224,5.206229886463256
2018-07-01,5.569670359017267,5.210725266543995
2018-07-15,5.4888778881188385,5.209182167299708
2018-08-01,5.459460796833347,5.112331265738146
2018-08-15,5.436557075662312,5.001892812861884
2018-09-01,5.438673283148107,4.9968405308690675
2018-09-15,5.284324379361271,5.103675063759679
2018-10-01,5.214531237636422,5.105158680488635
2018-10-15,5.210916764411365,5.201825792710114
2018-11-01,5.207282627478537,5.2582349546524645
2018-11-15,5.303447292269301,5.311644059473479
2018-12-01,5.191622332581704,5.308385480337343
2018-12-15,5.3583460022397995,5.3505638617977445
2019-01-01,5.371993093906342,5.29159019089933
2019-01-15,5.416344927098195,5.2289194583860645
2019-02-01,5.4267273868554975,5.098820513093208
2019-02-15,5.37882122126736,5.040107668803134
2019-03-01,5.301672348210398,5.032484858394782
2019-03-15,5.400289637619711,5.023296203592858
2019-04-01,5.407137892891147,5.33110499232784
2019-04-15,5.570751928922461,5.399845335366764
2019-05-01,5.57607355855524,5.472042830327415
2019-05-15,5.5830140756979105,5.46671362000175
2019-06-01,5.7321955625862575,5.468043987544671
2019-06-15,5.730706355830271,5.456538002545213
2019-07-01,5.8170807193050305,5.4817455174944145
2019-07-15,5.845985095446202,5.506333205907609
2019-08-01,5.752997736003181,5.6224229125033105
2019-08-15,5.746629404694002,5.726426697376483
2019-09-01,5.813529536407596,5.696791260962384
2019-09-15,5.813816010033001,5.666250672617582
2019-10-01,5.74005315666646,5.664594745414867
2019-10-15,5.759364169368541,5.665645859122193
2019-11-01,5.7214621011750655,5.664005046150279
2019-11-15,5.722984032857879,5.705149165221846
2019-12-01,5.713122016246839,5.635194816026122
2019-12-15,5.626878299010426,5.621338118634811
2020-01-01,5.645938088041276,
2020-01-15,5.631963517254477,
2020-02-01,5.642436958473532,
2020-02-15,5.6137081930822825,
