Date,Mbale,Kisumu
2016-01-01,6.345177196872746,6.57967627648322
2016-01-15,6.368214610247294,6.581771395589386
2016-02-01,6.3907332304326925,6.51955563150128
2016-02-15,6.408623847474042,6.506454783744106
2016-03-01,6.523607660487864,6.49763756178946
2016-03-15,6.517100976959076,6.56211437540951
2016-04-01,,6.559350383693245
2016-04-15,,6.57669190786181
2016-05-01,,6.579237560388245
2016-05-15,6.490642424291848,6.572330308188907
2016-06-01,6.454689250657641,6.49662038536361
2016-06-15,6.4774332427395285,6.491676023679461
2016-07-01,6.482272895773473,6.487805195591718
2016-07-15,6.39527238426644,6.484214794906284
2016-08-01,6.388736192476026,6.411774645994671
2016-08-15,6.474834526055797,6.483181679561344
2016-09-01,6.512793301594033,6.482892873065308
2016-09-15,6.509919403873958,6.480495016088001
2016-10-01,6.541251078496721,6.478106288921558
2016-10-15,6.441994004612874,6.4731300771899845
2016-11-01,6.327946247462975,6.46673891651235
2016-11-15,6.306900945368628,6.462577683530768
2016-12-01,6.419141635669155,6.456287119379148
2016-12-15,6.468766141124965,6.4491520556788045
2017-01-01,6.503766816133705,6.570617331318143
2017-01-15,6.503275976301969,6.670303782595091
2017-02-01,6.541146258015762,6.661800975369369
2017-02-15,6.76255386524853,6.657465591642711
2017-03-01,6.816896839030441,6.945634173046122
2017-03-15,6.867779438137442,6.932957498327916
2017-04-01,6.861353697393771,6.92013326781652
2017-04-15,6.856648166002482,6.91407831466765
2017-05-01,6.845083920830362,6.912485152253639
2017-05-15,6.745994329735111,6.918917142641159
2017-06-01,6.627582076102239,6.518227407272195
2017-06-15,6.529804686986427,6.521788702681593
2017-07-01,6.527619245638013,6.584721772768401
2017-07-15,6.528099966129934,6.51976849303224
2017-08-01,6.523633227923906,6.448006211627161
2017-08-15,6.55863096255904,6.643188497402409
2017-09-01,6.620159360657688,6.6500181602159065
2017-09-15,6.437993100713827,6.653739042575744
2017-10-01,6.259280911242251,6.53518460689575
2017-10-15,6.199612585745824,6.650732839293766
2017-11-01,6.42589957911418,6.650189969675248
2017-11-15,6.425946653131482,6.400567709037957
2017-12-01,6.4220430143143945,6.39645091808487
2017-12-15,6.424951546577268,6.5179429944415945
2018-01-01,6.413767803545446,6.478920614188919
2018-01-15,6.420989997139264,6.508444680415951
2018-02-01,6.420960528206205,6.518119041353622
2018-02-15,6.416406543159853,6.509924588244713
2018-03-01,6.411853508998498,6.50303189297508
2018-03-15,6.406870323508568,6.498831004249888
2018-04-01,6.397480079799721,6.492168534934097
2018-04-15,6.395084587475855,6.493583963703098
2018-05-01,6.3868037865875475,6.490027226012597
2018-05-15,6.386170099468836,6.490754626020756
2018-06-01,6.363062081996514,6.358492872173264
2018-06-15,6.122466600550152,6.36296813421643
2018-07-01,6.126039556495682,6.365316822954005
2018-07-15,6.151915194625549,6.329526296595157
2018-08-01,6.156908459543163,6.21427134449893
2018-08-15,6.13979212908586,6.205865617187821
2018-09-01,6.124408154481436,6.353534422212668
2018-09-15,6.123322182470887,6.204790482645907
2018-10-01,6.020651435457276,6.207115453879592
2018-10-15,6.129583232279798,6.208015661009062
2018-11-01,6.135021518959832,6.346716910666902
2018-11-15,6.145259736017071,6.341263476654637
2018-12-01,6.148032634165344,6.339461562014965
2018-12-15,6.154407268815136,6.407295653220867
2019-01-01,6.148796625712253,6.343956828206739
2019-01-15,6.152141484668644,6.342045789938428
2019-02-01,6.158207792230096,6.485114874213098
2019-02-15,6.155978518190804,6.344612596914546
2019-03-01,6.144588235748122,6.469188615525719
2019-03-15,6.14072173954953,6.45838072888218
2019-04-01,6.135026817087231,6.456960017389824
2019-04-15,6.529444834379141,6.449801859435565
2019-05-01,6.676752137039459,6.571208675610823
2019-05-15,6.527554999426108,6.5680998355525855
2019-06-01,,6.564438980404133
2019-06-15,,6.555150291213322
2019-07-01,,
2019-07-15,,
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
