Date,Tororo,Kasese
2016-01-01,6.296387032703314,6.465979102746381
2016-01-15,6.320586014466734,6.364481043498774
2016-02-01,6.344213214797799,6.455550730509163
2016-02-15,6.363161473397284,6.491592672816966
2016-03-01,6.481904996602015,6.500814650959307
2016-03-15,6.429551051454128,6.5661715702829815
2016-04-01,,6.56363709979081
2016-04-15,,6.628025456078266
2016-05-01,,6.737551926612268
2016-05-15,6.1874863909384645,6.493901525492754
2016-06-01,6.2517202319590135,6.536175751715301
2016-06-15,6.357125011186533,6.5393086464576164
2016-07-01,6.342784438973655,6.5230073591106885
2016-07-15,6.3932870748988515,6.525625387246635
2016-08-01,6.388736192476026,6.5629303312726694
2016-08-15,6.47410698873742,6.561512514144189
2016-09-01,6.512793301594033,6.555773996162218
2016-09-15,6.547504969030527,6.549849635989781
2016-10-01,6.541587156469973,6.542930340016441
2016-10-15,6.441994004612874,6.5236865490992715
2016-11-01,6.374409866289913,6.533567448084982
2016-11-15,6.294226504471901,6.468579891616678
2016-12-01,6.289492503883714,6.462571193596491
2016-12-15,6.394385161243428,6.462358144829634
2017-01-01,6.540097754301309,6.462145141442885
2017-01-15,6.577578956256621,6.494460786202137
2017-02-01,6.6115778845739985,
2017-02-15,6.638905517956219,
2017-03-01,6.641214923006386,6.58557784270099
2017-03-15,6.825240168977693,6.598182718342347
2017-04-01,6.834685450311611,6.4811770265378295
2017-04-15,6.843377829081585,6.438389706434408
2017-05-01,6.848876293235224,6.431272514122744
2017-05-15,6.55213886379743,6.515723917055652
2017-06-01,6.319800331943955,6.52673237592274
2017-06-15,6.32383068556651,6.48892797440099
2017-07-01,6.367735363778243,6.491349319745419
2017-07-15,6.368444483235205,6.493243890620956
2017-08-01,6.363348068111329,6.486934950587513
2017-08-15,6.402890709992056,6.483668770360596
2017-09-01,6.39953937633255,
2017-09-15,6.51408323407154,6.477104230830453
2017-10-01,6.510595339523157,6.580822017459036
2017-10-15,6.421128797400659,6.552848923455012
2017-11-01,6.29596660706919,6.465480717573219
2017-11-15,6.203880881695268,6.3859779967870125
2017-12-01,6.222371379818112,6.37978061623217
2017-12-15,6.296693428683594,6.2735519001219
2018-01-01,6.286661969353938,6.373673346343568
2018-01-15,6.293222309231491,6.381191082177448
2018-02-01,6.338144228160699,6.3819132104237015
2018-02-15,6.493716170514268,6.3827299692105095
2018-03-01,6.524300611548169,
2018-03-15,6.520355067806187,
2018-04-01,6.644707197559189,
2018-04-15,6.542805529109412,
2018-05-01,,6.3868037865875475
2018-05-15,6.30130810535935,6.366752013611734
2018-06-01,6.00530430091895,6.24072322980427
2018-06-15,6.022433748000113,6.128219253039601
2018-07-01,6.06290222022528,5.964532374597
2018-07-15,5.986883014610757,5.935244157816957
2018-08-01,6.050321702162092,5.9935241037689595
2018-08-15,6.0338106882295675,5.825055874367457
2018-09-01,6.0801275808179795,5.965538258722532
2018-09-15,6.1204853011356875,6.041704423282574
2018-10-01,6.126011951115102,6.048560223574353
2018-10-15,6.024536245390805,6.2689769936693915
2018-11-01,5.911409693228261,6.272174622418519
2018-11-15,5.921652255211821,6.120845377845783
2018-12-01,5.924889082851135,6.147106279305214
2018-12-15,6.0478205114340655,6.0478205114340655
2019-01-01,6.146022698829527,6.040662183171701
2019-01-15,6.246782991763333,6.047597628917374
2019-02-01,6.253849702009266,5.996118139407725
2019-02-15,6.359961571765939,5.993888865368435
2019-03-01,6.372508573657649,5.981960969757094
2019-03-15,6.364233547174291,6.187492853741926
2019-04-01,6.530603093066148,6.183641249773915
2019-04-15,6.496239502871641,6.387632373995921
2019-05-01,,6.341989667879001
2019-05-15,,6.343990434392556
2019-06-01,6.385439196322043,6.3825697538940895
2019-06-15,6.468615407132018,6.408733574108865
2019-07-01,,
2019-07-15,,
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
