Date,Kisumu,Eldoret
2016-01-01,6.57967627648322,6.5975990927843515
2016-01-15,6.581771395589386,6.529172917320767
2016-02-01,6.51955563150128,6.542853543726102
2016-02-15,6.506454783744106,6.575399588706978
2016-03-01,6.49763756178946,6.566243885146357
2016-03-15,6.56211437540951,6.562791194386278
2016-04-01,6.559350383693245,6.572123666604727
2016-04-15,6.57669190786181,6.64089880903282
2016-05-01,6.579237560388245,6.633790707182643
2016-05-15,6.572330308188907,6.6083439324601665
2016-06-01,6.49662038536361,6.565447817194299
2016-06-15,6.49167602367946,6.573465456687939
2016-07-01,6.487805195591718,6.489935121849543
2016-07-15,6.484214794906284,6.455646589205965
2016-08-01,6.411774645994671,6.394382903282802
2016-08-15,6.483181679561344,6.2974354618860255
2016-09-01,6.482892873065308,6.242893982776978
2016-09-15,6.480495016088001,6.292614325884049
2016-10-01,6.478106288921558,6.323245129490702
2016-10-15,6.4731300771899845,6.351516813718182
2016-11-01,6.46673891651235,6.3927406716863295
2016-11-15,6.462577683530768,6.387398856375553
2016-12-01,6.456287119379148,6.427257504704034
2016-12-15,6.4491520556788045,6.48159495742286
2017-01-01,6.570617331318143,6.618715381050426
2017-01-15,6.670303782595091,6.596195810441369
2017-02-01,6.661800975369369,6.58279703260344
2017-02-15,6.657465591642711,6.634620509036087
2017-03-01,6.945634173046122,6.642439167868435
2017-03-15,6.932957498327916,6.688841229613597
2017-04-01,6.92013326781652,6.690197077351437
2017-04-15,6.91407831466765,6.735312768732915
2017-05-01,6.912485152253639,6.732615095060158
2017-05-15,6.918917142641159,6.831905765651529
2017-06-01,6.518227407272195,6.690545688143479
2017-06-15,6.521788702681593,6.693505028047079
2017-07-01,6.584721772768402,6.642163593156939
2017-07-15,6.51976849303224,6.637693422977616
2017-08-01,6.448006211627161,6.632377649562559
2017-08-15,6.643188497402409,6.63866360280412
2017-09-01,6.6500181602159065,6.61629104235757
2017-09-15,6.653739042575744,6.649234530454639
2017-10-01,6.53518460689575,6.630725493818413
2017-10-15,6.650732839293765,6.6387771033736165
2017-11-01,6.650189969675248,6.604964871670312
2017-11-15,6.400567709037956,6.627477743147643
2017-12-01,6.39645091808487,6.723849723317328
2017-12-15,6.5179429944415945,6.742109040732414
2018-01-01,6.478920614188919,6.733019947164562
2018-01-15,6.508444680415951,6.785883385452971
2018-02-01,6.518119041353622,6.744265597927602
2018-02-15,6.509924588244713,6.730807116111072
2018-03-01,6.50303189297508,6.701018483002359
2018-03-15,6.498831004249888,6.6886338926961315
2018-04-01,6.492168534934097,6.695339231698333
2018-04-15,6.493583963703098,6.589572339532062
2018-05-01,6.490027226012597,6.585901899199114
2018-05-15,6.490754626020756,6.582430915839419
2018-06-01,6.358492872173264,6.540337784534935
2018-06-15,6.36296813421643,6.473177489950581
2018-07-01,6.365316822954006,6.421041544792106
2018-07-15,6.329526296595157,6.367348986724408
2018-08-01,6.21427134449893,6.309279455127117
2018-08-15,6.205865617187821,6.284368678675764
2018-09-01,6.353534422212668,6.2793163966829475
2018-09-15,6.204790482645907,6.300100662450232
2018-10-01,6.207115453879592,6.3317383350390655
2018-10-15,6.208015661009062,6.315544108809236
2018-11-01,6.346716910666902,6.271993364470966
2018-11-15,6.341263476654637,6.252926015396951
2018-12-01,6.339461562014965,6.282559986496706
2018-12-15,6.407295653220867,6.305925055153349
2019-01-01,6.343956828206739,6.43036633939427
2019-01-15,6.342045789938428,6.407574454727711
2019-02-01,6.485114874213098,6.433428729692819
2019-02-15,6.344612596914546,6.399875275589595
2019-03-01,6.469188615525719,6.44589514813056
2019-03-15,6.45838072888218,6.460883859100299
2019-04-01,6.456960017389824,6.539691414987289
2019-04-15,6.449801859435565,6.599507788191578
2019-05-01,6.571208675610823,6.694449336342189
2019-05-15,6.5680998355525855,6.709907137480967
2019-06-01,6.564438980404133,6.767628949632836
2019-06-15,6.555150291213322,6.76523353529331
2019-07-01,,
2019-07-15,,
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
