Date,Ngozi,Bujumbura
2016-01-01,6.86381684883164,
2016-01-15,6.797188170491792,6.866107859644925
2016-02-01,6.84643618772067,6.792514047478402
2016-02-15,6.846212776052781,6.791536779706087
2016-03-01,6.833407916560032,6.84729157113388
2016-03-15,6.836865783677958,6.870262157267624
2016-04-01,6.836380567541525,6.841561926283522
2016-04-15,6.782985177566352,6.850301785997727
2016-05-01,6.702189999306349,6.861428250811061
2016-05-15,6.692368099492527,6.834798899949471
2016-06-01,6.685568171931773,6.653486271974757
2016-06-15,6.619871606758764,6.581140569612982
2016-07-01,6.679827536675793,6.568359229397142
2016-07-15,6.684206412398392,6.610008256721139
2016-08-01,6.682710315384156,6.626310626922032
2016-08-15,6.734557135541145,6.639024708819582
2016-09-01,6.7082937073360505,6.672673900003079
2016-09-15,6.6789081743070815,6.678320457569624
2016-10-01,6.682205652188828,6.646338089563407
2016-10-15,6.738949183236975,6.670407792319492
2016-11-01,6.723537991406674,6.661044404245048
2016-11-15,6.710702043271596,6.775533382614217
2016-12-01,6.760664027159924,6.817822440999873
2016-12-15,6.806036926717879,6.8111433207924525
2017-01-01,6.797299950721675,6.791690863951317
2017-01-15,6.763044091291506,6.7625571178219355
2017-02-01,6.84046930029012,6.757732448925602
2017-02-15,6.881489888923772,6.928332090879905
2017-03-01,6.898158235476392,6.797709287697273
2017-03-15,6.822056771731066,6.71097374466288
2017-04-01,6.824953573129102,6.770984048656892
2017-04-15,6.820402653013379,6.7692255363779195
2017-05-01,6.819595756887571,6.758584576267968
2017-05-15,6.827985957630916,6.8798199446699435
2017-06-01,6.715064557494847,6.8107370397350895
2017-06-15,6.824576372000877,6.8241284436619205
2017-07-01,6.7731000240376895,6.82627098712563
2017-07-15,6.769032858936583,6.822501815157606
2017-08-01,6.764496397229259,6.765444714038118
2017-08-15,6.752768872199904,6.75300676919163
2017-09-01,6.7904640276171575,6.8035538105448605
2017-09-15,6.784953236328513,6.811812505378781
2017-10-01,6.776310739594655,6.7772194175308735
2017-10-15,6.824876602470307,6.826391590315532
2017-11-01,6.825085429349514,6.825951605237362
2017-11-15,6.832341119888101,6.833640665230186
2017-12-01,6.7834666575443014,6.832693598309452
2017-12-15,6.789052189203087,6.840942183399497
2018-01-01,6.794679448644459,6.8951567372032505
2018-01-15,6.798188222500705,6.848377967024559
2018-02-01,6.8007898109193645,6.689997005984161
2018-02-15,6.803916369368824,6.692204024138941
2018-03-01,6.805668604775688,6.694929666625103
2018-03-15,6.802573313056469,6.746793259186641
2018-04-01,6.799027696770069,6.626774874924381
2018-04-15,6.795512756341946,6.587661069824696
2018-05-01,6.738147321560794,6.5693264519857415
2018-05-15,6.74199526031117,6.525872679612416
2018-06-01,6.690879228820682,6.496356093703037
2018-06-15,6.695745420288031,6.53558149323732
2018-07-01,6.758535809247158,6.5416770260208414
2018-07-15,6.7639346701980045,6.512273945553212
2018-08-01,6.708430085249448,6.515964564026483
2018-08-15,6.655333355220599,6.525630241813561
2018-09-01,6.6650053011353725,6.534130367608763
2018-09-15,6.6027541132215966,6.568123787069351
2018-10-01,6.611459209890555,6.57991836267975
2018-10-15,6.601327296532839,6.601327296532839
2018-11-01,6.723268116769353,6.597690809386151
2018-11-15,6.663548882067731,6.723268116769353
2018-12-01,6.664098181724499,6.69385423156306
2018-12-15,6.658418422669185,6.7711186218214765
2019-01-01,6.708937864442698,6.7120547500829515
2019-01-15,6.714995018022411,6.717071861967251
2019-02-01,6.72055704379279,6.721076389428976
2019-02-15,6.713244325392688,6.713244325392688
2019-03-01,6.6959395101124795,6.6959395101124795
2019-03-15,6.686550347102294,6.686550347102294
2019-04-01,6.674019411427988,6.674019411427988
2019-04-15,6.6717737344904435,6.6717737344904435
2019-05-01,6.6114345607170115,6.647865408782689
2019-05-15,6.622240862457765,6.623371444828051
2019-06-01,6.571243132766146,6.613470412672955
2019-06-15,6.62886885654007,
2019-07-01,6.593369313372226,6.593369313372226
2019-07-15,6.59161724615024,6.5546791300079
2019-08-01,6.589862103800083,6.585183732693983
2019-08-15,6.608412414978601,6.546682564606072
2019-09-01,6.634789292241042,6.603913979777874
2019-09-15,6.657749342898131,6.5989414964695445
2019-10-01,6.657220032320602,6.5974015371096915
2019-10-15,6.648804509550161,6.648804509550161
2019-11-01,6.640378009732886,6.698892723794313
2019-11-15,6.632664717216682,6.689702350816131
2019-12-01,6.624993870421932,6.68209183025225
2019-12-15,6.619323188625813,6.676421148456131
2020-01-01,6.608228931323102,6.665630447145529
2020-01-15,6.601761996868704,6.659163512691131
2020-02-01,6.707511931543863,6.678236707672078
2020-02-15,6.742250094624773,6.703783813796977
