Date,Owino,Kisumu
2016-01-01,6.425219904546283,6.51536099454738
2016-01-15,6.55895576741423,6.512443571830001
2016-02-01,6.502364627366297,6.507532552479478
2016-02-15,6.494874353063846,
2016-03-01,6.618277430407989,6.49763756178946
2016-03-15,6.605846195190644,6.501129798384963
2016-04-01,6.4525903644475,
2016-04-15,6.552406136343881,6.508077896011896
2016-05-01,6.583306706487137,6.510998268439593
2016-05-15,6.615933575438553,6.503620562411661
2016-06-01,6.254477586647204,6.422703271116757
2016-06-15,6.477066337580395,6.418005018978617
2016-07-01,6.436759632406356,6.414844670494473
2016-07-15,6.394081671682812,6.41139489999603
2016-08-01,6.457941355652555,6.411774645994671
2016-08-15,6.541643195727906,6.408525672100433
2016-09-01,6.556107830249778,6.409113110531074
2016-09-15,6.589533478879123,6.480495016088001
2016-10-01,6.5743119407576085,6.402905062039947
2016-10-15,6.398114045424532,6.319690382106504
2016-11-01,6.273557312836522,6.312825964012967
2016-11-15,6.300161239991715,6.308189135005908
2016-12-01,6.461141600786897,6.303566032361484
2016-12-15,6.506716735358224,6.374768335556976
2017-01-01,6.503766816133705,6.43879911705772
2017-01-15,6.540788747110095,6.487982225801136
2017-02-01,6.538853054717605,6.48015945940407
2017-02-15,6.638017812616077,6.50791564290139
2017-03-01,6.6359067418606585,6.655991040994017
2017-03-15,6.751808050114444,6.645696744609984
2017-04-01,6.750390632850896,6.633226580452754
2017-04-15,6.798991123381322,6.627526505122293
2017-05-01,6.795426603304579,6.626635227449874
2017-05-15,6.477932645340147,6.631517038328846
2017-06-01,6.275183266455148,6.453942983455264
2017-06-15,6.277598763045304,6.455382450293878
2017-07-01,6.37044067943786,6.522820826592362
2017-07-15,6.451455080544969,6.386784296043806
2017-08-01,6.447769105613445,6.378622409720845
2017-08-15,6.4454039239282785,6.393163144388633
2017-09-01,6.479296931875494,6.464994811842604
2017-09-15,6.513422950125465,6.466461404450031
2017-10-01,6.491903206511004,6.498346839073698
2017-10-15,6.246809878751679,6.470107635747989
2017-11-01,6.200410091507986,6.467868412881293
2017-11-15,6.097921742852849,6.396204065750183
2017-12-01,6.222810650635631,6.393539707877411
2017-12-15,6.341429322524985,6.385507092158509
2018-01-01,6.286661969353938,6.378976199013695
2018-01-15,6.293222309231491,6.375095254855892
2018-02-01,5.9749443426336715,6.3099011402560885
2018-02-15,6.08959064733516,6.302188703028191
2018-03-01,6.09620787791807,6.296067910537139
2018-03-15,6.077799615488465,6.2140649930188205
2018-04-01,6.2691793717656585,6.357026691930195
2018-04-15,6.065927672431015,6.358630095732033
2018-05-01,6.00311230054583,6.323337376677442
2018-05-15,5.93608511352962,6.28675336961144
2018-06-01,5.737290303909339,6.200881361873394
2018-06-15,5.7954405532111,6.207863938226344
2018-07-01,5.85039437311795,6.125196161701164
2018-07-15,5.864851360215098,6.128196459640903
2018-08-01,5.869226387091382,6.167351977894375
2018-08-15,5.852730596523678,6.2050319364392434
2018-09-01,6.023432237141434,6.200813335195003
2018-09-15,6.014703821464067,6.203969359116571
2018-10-01,6.020651435457276,6.207115453879592
2018-10-15,5.84284145138766,6.204671176286215
2018-11-01,5.847339446508051,6.20053440048882
2018-11-15,5.713477319591533,6.188812032580339
2018-12-01,5.85911523110557,6.187249806692381
2018-12-15,5.8667251963633555,6.187202434724281
2019-01-01,6.040662183171701,6.340340187736551
2019-01-15,6.047597628917374,6.1898144964969735
2019-02-01,6.054468022470003,6.197432801761317
2019-02-15,6.251620427969974,6.1897514374836895
2019-03-01,6.170044155741471,6.183785628282967
2019-03-15,6.235529533008196,6.172368105899941
2019-04-01,6.274307334435037,6.1692779449380435
2019-04-15,6.389061966805516,6.313983213879818
2019-05-01,6.456945258824288,6.453287279525301
2019-05-15,6.452777907140362,6.385002354538578
2019-06-01,6.344497805944682,6.313441609830385
2019-06-15,6.3903324887379735,6.436527977286944
2019-07-01,,6.459509063569616
2019-07-15,,6.481973862166198
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
