Date,Kisumu,Nairobi
2016-01-01,6.869532808267993,6.976395953810355
2016-01-15,7.0948717242901775,6.9644286955730585
2016-02-01,6.971540755244337,6.969037625026219
2016-02-15,6.985564269076629,6.872958698013008
2016-03-01,6.948897785174569,6.891196321007663
2016-03-15,7.052557650725206,6.850134914610164
2016-04-01,7.029015660711088,6.849735160492912
2016-04-15,7.127171735792931,6.8645397490665605
2016-05-01,7.12976581891581,6.915992455889184
2016-05-15,7.1224147628539,6.955187404001223
2016-06-01,6.948605509106668,6.948831064537871
2016-06-15,7.029962044808549,6.944306600230055
2016-07-01,6.942049186344503,6.942049186344503
2016-07-15,7.02330041822715,6.946164689344923
2016-08-01,7.024368132666589,6.9462269934952445
2016-08-15,6.930038420484859,6.943163750346061
2016-09-01,6.935362813960995,6.9450421241959
2016-09-15,6.97714818876588,6.941933282474813
2016-10-01,7.015977630384741,6.9386100362728955
2016-10-15,6.925373799331172,6.934382869273539
2016-11-01,7.0049326700226935,6.927921658868566
2016-11-15,6.9139463944523865,6.92254178779225
2016-12-01,6.907881999214814,6.916948244452567
2016-12-15,6.901072009491244,6.909702542280784
2017-01-01,6.977555348687858,6.912848604823
2017-01-15,6.951801807191196,6.879978348189089
2017-02-01,6.864325239480843,6.813519155821566
2017-02-15,6.944582851879534,6.742404429030368
2017-03-01,6.946053900229619,6.7434696858768275
2017-03-15,6.933799958360894,6.7309748971348045
2017-04-01,6.920344796109218,6.937123713238327
2017-04-15,6.91492613158999,6.723580933077895
2017-05-01,6.989626425105552,6.862594086080313
2017-05-15,6.919551459186373,6.918917142641159
2017-06-01,6.624794310580699,6.734997450714313
2017-06-15,6.521788702681593,6.764585191897196
2017-07-01,6.613417721944589,6.839996602265405
2017-07-15,6.51976849303224,6.847582666910338
2017-08-01,6.448348150423448,6.7840875178290085
2017-08-15,6.525969636655208,6.826732031130862
2017-09-01,6.531391598571084,6.8919829141380236
2017-09-15,6.533283900695433,6.754143476901811
2017-10-01,6.53518460689575,6.737814618376857
2017-10-15,6.535069795951418,6.736894959332139
2017-11-01,6.533681631450865,6.736492478697291
2017-11-15,6.529735458374706,6.7518580805548085
2017-12-01,6.527071100501934,6.731676530817233
2017-12-15,6.5179429944415945,6.73286872857899
2018-01-01,6.628342258436647,6.713360752204424
2018-01-15,6.513527283479417,6.716442261281928
2018-02-01,6.520622171571741,6.820726764022079
2018-02-15,6.509924588244713,6.8266658924364245
2018-03-01,6.50303189297508,6.795454701147532
2018-03-15,6.499456590757622,
2018-04-01,6.492168534934097,
2018-04-15,6.5545011970797775,
2018-05-01,6.607672225917502,6.65984862004232
2018-05-15,6.490754626020756,6.659054816764169
2018-06-01,6.357777820301539,6.360634965102319
2018-06-15,6.364396705887956,6.365110227145485
2018-07-01,6.365316822954006,6.499832687846701
2018-07-15,6.367348986724408,6.438290944897186
2018-08-01,6.21427134449893,6.436750223139949
2018-08-15,6.205865617187821,6.429675613045191
2018-09-01,6.42328999752151,6.4219548838385405
2018-09-15,6.4912217731960355,6.477993233832854
2018-10-01,6.360072958526515,6.493962453213951
2018-10-15,6.360973165655985,6.430157040868091
2018-11-01,6.479338798908584,6.423004324293556
2018-11-15,6.475432421101839,6.389637060938853
2018-12-01,6.474084062221822,6.448309439533206
2018-12-15,6.473614665735585,6.476152738164056
2019-01-01,6.4769465579129,6.4769465579129
2019-01-15,6.342045789938428,6.41964703596198
2019-02-01,6.485114874213098,6.4209079730420875
2019-02-15,6.47743350993547,6.508657350387003
2019-03-01,6.47229517285478,6.592006318184378
2019-03-15,6.462133078500731,6.553918725067488
2019-04-01,6.456960017389824,6.456960017389824
2019-04-15,6.668356660830271,6.460717296052026
2019-05-01,6.724805798822783,6.6746858472233495
2019-05-15,6.672684426990359,6.863783054289599
2019-06-01,6.669688502111016,6.8543383486645615
2019-06-15,6.555150291213322,6.921842013395526
2019-07-01,6.600419154865418,6.923450998784079
2019-07-15,6.643727192545296,6.918950045320755
2019-08-01,6.698282486866792,6.9755659902614235
2019-08-15,6.750014843419091,6.974806897716756
2019-09-01,6.740048158465007,6.921444217738019
2019-09-15,6.740237913980303,6.917661375862936
2019-10-01,6.73904356075301,6.779293171834601
2019-10-15,6.739406991651777,6.779838253727508
2019-11-01,,6.845138358506392
2019-11-15,,6.8481759593307014
2019-12-01,,6.847103084076553
2019-12-15,,6.850003535551118
2020-01-01,,6.846391191969041
2020-01-15,,6.842472292560199
2020-02-01,6.7419473163533254,6.844251100331429
2020-02-15,6.73514210205663,6.841224378842866
