Date,Kamembe,Kigali
2016-01-01,,6.1758568031995535
2016-01-15,,6.09073394414007
2016-02-01,,6.132622644058208
2016-02-15,,6.195723984372353
2016-03-01,,6.1679370760627785
2016-03-15,,6.174606262183899
2016-04-01,,6.031654838352989
2016-04-15,,6.180116624955396
2016-05-01,,6.193356329019902
2016-05-15,,6.156871420733855
2016-06-01,,6.178700655037468
2016-06-15,,6.172196157513219
2016-07-01,,6.208600841072602
2016-07-15,,5.864419716163516
2016-08-01,,5.8467961771826085
2016-08-15,,5.834357034290819
2016-09-01,,5.804320609309632
2016-09-15,,5.8456306081203815
2016-10-01,,5.839603705507034
2016-10-15,,5.8259096205406555
2016-11-01,,5.813412032967254
2016-11-15,,5.868805144568038
2016-12-01,,6.068554512281822
2016-12-15,,6.115875193731333
2017-01-01,,6.070204060158513
2017-01-15,,5.979594349313185
2017-02-01,,5.941639031825922
2017-02-15,,5.892688402286606
2017-03-01,,5.928026044208325
2017-03-15,6.002764318330901,5.927277427193226
2017-04-01,5.950063258882491,5.90822561402794
2017-04-15,5.913286848401468,5.9270485334741485
2017-05-01,6.008843422925059,5.9172184276019175
2017-05-15,6.083340281377958,5.9154805752237865
2017-06-01,6.110012869741412,5.897768282533173
2017-06-15,6.043120302970567,5.89938549465219
2017-07-01,5.915727360489298,5.915727360489298
2017-07-15,5.980944674098517,5.884104104839399
2017-08-01,5.934649562188009,5.900033324337312
2017-08-15,5.953098566656013,6.108676798474456
2017-09-01,5.920779329252172,6.1067956465374875
2017-09-15,5.938681223365733,6.083262452176841
2017-10-01,6.051144921572411,6.0973959392231665
2017-10-15,5.990472439409617,6.098276775016104
2017-11-01,6.048502540783727,6.121226127128531
2017-11-15,6.060320959369367,6.131955303488407
2017-12-01,6.082332963151574,6.137087596869932
2017-12-15,6.087586893029941,6.135424222444101
2018-01-01,6.087828339367025,6.147040198998871
2018-01-15,5.966518510249041,6.1678032677507515
2018-02-01,5.961743790811702,6.1353745693079285
2018-02-15,5.947367927319533,6.120536102127001
2018-03-01,5.884663982208585,6.070197103384754
2018-03-15,5.928085837307651,6.188511945939813
2018-04-01,5.918735722337301,6.220618544647809
2018-04-15,5.9655757297892515,6.121278000307929
2018-05-01,5.945807822725435,6.194666454094312
2018-05-15,5.987410426491579,6.114390555628879
2018-06-01,5.791782436978431,6.107145710389409
2018-06-15,5.643575735241475,6.096527509615628
2018-07-01,5.66841395188991,5.95832567966896
2018-07-15,5.667230462478968,5.948951265414249
2018-08-01,5.669014842810803,5.859684103370586
2018-08-15,5.599089511762149,5.704450027419975
2018-09-01,5.630890281262055,5.699985711592233
2018-09-15,5.637645962553383,5.7073554231071855
2018-10-01,5.6382727933029635,5.7126011997130615
2018-10-15,5.776417385708099,5.712417802875138
2018-11-01,5.743441589368264,5.709347378025289
2018-11-15,5.773881088446245,5.712150413001078
2018-12-01,5.720749849060107,5.7685789367499885
2018-12-15,5.7491633042758945,5.806321718115843
2019-01-01,5.697430083265733,5.714974392916642
2019-01-15,5.683133371449232,5.778715697125422
2019-02-01,5.677690066450933,5.919927276580723
2019-02-15,5.636156576181714,5.70804380569503
2019-03-01,5.651380229421331,5.68850401729553
2019-03-15,5.639541451558705,5.827942054429041
2019-04-01,5.665345961715921,5.95376740573558
2019-04-15,5.721440569652407,5.997213569656061
2019-05-01,5.697584887052424,5.936512306067896
2019-05-15,5.616632357291462,6.052946940839047
2019-06-01,5.678284502467673,6.0493481838585055
2019-06-15,5.616044816719354,6.049909399349216
2019-07-01,,5.987330973901516
2019-07-15,,5.920573517390914
2019-08-01,,5.909532339899531
2019-08-15,,5.896794022252494
2019-09-01,,5.80823603718836
2019-09-15,,5.877369081488164
2019-10-01,,5.831095324675373
2019-10-15,,5.812233767390674
2019-11-01,,5.7913432700809695
2019-11-15,,5.851939667113648
2019-12-01,,5.905235201021111
2019-12-15,,5.82235466383261
2020-01-01,,5.826678730337116
2020-01-15,,5.816547353131335
2020-02-01,,5.686363172841329
2020-02-15,,5.65707543746273
