Date,Tororo,Kampala
2016-01-01,5.698550031947693,5.969865126935269
2016-01-15,5.742498963288706,5.8855170059367845
2016-02-01,5.784597426862376,5.958950814007155
2016-02-15,5.780015188051667,5.955617794596877
2016-03-01,5.830460479927918,5.9640798968472035
2016-03-15,5.823459135165726,5.916258313000828
2016-04-01,,5.984397783085841
2016-04-15,,6.0087147913069865
2016-05-01,,5.992603814703873
2016-05-15,5.7949530233687225,5.928847986257203
2016-06-01,5.847175087117204,6.000340059619703
2016-06-15,5.844781203428712,5.998142305638953
2016-07-01,5.831958815207664,5.986408941062014
2016-07-15,5.916583787478151,6.059513895246804
2016-08-01,6.052661965810316,6.206733056318419
2016-08-15,6.048795584257324,6.178142286718774
2016-09-01,6.044948372396227,5.931330274039128
2016-09-15,6.038243067240719,5.971917235529052
2016-10-01,6.03042545473073,6.038237994467524
2016-10-15,6.012178564337852,6.135130873309249
2016-11-01,6.052049976776908,6.18503626172917
2016-11-15,6.267075515405949,6.245436340302469
2016-12-01,6.287367104571401,6.303407971945689
2016-12-15,6.338979123669129,6.426360802458954
2017-01-01,6.422438596006496,6.424294917311788
2017-01-15,6.46359099156879,6.46784330130732
2017-02-01,6.463255465422941,6.438182518753147
2017-02-15,6.456761407706958,6.456406483124705
2017-03-01,6.453111980278505,6.433756537325549
2017-03-15,6.449836239932684,6.444134157483775
2017-04-01,6.442643362535587,6.411815898740327
2017-04-15,6.469031300719109,6.6167693122360465
2017-05-01,6.507661339637742,6.609154152421307
2017-05-15,6.477932645340147,6.651157472929973
2017-06-01,6.4453199176035705,6.598349920832463
2017-06-15,6.278443357690105,6.528490626350559
2017-07-01,5.800934381322347,6.122483898456167
2017-07-15,5.873083414577452,6.177429919199405
2017-08-01,6.11402732714971,6.219172051891497
2017-08-15,6.116939383429103,6.221904564035328
2017-09-01,6.055178433176196,6.21706955057843
2017-09-15,6.051051941168544,6.260786644586643
2017-10-01,6.018118854425363,6.25757878317172
2017-10-15,6.010220017711317,6.0959569293486515
2017-11-01,5.913630953654796,6.490122621510149
2017-11-15,5.916797074292741,6.202083936018567
2017-12-01,5.9109774673226845,6.199259239942363
2017-12-15,6.039056534663201,6.20072944042185
2018-01-01,6.027762768991995,6.085991273891787
2018-01-15,6.036262135538013,6.093007630923488
2018-02-01,6.091974649613189,6.091974649613189
2018-02-15,6.113401296028878,6.110455785799122
2018-03-01,6.123687526544533,6.083188164709767
2018-03-15,6.0788112493633095,6.079821860869233
2018-04-01,5.983165356414574,6.123893015909692
2018-04-15,6.009249335412577,6.119565155834772
2018-05-01,6.002530556671921,6.085738614760137
2018-05-15,6.002289879121233,6.056185647326365
2018-06-01,5.745752977828073,5.909885772883303
2018-06-15,5.697583406584886,5.899323049235942
2018-07-01,5.683569252393964,5.840267704300021
2018-07-15,5.456911003318391,5.649097005083259
2018-08-01,5.359217423231947,5.467431007872181
2018-08-15,5.342731760733681,5.628345580121404
2018-09-01,5.330285056581489,5.526399935507779
2018-09-15,5.427338120575742,5.689119464595366
2018-10-01,5.432864770555157,5.69957371962666
2018-10-15,5.485091816319161,5.700318809555521
2018-11-01,5.538205447338319,5.778881477414169
2018-11-15,5.634743279049029,5.824251725093439
2018-12-01,5.6372070103993535,5.860350561713563
2018-12-15,5.642355403325902,5.798257397085895
2019-01-01,5.715239782737073,5.789347754890795
2019-01-15,5.7182428600650255,5.865071969663276
2019-02-01,5.647990256047452,5.870525719778315
2019-02-15,5.800345783830516,5.948900478153654
2019-03-01,5.713946972747484,5.856292101256782
2019-03-15,5.7100804765488915,5.783783672336026
2019-04-01,5.739658169230076,5.841175693608735
2019-04-15,5.770226819210122,5.9040897218658595
2019-05-01,5.895328803332569,6.012072877856533
2019-05-15,5.895835917589341,6.016729375660117
2019-06-01,5.83863497152082,6.017236747212243
2019-06-15,5.825704158979006,6.031614643169441
2019-07-01,,6.138397671441232
2019-07-15,,6.033906762562189
2019-08-01,,5.917209673028302
2019-08-15,,5.706072661330043
2019-09-01,,5.706978502181697
2019-09-15,,5.780334941770064
2019-10-01,,5.706477203017882
2019-10-15,,5.699239051090859
2019-11-01,,6.04807999073588
2019-11-15,,5.905718291584433
2019-12-01,,5.9037179594778175
2019-12-15,,5.842217143333874
2020-01-01,,5.9312467090679695
2020-01-15,,5.840858504086831
2020-02-01,,5.614840536866957
2020-02-15,,5.617571013347163
