Date,Masindi,Owino
2016-01-01,6.465225239159982,6.549089386259068
2016-01-15,6.455271570344619,6.577317384946351
2016-02-01,6.458589092132568,6.518566601942577
2016-02-15,6.492322866350689,6.535536160018683
2016-03-01,6.679165800083002,6.677355844837763
2016-03-15,6.6798615490243956,6.605846195190644
2016-04-01,6.676941645377108,6.540388189406946
2016-04-15,6.702156046269874,6.552406136343881
2016-05-01,6.7014573486616476,6.591873480460989
2016-05-15,6.696148575961132,6.615933575438553
2016-06-01,6.689633670863659,6.449038453929686
2016-06-15,6.497408484717015,6.477066337580395
2016-07-01,6.482272895773473,6.437522699974859
2016-07-15,6.506644149537146,6.44215294216079
2016-08-01,6.523361731526907,6.436160547191164
2016-08-15,6.523105074728996,6.5423232365565624
2016-09-01,6.593452490785948,6.556107830249778
2016-09-15,6.588568383098891,6.589533478879123
2016-10-01,6.501129119006803,6.5743119407576085
2016-10-15,6.47904873424721,6.398114045424532
2016-11-01,6.279218116108922,6.381882860752917
2016-11-15,6.300161239991715,6.43848880487973
2016-12-01,6.420259995524769,6.500073397992073
2016-12-15,6.429318290751434,6.509105407369265
2017-01-01,6.422438596006495,6.6114883655834955
2017-01-15,6.502437728059688,6.61245173027075
2017-02-01,6.576508348170308,6.607299149439882
2017-02-15,6.569405482771316,6.749134376931457
2017-03-01,6.5664279873774465,6.788620214694112
2017-03-15,6.597569785439308,6.867545437902375
2017-04-01,6.590755438475138,6.861353697393771
2017-04-15,6.586698709388025,6.856648166002482
2017-05-01,6.578006596294953,6.848876293235224
2017-05-15,6.586040415473112,6.515723917055652
2017-06-01,6.591907192610265,6.443179353104459
2017-06-15,6.451292870809254,6.369176518407709
2017-07-01,6.41053682201548,6.451225325979993
2017-07-15,6.527440987522891,6.491195409194483
2017-08-01,6.525614734516767,6.4869349505875125
2017-08-15,6.592977142183737,6.484474118132993
2017-09-01,6.586298810232551,6.516910499473327
2017-09-15,6.5810939443545005,6.618651356660965
2017-10-01,6.259280911242251,6.615360439861219
2017-10-15,6.247240634735078,6.39917401875369
2017-11-01,6.100754440444159,6.382430488835728
2017-11-15,6.096423615231827,6.299680577704196
2017-12-01,6.0930990441139725,6.35930208488863
2017-12-15,6.201628316886867,6.424592157534765
2018-01-01,6.191351789549613,6.413767803545446
2018-01-15,6.534912024138188,6.459265399242641
2018-02-01,6.534237601941883,6.460625784598636
2018-02-15,6.5305624439002345,6.566099178177021
2018-03-01,6.487981003885049,6.602245940175688
2018-03-15,6.519704661279193,6.620500447784904
2018-04-01,6.511175804934666,6.734581445098495
2018-04-15,6.510090070492864,6.745720776779637
2018-05-01,6.536089306104479,6.722959450631854
2018-05-15,5.804871219045459,6.386170099468836
2018-06-01,5.787024309583478,6.1455842682179815
2018-06-15,6.012823423100325,6.172172096591272
2018-07-01,6.010643726556405,6.157100877128949
2018-07-15,5.866086690823091,6.153768763274872
2018-08-01,6.050321702162092,6.156908459543163
2018-08-15,6.0338106882295675,6.140722794578813
2018-09-01,6.022390027562991,6.223818801333028
2018-09-15,6.014703821464067,6.216999989388145
2018-10-01,6.020651435457276,6.309119362566396
2018-10-15,6.023490766989252,6.223781017326023
2018-11-01,6.27462060814678,6.137826569887441
2018-11-15,6.094844876120637,6.1471133046663935
2018-12-01,6.042672118507518,6.148032634165344
2018-12-15,6.049863413063866,6.154407268815136
2019-01-01,6.194812862998959,6.2906039276406345
2019-01-15,6.373813365371398,6.373813365371398
2019-02-01,6.382810133007966,6.418604935085321
2019-02-15,6.456353417441004,6.455001152190991
2019-03-01,6.368100043372883,6.445987944428703
2019-03-15,6.36423354717429,6.546800532856458
2019-04-01,6.469124069085033,6.602490322579463
2019-04-15,6.530685529327375,6.626953374754281
2019-05-01,6.558233536804122,6.680488463777335
2019-05-15,6.790396932878082,6.671897308154846
2019-06-01,6.5634534959184165,6.492660443927318
2019-06-15,6.511285099155636,6.558265308079828
2019-07-01,6.5223567013969665,
2019-07-15,,
2019-08-01,6.544138814535459,
2019-08-15,6.473830705681163,
2019-09-01,6.624670775981141,
2019-09-15,6.639834839297473,
2019-10-01,6.6941109837239425,
2019-10-15,6.536425601873742,
2019-11-01,6.532366059267258,
2019-11-15,6.531583465061057,
2019-12-01,6.626113569163994,
2019-12-15,6.690208244650055,
2020-01-01,6.685214353074378,
2020-01-15,6.686768439199186,
2020-02-01,6.714465483849453,
2020-02-15,6.71517269050935,
