Date,Eldoret,Kisumu
2016-01-01,5.791017958218954,5.663050592336632
2016-01-15,5.8041062257760805,5.665145711442798
2016-02-01,5.834943353391172,5.632303455607044
2016-02-15,5.850807575439375,5.658435682791919
2016-03-01,5.873096704586412,5.650460467056651
2016-03-15,5.962614146993543,5.6453157285155475
2016-04-01,5.979918436570358,5.644411917069104
2016-04-15,6.022037267856343,5.661726557228723
2016-05-01,5.872809972160406,5.662286980255242
2016-05-15,5.83770019455193,5.655378637757975
2016-06-01,5.77287877254411,5.650149312952401
2016-06-15,5.740032636437907,5.645324684896288
2016-07-01,5.76654805609988,5.642164336412144
2016-07-15,5.76249940864602,5.792136561535243
2016-08-01,5.748074666761027,5.791749730263689
2016-08-15,5.761130752819049,5.700689398665549
2016-09-01,5.732670950171132,5.637962998629512
2016-09-15,5.7592378765961625,5.6348541569084265
2016-10-01,5.784959108361613,5.710523285267847
2016-10-15,5.8066511437122,5.624883450128195
2016-11-01,5.801029264357392,5.682552025271533
2016-11-15,5.796530524936025,5.768359647969329
2016-12-01,5.844172582227764,5.763139938819203
2016-12-15,5.86522888560173,5.756721464185711
2017-01-01,5.774423233776715,5.7460122319439355
2017-01-15,5.757408639722073,5.725842173754239
2017-02-01,5.8534185312318385,5.718796031024982
2017-02-15,5.845122746289084,5.846394202277281
2017-03-01,5.858293137077639,6.070165435692222
2017-03-15,5.887280644250899,6.057741573514864
2017-04-01,5.928171121944518,6.045890772185865
2017-04-15,5.91008200237439,6.089215612692157
2017-05-01,5.933769618058902,6.217219775604103
2017-05-15,5.9740928864708565,6.2257699620812135
2017-06-01,5.989883711081047,6.230121695754557
2017-06-15,6.009690004268804,6.234106630229812
2017-07-01,6.073295728690168,6.236415078500186
2017-07-15,6.029379691364929,6.050020259012001
2017-08-01,6.023203484368838,5.940367478789689
2017-08-15,6.06556446453141,5.832822456095262
2017-09-01,6.059360599142846,5.838244418011139
2017-09-15,6.060996296341867,5.838868489147492
2017-10-01,6.079294115126479,5.789942314452403
2017-10-15,6.042708817639776,5.791097344948546
2017-11-01,6.022856007684874,5.7086395710418545
2017-11-15,5.981218563507332,5.70524108700508
2017-12-01,5.974129419654204,5.700392527317466
2017-12-15,5.997049812150177,5.690898990958889
2018-01-01,5.9807838502346105,5.684368097814075
2018-01-15,5.959756232188734,5.680491409799482
2018-02-01,6.06155848236434,5.691082366106241
2018-02-15,6.080973792620386,5.684141831656925
2018-03-01,5.993877811595779,5.6772491363872915
2018-03-15,5.946696547966754,5.67054198068604
2018-04-01,5.982593693069759,5.7977690060576865
2018-04-15,5.963080083016065,5.8004367831431525
2018-05-01,5.978165869373074,5.795637037213054
2018-05-15,6.0242361882539806,5.664432241620108
2018-06-01,5.958729846514008,5.663199000270156
2018-06-15,5.996751231048378,5.670535494594354
2018-07-01,5.958059278445527,5.672169642394061
2018-07-15,5.927021960450024,5.5193370956035475
2018-08-01,5.947411942186758,5.339466838321893
2018-08-15,5.908133208882538,5.330396879833921
2018-09-01,5.8906584068911645,5.57220467577263
2018-09-15,5.869317746357778,5.576181823223533
2018-10-01,5.896353268839313,5.512297429154828
2018-10-15,5.885798596994018,5.513197636284299
2018-11-01,5.890149877418732,5.50906930611186
2018-11-15,5.734641646343284,5.497361205268572
2018-12-01,5.755162258973262,5.4941026261324355
2018-12-15,5.85511987255014,5.492361773658002
2019-01-01,5.836734811944047,5.497380728947945
2019-01-15,5.854013175700994,5.493305968234323
2019-02-01,5.910303368174112,5.5026258697830075
2019-02-15,5.925561294842738,5.4982612581313735
2019-03-01,5.8983086283895005,5.490638447723022
2019-03-15,5.949016025755864,5.480054606088573
2019-04-01,5.946134393623834,5.476130764378098
2019-04-15,5.975209480270325,5.617958333492258
2019-05-01,5.98253617298053,5.627142276829259
2019-05-15,6.016759956921022,5.622291851820194
2019-06-01,5.979533842487524,5.754895150102365
2019-06-15,6.0074873905482375,5.611646995814282
2019-07-01,6.127858506551461,5.71649165163099
2019-07-15,6.0466557909083525,5.811379566268726
2019-08-01,6.127535797362545,5.812096736701151
2019-08-15,6.125921638498144,
2019-09-01,6.124307323654025,5.813529536407596
2019-09-15,6.122648649807538,5.813621665459461
2019-10-01,6.120992722604823,5.810214935358393
2019-10-15,6.1197088421962365,5.810849444504627
2019-11-01,6.12692720928323,
2019-11-15,6.130131227149029,
2019-12-01,6.128281615454731,
2019-12-15,6.1321637424008015,
2020-01-01,6.130046676134569,
2020-01-15,6.127925118388319,
2020-02-01,6.1264923411749175,5.815279771312942
2020-02-15,6.123425169284609,5.809329647824573
